Mouse_ID,Cohort,Diet,Treatment,Legend,Age,food_intake,energy_intake
115,1,HFHS,1472,HFHS 1472,PND14,7.8,35.997
111,1,HFHS,1472,HFHS 1472,PND14,6.7,30.9205
120,2,HFHS,1472,HFHS 1472,PND14,5.8,26.767
127,2,HFHS,1472,HFHS 1472,PND14,11.8,54.457
116,4,HFHS,1472,HFHS 1472,PND14,9.3,42.9195
130,5,HFHS,1472,HFHS 1472,PND14,12.1,55.8415
135,6,HFHS,1472,HFHS 1472,PND14,11.7,53.9955
105,1,Control,Vehicle,Control Vehicle,PND15,9.2,33.396
104,1,Control,Vehicle,Control Vehicle,PND15,6.8,24.684
117,2,Control,Vehicle,Control Vehicle,PND15,5.8,21.054
122,2,Control,Vehicle,Control Vehicle,PND15,8.2,29.766
129,2,Control,Vehicle,Control Vehicle,PND15,8.6,31.218
113,4,Control,Vehicle,Control Vehicle,PND15,13.1,47.553
131,6,Control,Vehicle,Control Vehicle,PND15,9.8,35.574
110,1,HFHS,Vehicle,HFHS Vehicle,PND15,12.1,55.8415
107,1,HFHS,Vehicle,HFHS Vehicle,PND15,5.1,23.5365
123,2,HFHS,Vehicle,HFHS Vehicle,PND15,5.8,26.767
121,2,HFHS,Vehicle,HFHS Vehicle,PND15,8.7,40.1505
125,3,HFHS,Vehicle,HFHS Vehicle,PND15,7.5,34.6125
126,4,HFHS,Vehicle,HFHS Vehicle,PND15,11.1,51.2265
133,6,HFHS,Vehicle,HFHS Vehicle,PND15,12,55.38
106,1,HFHS,FOS+GOS,HFHS FOS+GOS,PND15,11.5,53.0725
124,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND15,8.1,37.3815
119,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND15,11.2,51.688
128,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND15,10,46.15
114,3,HFHS,FOS+GOS,HFHS FOS+GOS,PND15,12.2,56.303
118,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND15,9.7,44.7655
136,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND15,10.2,47.073
115,1,HFHS,1472,HFHS 1472,PND15,7.1,32.7665
111,1,HFHS,1472,HFHS 1472,PND15,6.4,29.536
120,2,HFHS,1472,HFHS 1472,PND15,6.5,29.9975
127,2,HFHS,1472,HFHS 1472,PND15,10.3,47.5345
116,4,HFHS,1472,HFHS 1472,PND15,8.7,40.1505
130,5,HFHS,1472,HFHS 1472,PND15,10.4,47.996
135,6,HFHS,1472,HFHS 1472,PND15,10.9,50.3035
105,1,Control,Vehicle,Control Vehicle,PND16,7.5,27.225
104,1,Control,Vehicle,Control Vehicle,PND16,10,36.3
117,2,Control,Vehicle,Control Vehicle,PND16,4.3,15.609
122,2,Control,Vehicle,Control Vehicle,PND16,7.5,27.225
129,2,Control,Vehicle,Control Vehicle,PND16,10.6,38.478
113,4,Control,Vehicle,Control Vehicle,PND16,10,36.3
131,6,Control,Vehicle,Control Vehicle,PND16,9.5,34.485
110,1,HFHS,Vehicle,HFHS Vehicle,PND16,11.6,53.534
107,1,HFHS,Vehicle,HFHS Vehicle,PND16,21.1,97.3765
123,2,HFHS,Vehicle,HFHS Vehicle,PND16,8.3,38.3045
121,2,HFHS,Vehicle,HFHS Vehicle,PND16,9.3,42.9195
125,3,HFHS,Vehicle,HFHS Vehicle,PND16,6.1,28.1515
126,4,HFHS,Vehicle,HFHS Vehicle,PND16,10,46.15
133,6,HFHS,Vehicle,HFHS Vehicle,PND16,11.9,54.9185
106,1,HFHS,FOS+GOS,HFHS FOS+GOS,PND16,11.4,52.611
124,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND16,11.4,52.611
119,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND16,10.9,50.3035
128,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND16,11.6,53.534
114,3,HFHS,FOS+GOS,HFHS FOS+GOS,PND16,11,50.765
118,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND16,9.7,44.7655
136,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND16,13,59.995
115,1,HFHS,1472,HFHS 1472,PND16,7.1,32.7665
111,1,HFHS,1472,HFHS 1472,PND16,6.5,29.9975
120,2,HFHS,1472,HFHS 1472,PND16,6.2,28.613
127,2,HFHS,1472,HFHS 1472,PND16,10.1,46.6115
116,4,HFHS,1472,HFHS 1472,PND16,10,46.15
130,5,HFHS,1472,HFHS 1472,PND16,9.8,45.227
135,6,HFHS,1472,HFHS 1472,PND16,11.2,51.688
105,1,Control,Vehicle,Control Vehicle,PND17,12.9,46.827
104,1,Control,Vehicle,Control Vehicle,PND17,7.9,28.677
117,2,Control,Vehicle,Control Vehicle,PND17,7.6,27.588
122,2,Control,Vehicle,Control Vehicle,PND17,9.2,33.396
129,2,Control,Vehicle,Control Vehicle,PND17,10.4,37.752
113,4,Control,Vehicle,Control Vehicle,PND17,7.7,27.951
131,6,Control,Vehicle,Control Vehicle,PND17,8.4,30.492
110,1,HFHS,Vehicle,HFHS Vehicle,PND17,13.7,63.2255
107,1,HFHS,Vehicle,HFHS Vehicle,PND17,2.2,10.153
123,2,HFHS,Vehicle,HFHS Vehicle,PND17,10.3,47.5345
121,2,HFHS,Vehicle,HFHS Vehicle,PND17,10.9,50.3035
125,3,HFHS,Vehicle,HFHS Vehicle,PND17,4.1,18.9215
126,4,HFHS,Vehicle,HFHS Vehicle,PND17,9.2,42.458
133,6,HFHS,Vehicle,HFHS Vehicle,PND17,11.5,53.0725
106,1,HFHS,FOS+GOS,HFHS FOS+GOS,PND17,11.9,54.9185
124,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND17,9.1,41.9965
119,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND17,8.5,39.2275
128,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND17,8.7,40.1505
114,3,HFHS,FOS+GOS,HFHS FOS+GOS,PND17,10.7,49.3805
118,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND17,10.9,50.3035
136,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND17,16.9,77.9935
115,1,HFHS,1472,HFHS 1472,PND17,5.2,23.998
111,1,HFHS,1472,HFHS 1472,PND17,7,32.305
120,2,HFHS,1472,HFHS 1472,PND17,6.1,28.1515
127,2,HFHS,1472,HFHS 1472,PND17,11.4,52.611
116,4,HFHS,1472,HFHS 1472,PND17,8,36.92
130,5,HFHS,1472,HFHS 1472,PND17,9.8,45.227
135,6,HFHS,1472,HFHS 1472,PND17,6.9,31.8435
105,1,Control,Vehicle,Control Vehicle,PND18,8.5,30.855
104,1,Control,Vehicle,Control Vehicle,PND18,7,25.41
117,2,Control,Vehicle,Control Vehicle,PND18,7.2,26.136
122,2,Control,Vehicle,Control Vehicle,PND18,8.6,31.218
129,2,Control,Vehicle,Control Vehicle,PND18,7.5,27.225
113,4,Control,Vehicle,Control Vehicle,PND18,8.1,29.403
131,6,Control,Vehicle,Control Vehicle,PND18,9.2,33.396
110,1,HFHS,Vehicle,HFHS Vehicle,PND18,6.5,29.9975
107,1,HFHS,Vehicle,HFHS Vehicle,PND18,3.7,17.0755
123,2,HFHS,Vehicle,HFHS Vehicle,PND18,10,46.15
121,2,HFHS,Vehicle,HFHS Vehicle,PND18,7.6,35.074
125,3,HFHS,Vehicle,HFHS Vehicle,PND18,9.1,41.9965
126,4,HFHS,Vehicle,HFHS Vehicle,PND18,9.5,43.8425
133,6,HFHS,Vehicle,HFHS Vehicle,PND18,10.5,48.4575
106,1,HFHS,FOS+GOS,HFHS FOS+GOS,PND18,9.8,45.227
124,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND18,8.4,38.766
119,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND18,7.7,35.5355
128,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND18,12.1,55.8415
114,3,HFHS,FOS+GOS,HFHS FOS+GOS,PND18,10.9,50.3035
118,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND18,10.3,47.5345
136,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND18,7.1,32.7665
115,1,HFHS,1472,HFHS 1472,PND18,10.4,47.996
111,1,HFHS,1472,HFHS 1472,PND18,6,27.69
120,2,HFHS,1472,HFHS 1472,PND18,5.2,23.998
127,2,HFHS,1472,HFHS 1472,PND18,10.4,47.996
116,4,HFHS,1472,HFHS 1472,PND18,11.7,53.9955
130,5,HFHS,1472,HFHS 1472,PND18,10.4,47.996
135,6,HFHS,1472,HFHS 1472,PND18,11.9,54.9185
105,1,Control,Vehicle,Control Vehicle,PND19,7.3,26.499
104,1,Control,Vehicle,Control Vehicle,PND19,7.5,27.225
117,2,Control,Vehicle,Control Vehicle,PND19,5.8,21.054
122,2,Control,Vehicle,Control Vehicle,PND19,6.2,22.506
129,2,Control,Vehicle,Control Vehicle,PND19,7,25.41
113,4,Control,Vehicle,Control Vehicle,PND19,12.6,45.738
131,6,Control,Vehicle,Control Vehicle,PND19,8.3,30.129
110,1,HFHS,Vehicle,HFHS Vehicle,PND19,2.8,12.922
107,1,HFHS,Vehicle,HFHS Vehicle,PND19,2.2,10.153
123,2,HFHS,Vehicle,HFHS Vehicle,PND19,8.9,41.0735
121,2,HFHS,Vehicle,HFHS Vehicle,PND19,8.4,38.766
125,3,HFHS,Vehicle,HFHS Vehicle,PND19,11.1,51.2265
126,4,HFHS,Vehicle,HFHS Vehicle,PND19,10.4,47.996
133,6,HFHS,Vehicle,HFHS Vehicle,PND19,11.6,53.534
106,1,HFHS,FOS+GOS,HFHS FOS+GOS,PND19,9.6,44.304
124,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND19,5.2,23.998
119,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND19,8.8,40.612
128,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND19,9,41.535
114,3,HFHS,FOS+GOS,HFHS FOS+GOS,PND19,9.4,43.381
118,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND19,10.8,49.842
136,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND19,11.1,51.2265
115,1,HFHS,1472,HFHS 1472,PND19,7.8,35.997
111,1,HFHS,1472,HFHS 1472,PND19,6.9,31.8435
120,2,HFHS,1472,HFHS 1472,PND19,5.2,23.998
127,2,HFHS,1472,HFHS 1472,PND19,10,46.15
116,4,HFHS,1472,HFHS 1472,PND19,4.9,22.6135
130,5,HFHS,1472,HFHS 1472,PND19,11.9,54.9185
135,6,HFHS,1472,HFHS 1472,PND19,10.6,48.919
105,1,Control,Vehicle,Control Vehicle,PND20,7.1,25.773
104,1,Control,Vehicle,Control Vehicle,PND20,9.4,34.122
117,2,Control,Vehicle,Control Vehicle,PND20,5.8,21.054
122,2,Control,Vehicle,Control Vehicle,PND20,7,25.41
129,2,Control,Vehicle,Control Vehicle,PND20,12.7,46.101
113,4,Control,Vehicle,Control Vehicle,PND20,8.9,32.307
131,6,Control,Vehicle,Control Vehicle,PND20,5.4,19.602
110,1,HFHS,Vehicle,HFHS Vehicle,PND20,2.3,10.6145
107,1,HFHS,Vehicle,HFHS Vehicle,PND20,5.2,23.998
123,2,HFHS,Vehicle,HFHS Vehicle,PND20,8.9,41.0735
121,2,HFHS,Vehicle,HFHS Vehicle,PND20,8.6,39.689
125,3,HFHS,Vehicle,HFHS Vehicle,PND20,14.6,67.379
126,4,HFHS,Vehicle,HFHS Vehicle,PND20,10.4,47.996
133,6,HFHS,Vehicle,HFHS Vehicle,PND20,13,59.995
106,1,HFHS,FOS+GOS,HFHS FOS+GOS,PND20,7.2,33.228
124,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND20,9.4,43.381
119,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND20,8.2,37.843
128,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND20,6.5,29.9975
114,3,HFHS,FOS+GOS,HFHS FOS+GOS,PND20,11.8,54.457
118,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND20,10.5,48.4575
136,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND20,14.6,67.379
115,1,HFHS,1472,HFHS 1472,PND20,6.8,31.382
111,1,HFHS,1472,HFHS 1472,PND20,6.2,28.613
120,2,HFHS,1472,HFHS 1472,PND20,7.1,32.7665
127,2,HFHS,1472,HFHS 1472,PND20,12.1,55.8415
116,4,HFHS,1472,HFHS 1472,PND20,0.5,2.3075
130,5,HFHS,1472,HFHS 1472,PND20,12.1,55.8415
135,6,HFHS,1472,HFHS 1472,PND20,6.1,28.1515
105,1,Control,Vehicle,Control Vehicle,PND21,8.9,32.307
104,1,Control,Vehicle,Control Vehicle,PND21,6.3,22.869
117,2,Control,Vehicle,Control Vehicle,PND21,4.9,17.787
122,2,Control,Vehicle,Control Vehicle,PND21,6.8,24.684
129,2,Control,Vehicle,Control Vehicle,PND21,9.7,35.211
113,4,Control,Vehicle,Control Vehicle,PND21,6.7,24.321
131,6,Control,Vehicle,Control Vehicle,PND21,6.1,22.143
110,1,HFHS,Vehicle,HFHS Vehicle,PND21,7.1,32.7665
107,1,HFHS,Vehicle,HFHS Vehicle,PND21,4.3,19.8445
123,2,HFHS,Vehicle,HFHS Vehicle,PND21,9.5,43.8425
121,2,HFHS,Vehicle,HFHS Vehicle,PND21,10.3,47.5345
125,3,HFHS,Vehicle,HFHS Vehicle,PND21,1.5,6.9225
126,4,HFHS,Vehicle,HFHS Vehicle,PND21,10.7,49.3805
133,6,HFHS,Vehicle,HFHS Vehicle,PND21,13.2,60.918
106,1,HFHS,FOS+GOS,HFHS FOS+GOS,PND21,6.9,31.8435
124,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND21,13,59.995
119,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND21,7.7,35.5355
128,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND21,7.8,35.997
114,3,HFHS,FOS+GOS,HFHS FOS+GOS,PND21,1.8,8.307
118,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND21,7.6,35.074
136,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND21,7.5,34.6125
115,1,HFHS,1472,HFHS 1472,PND21,5.6,25.844
111,1,HFHS,1472,HFHS 1472,PND21,6.8,31.382
120,2,HFHS,1472,HFHS 1472,PND21,4.7,21.6905
127,2,HFHS,1472,HFHS 1472,PND21,13.4,61.841
116,4,HFHS,1472,HFHS 1472,PND21,10.2,47.073
130,5,HFHS,1472,HFHS 1472,PND21,12.8,59.072
135,6,HFHS,1472,HFHS 1472,PND21,8.4,38.766
105,1,Control,Vehicle,Control Vehicle,PND22,3.4,12.342
104,1,Control,Vehicle,Control Vehicle,PND22,4.3,15.609
117,2,Control,Vehicle,Control Vehicle,PND22,7.1,25.773
122,2,Control,Vehicle,Control Vehicle,PND22,4,14.52
129,2,Control,Vehicle,Control Vehicle,PND22,4.3,15.609
113,4,Control,Vehicle,Control Vehicle,PND22,5.6,20.328
131,6,Control,Vehicle,Control Vehicle,PND22,1.3,4.719
110,1,HFHS,Vehicle,HFHS Vehicle,PND22,2.8,12.922
107,1,HFHS,Vehicle,HFHS Vehicle,PND22,2.4,11.076
123,2,HFHS,Vehicle,HFHS Vehicle,PND22,2.6,11.999
121,2,HFHS,Vehicle,HFHS Vehicle,PND22,3.6,16.614
125,3,HFHS,Vehicle,HFHS Vehicle,PND22,,
126,4,HFHS,Vehicle,HFHS Vehicle,PND22,2.5,11.5375
133,6,HFHS,Vehicle,HFHS Vehicle,PND22,6.6,30.459
106,1,HFHS,FOS+GOS,HFHS FOS+GOS,PND22,3.7,17.0755
124,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND22,2.7,12.4605
119,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND22,3.5,16.1525
128,2,HFHS,FOS+GOS,HFHS FOS+GOS,PND22,,
114,3,HFHS,FOS+GOS,HFHS FOS+GOS,PND22,,
118,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND22,5.3,24.4595
136,6,HFHS,FOS+GOS,HFHS FOS+GOS,PND22,,
115,1,HFHS,1472,HFHS 1472,PND22,2,9.23
111,1,HFHS,1472,HFHS 1472,PND22,3.2,14.768
120,2,HFHS,1472,HFHS 1472,PND22,1.1,5.0765
127,2,HFHS,1472,HFHS 1472,PND22,8.6,39.689
116,4,HFHS,1472,HFHS 1472,PND22,2.8,12.922
130,5,HFHS,1472,HFHS 1472,PND22,22.2,102.453
135,6,HFHS,1472,HFHS 1472,PND22,1.9,8.7685
