Name,Cage/Litter,Cohort,Sex,Diet,Treatment,Age,food_intake,energy_intake
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,37,2.4,8.7
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,37,2.8,10.2
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,37,2.4,8.7
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,37,2.8,10.2
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,37,2.65,9.6
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,37,2.65,9.6
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,37,2.85,10.3
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,37,2.45,8.9
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,37,2.75,10
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,37,2.25,8.1675
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,37,1.6,5.81
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,37,8.25,29.95
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,37,1.6,5.81
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,37,0.35,1.27
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,37,1.05,3.81
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,37,0.35,1.27
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,37,0.53,1.94
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,37,1.45,5.26
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,37,1.2,4.36
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,37,1.2,4.36
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,37,0.4,1.45
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,37,0.3,1.09
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,37,0.3,1.09
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,37,9.13,33.15
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,37,0.83,3.03
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,37,2.55,9.26
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,37,0.8,2.9
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,37,1.67,6.05
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,37,1,3.63
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,37,1.3,4.72
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,37,0.4,1.45
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,37,1,3.63
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,37,0.3,1.09
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,37,1.15,4.17
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,37,2.25,8.17
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,37,7.45,27.04
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,37,2.33,8.47
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,37,2.1,7.62
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,37,1.8,6.53
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,37,1.1,3.99
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,37,0.9,3.27
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,38,2.95,10.7
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,38,2,7.3
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,38,2.05,7.4
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,38,2.7,9.8
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,38,2.25,8.2
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,38,3,10.9
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,38,2.45,8.9
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,38,2.2,8
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,38,2.65,9.6
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,38,2.45,8.9
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,38,2.9,10.5
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,38,2.45,8.8935
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,38,1.37,4.96
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,38,5,18.15
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,38,1.6,5.81
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,38,0.4,1.45
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,38,1.8,6.53
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,38,0.75,2.72
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,38,0.77,2.78
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,38,0.6,2.18
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,38,1.3,4.72
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,38,2,7.26
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,38,0.2,0.73
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,38,0.17,0.61
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,38,0.17,0.61
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,38,7.07,25.65
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,38,1.33,4.84
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,38,1.95,7.08
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,38,0.2,0.73
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,38,1.83,6.66
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,38,2.2,7.99
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,38,2.07,7.5
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,38,1.8,6.53
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,38,1.5,5.45
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,38,0.55,2
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,38,1.85,6.72
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,38,1.35,4.9
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,38,2.45,8.89
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,38,2.73,9.92
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,38,2.25,8.17
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,38,2.5,9.08
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,38,1.6,5.81
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,38,1.77,6.41
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,39,2.1,7.6
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,39,2.28,8.3
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,39,2.3,8.3
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,39,2.7,9.8
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,39,3.05,11.1
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,39,3.5,12.7
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,39,2.65,9.6
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,39,2.5,9.1
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,39,2.65,9.6
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,39,2.2,8
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,39,2.85,10.3
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,39,2.75,9.9825
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,39,1.53,5.57
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,39,1,3.63
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,39,1.9,6.9
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,39,0.6,2.18
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,39,1.4,5.08
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,39,1.45,5.26
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,39,0.43,1.57
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,39,2.3,8.35
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,39,1.67,6.05
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,39,2.55,9.26
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,39,0.87,3.15
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,39,0.23,0.85
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,39,0.97,3.51
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,39,2.53,9.2
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,39,1.8,6.53
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,39,2.35,8.53
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,39,0.43,1.57
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,39,1.93,7.02
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,39,3.2,11.62
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,39,2.53,9.2
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,39,1.33,4.84
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,39,2.35,8.53
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,39,1.3,4.72
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,39,2.2,7.99
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,39,0.75,2.72
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,39,2.1,7.62
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,39,3.4,12.34
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,39,3.45,12.52
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,39,3.25,11.8
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,39,2.05,7.44
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,39,2.5,9.08
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,40,2.4,8.7
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,40,2.8,10.2
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,40,2.2,8
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,40,2.75,10
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,40,2,7.3
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,40,3.4,12.3
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,40,2.25,8.2
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,40,2.7,9.8
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,40,3.05,11.1
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,40,2.4,8.7
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,40,3.15,11.4
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,40,2.85,10.3455
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,40,1.47,5.32
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,40,0.4,1.45
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,40,2.25,8.17
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,40,1.8,6.53
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,40,3.55,12.89
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,40,1.35,4.9
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,40,0.77,2.78
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,40,2.1,7.62
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,40,2.2,7.99
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,40,2.55,9.26
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,40,0.87,3.15
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,40,0.47,1.69
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,40,1.17,4.24
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,40,2.27,8.23
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,40,2.13,7.74
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,40,2.9,10.53
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,40,1.1,3.99
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,40,2.53,9.2
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,40,2.8,10.16
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,40,2.9,10.53
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,40,1.4,5.08
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,40,2.3,8.35
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,40,1.65,5.99
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,40,2.75,9.98
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,40,1.4,5.08
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,40,2.1,7.62
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,40,3.13,11.37
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,40,2.85,10.35
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,40,2.75,9.98
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,40,2.65,9.62
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,40,2.5,9.08
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,41,2.45,8.9
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,41,2.7,9.8
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,41,2.95,10.7
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,41,3.45,12.5
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,41,2.45,8.9
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,41,2.45,8.9
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,41,2.25,8.2
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,41,3,10.9
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,41,2.15,7.8
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,41,3.8,13.8
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,41,2.7,9.8
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,41,3.05,11.0715
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,41,1.97,7.14
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,41,1.45,5.26
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,41,2.35,8.53
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,41,2.35,8.53
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,41,3.35,12.16
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,41,2.25,8.17
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,41,1.9,6.9
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,41,3.3,11.98
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,41,2.73,9.92
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,41,2.7,9.8
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,41,1.4,5.08
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,41,0.97,3.51
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,41,1.23,4.48
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,41,3.1,11.25
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,41,2.57,9.32
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,41,2.9,10.53
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,41,1.53,5.57
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,41,2.5,9.07
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,41,3.6,13.07
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,41,2.97,10.77
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,41,1.9,6.9
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,41,2.5,9.08
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,41,2.15,7.8
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,41,2.65,9.62
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,41,1.65,5.99
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,41,2.2,7.99
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,41,2.83,10.29
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,41,2.65,9.62
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,41,3,10.89
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,41,2.3,8.35
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,41,2.6,9.44
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,42,3.1,11.3
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,42,2.48,9
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,42,1.8,6.5
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,42,2.55,9.3
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,42,2.15,7.8
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,42,2.5,9.1
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,42,2.15,7.8
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,42,3.6,13.1
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,42,2.6,9.4
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,42,0.7,2.5
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,42,2.75,10
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,42,2.8,10.164
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,42,1.2,4.36
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,42,1.8,6.53
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,42,2.25,8.17
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,42,2.7,9.8
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,42,3.35,12.16
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,42,2.4,8.71
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,42,2.17,7.87
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,42,2.85,10.35
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,42,2.6,9.44
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,42,3.15,11.43
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,42,1.53,5.57
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,42,1.57,5.69
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,42,2.57,9.32
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,42,2.77,10.04
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,42,2.67,9.68
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,42,2.95,10.71
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,42,2.07,7.5
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,42,3.27,11.86
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,42,3.2,11.62
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,42,3,10.89
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,42,1.77,6.41
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,42,2.5,9.08
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,42,2.7,9.8
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,42,3.45,12.52
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,42,1.6,5.81
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,42,2.5,9.08
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,42,3.3,11.98
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,42,2.9,10.53
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,42,3.35,12.16
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,42,3,10.89
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,42,2.87,10.41
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,43,2.5,9.1
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,43,1.93,7
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,43,2.15,7.8
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,43,3.3,12
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,43,2.2,8
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,43,2.9,10.5
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,43,2.5,9.1
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,43,1.35,4.9
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,43,2.65,9.6
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,43,2.65,9.6
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,43,3.15,11.4
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,43,4.15,15.0645
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,43,1.43,5.2
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,43,2.2,7.99
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,43,3.45,12.52
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,43,2.95,10.71
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,43,3.45,12.52
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,43,2.15,7.8
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,43,2.27,8.23
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,43,3.55,12.89
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,43,3.17,11.5
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,43,2.25,8.17
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,43,1.47,5.32
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,43,1.57,5.69
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,43,2.83,10.29
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,43,2.8,10.16
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,43,2.73,9.92
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,43,2.9,10.53
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,43,1.87,6.78
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,43,3.03,11.01
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,43,2.7,9.8
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,43,2.93,10.65
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,43,2.53,9.2
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,43,3.2,11.62
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,43,2.25,8.17
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,43,2.7,9.8
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,43,2.1,7.62
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,43,2.85,10.35
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,43,3.57,12.95
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,43,2.55,9.26
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,43,3.1,11.25
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,43,3.15,11.43
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,43,3.07,11.13
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,44,2.7,9.8
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,44,3.4,12.3
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,44,2.15,7.8
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,44,2.45,8.9
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,44,2.35,8.5
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,44,3.5,12.7
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,44,2.65,9.6
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,44,2.55,9.3
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,44,2.5,9.1
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,44,1.95,7.1
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,44,2.8,10.2
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,44,2.7,9.801
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,44,1.43,5.2
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,44,2.65,9.62
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,44,2.8,10.16
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,44,3.55,12.89
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,44,2.9,10.53
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,44,2.95,10.71
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,44,2.57,9.32
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,44,3.25,11.8
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,44,2.63,9.56
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,44,2.7,9.8
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,44,1.9,6.9
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,44,2,7.26
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,44,2.73,9.92
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,44,2.67,9.68
