Name,Cage/Litter,Cohort,Sex,Diet,Treatment,Age,food_intake,energy_intake
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,29,2.73,12.58
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,29,2.4,11.08
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,29,2.53,11.69
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,29,2.57,11.85
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,29,2.38,10.96
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,29,2.18,10.04
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,29,2.6,12
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,29,2.97,13.69
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,29,2.96,13.66
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,29,1.6,7.38
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,29,2.97,13.69
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,29,1.83,8.42
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,29,2.5,11.54
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,29,2.25,10.38
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,29,1.55,7.15
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,29,1.85,8.54
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,29,2.35,10.85
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,29,2.85,13.15
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,29,2.37,10.92
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,29,2.5,11.54
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,29,2.08,9.58
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,29,2.4,11.08
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,30,2.75,10
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,30,1.56,5.7
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,30,1.7,6.2
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,30,2.23,8.1
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,30,1.8,6.5
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,30,1.73,6.3
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,30,2.43,8.8
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,30,2.53,9.2
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,30,2.53,9.2
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,30,2.13,7.7
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,30,1.96,7.1
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,30,4.52,20.8598
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,30,1.7,7.85
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,30,2.13,9.85
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,30,2.6,12
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,30,2.65,12.23
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,30,5.4,24.92
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,30,2.47,11.38
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,30,1.93,8.92
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,30,2.63,12.15
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,30,3.67,16.92
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,30,3.58,16.5
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,30,2.37,10.92
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,30,3.07,14.15
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,30,2.67,12.31
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,30,2.4,11.08
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,30,2.88,13.27
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,30,3.9,18
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,30,2.73,12.61
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,30,2.8,12.92
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,30,4.3,19.84
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,30,4.07,18.77
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,30,1.73,7.96
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,30,2.2,10.15
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,30,2.65,12.23
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,30,0,0
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,30,1.85,8.54
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,30,1.8,8.31
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,30,2.78,12.81
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,30,1.97,9.08
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,30,2.7,12.46
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,30,2.1,9.69
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,30,3.1,14.31
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,31,2.2,8
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,31,1.5,5.4
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,31,1.9,6.9
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,31,2.33,8.5
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,31,2.15,7.8
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,31,2.37,8.6
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,31,2.53,9.2
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,31,2.67,9.7
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,31,2.73,9.9
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,31,2.1,7.6
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,31,2.48,9
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,31,6.54,30.1821
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,31,1.9,8.77
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,31,2.23,10.31
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,31,2.3,10.61
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,31,2.95,13.61
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,31,4,18.46
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,31,2.17,10
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,31,2.07,9.54
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,31,3.37,15.54
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,31,2.33,10.77
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,31,5.85,27
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,31,1.97,9.08
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,31,3.2,14.77
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,31,4.4,20.31
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,31,2.23,10.27
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,31,2.65,12.23
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,31,4.55,21
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,31,2.67,12.31
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,31,2.8,12.92
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,31,8.9,41.07
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,31,5.07,23.38
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,31,2.13,9.81
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,31,2.55,11.77
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,31,3.5,16.15
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,31,2.9,13.38
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,31,2.35,10.85
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,31,2.7,12.46
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,31,3.23,14.88
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,31,3.27,15.08
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,31,3.43,15.84
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,31,2.55,11.77
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,31,2.55,11.77
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,32,2.55,9.3
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,32,1.56,5.7
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,32,1.87,6.8
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,32,2.43,8.8
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,32,2.3,8.3
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,32,2.17,7.9
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,32,2.67,9.7
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,32,2.2,8
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,32,2.15,7.8
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,32,2.47,9
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,32,2.56,9.3
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,32,4.56,21.0444
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,32,1.87,8.61
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,32,1.97,9.08
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,32,2.9,13.38
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,32,3.2,14.77
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,32,7.3,33.69
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,32,2.9,13.38
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,32,3.2,14.77
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,32,3.53,16.31
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,32,2.93,13.54
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,32,6.38,29.42
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,32,2.27,10.46
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,32,2.67,12.31
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,32,2.7,12.46
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,32,4.28,19.73
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,32,2.58,11.88
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,32,3.65,16.84
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,32,2.43,11.23
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,32,3.62,16.71
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,32,6.9,31.84
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,32,4.07,18.77
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,32,2.55,11.77
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,32,2.95,13.61
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,32,2.7,12.46
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,32,4.15,19.15
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,32,0.2,0.92
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,32,6.9,31.84
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,32,2.9,13.38
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,32,2.73,12.61
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,32,3.27,15.08
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,32,2.18,10.04
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,32,2.8,12.92
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,33,2.6,9.4
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,33,1.42,5.2
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,33,2.3,8.3
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,33,3.07,11.1
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,33,3.6,13.1
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,33,2.8,10.2
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,33,3.03,11
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,33,2.9,10.5
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,33,2.5,9.1
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,33,2.73,9.9
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,33,2.76,10
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,33,6.66,30.7359
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,33,2.3,10.61
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,33,3.07,14.15
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,33,2.6,12
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,33,3.28,15.11
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,33,5.25,24.23
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,33,2.67,12.31
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,33,3.17,14.61
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,33,5.03,23.23
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,33,2.57,11.85
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,33,4.88,22.5
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,33,3,13.85
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,33,5.03,23.23
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,33,2.73,12.61
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,33,4,18.46
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,33,4.38,20.19
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,33,3.9,18
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,33,3.53,16.31
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,33,3.14,14.49
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,33,5,23.08
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,33,5.77,26.61
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,33,2.23,10.27
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,33,2.8,12.92
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,33,2.55,11.77
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,33,3.75,17.31
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,33,1.3,6
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,33,4.3,19.84
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,33,2.73,12.58
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,33,2.4,11.08
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,33,3.5,16.15
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,33,2.53,11.65
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,33,2.8,12.92
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,34,2.95,10.7
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,34,2.22,8.1
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,34,2.33,8.5
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,34,3.1,11.3
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,34,2.7,9.8
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,34,2.27,8.2
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,34,2.87,10.4
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,34,2.73,9.9
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,34,3.28,11.9
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,34,2.63,9.6
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,34,2.78,10.1
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,34,10.3,37.389
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,34,2.33,10.77
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,34,3.77,17.38
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,34,2.25,10.38
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,34,3.48,16.04
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,34,9.13,42.11
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,34,3.03,14
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,34,3.13,14.46
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,34,5.97,27.54
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,34,3.8,17.54
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,34,6.63,30.57
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,34,2.4,11.08
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,34,3.3,15.23
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,34,3.27,15.08
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,34,6.23,28.73
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,34,4,18.46
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,34,7.4,34.15
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,34,3.13,14.46
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,34,2.97,13.69
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,34,2.2,10.15
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,34,7.33,33.84
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,34,2.5,11.54
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,34,2.8,12.92
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,34,3.05,14.08
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,34,1.8,8.31
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,34,2.4,11.08
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,34,4.5,20.77
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,34,2.8,12.92
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,34,2.47,11.38
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,34,3.1,14.31
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,34,3.18,14.65
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,34,2.83,13.04
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,35,2.95,10.7
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,35,1.86,6.8
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,35,1.83,6.7
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,35,2.23,8.1
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,35,2.3,8.3
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,35,3,10.9
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,35,2.8,10.2
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,35,2,7.3
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,35,2.03,7.4
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,35,1.63,5.9
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,35,1.88,6.8
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,35,9.8,35.574
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,35,1.83,6.66
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,35,1.9,6.9
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,35,2.7,9.8
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,35,3.55,12.89
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,35,3.05,11.07
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,35,2.6,9.44
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,35,3.5,12.71
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,35,6.6,23.96
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,35,2.8,10.16
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,35,1.93,6.99
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,35,2.77,10.04
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,35,2.47,8.95
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,35,2.43,8.83
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,35,4.23,15.37
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,35,3.6,13.07
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,35,5.75,20.87
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,35,2.73,9.92
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,35,4.07,14.76
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,35,4.3,15.61
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,35,6.33,22.99
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,35,1.55,5.63
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,35,2.7,9.8
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,35,2.35,8.53
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,35,3.15,11.43
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,35,2.6,9.44
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,35,11.35,41.2
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,35,2.23,8.08
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,35,1.93,7.02
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,35,2.37,8.59
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,35,3.33,12.07
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,35,2.75,9.98
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,36,2.95,10.7
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,36,1.86,6.8
CT_CT_C1_L104_F,104,1,F,Control,Vehicle,36,2.55,9.3
CT_CT_C1_L104_M,104,1,M,Control,Vehicle,36,2.9,10.5
CT_CT_C2_L117_F,117,2,F,Control,Vehicle,36,2.45,8.9
CT_CT_C2_L117_M,117,2,M,Control,Vehicle,36,3,10.9
CT_CT_C2_L122_F,122,2,F,Control,Vehicle,36,2.95,10.7
CT_CT_C4_L129_F,129,4,F,Control,Vehicle,36,2.6,9.4
CT_CT_C4_L129_M,129,4,M,Control,Vehicle,36,2.75,10
CT_CT_C4_L113_F,113,4,F,Control,Vehicle,36,2.35,8.5
CT_CT_C4_L113_M,113,4,M,Control,Vehicle,36,2.55,9.3
HFHS_CT_C1_L110_M,110,1,M,HFHS,Vehicle,36,1.3,4.719
HFHS_CT_C1_L107_M,107,1,M,HFHS,Vehicle,36,2.55,9.26
HFHS_CT_C2_L121_F,121,2,F,HFHS,Vehicle,36,6.45,23.41
HFHS_CT_C2_L123_F,123,2,F,HFHS,Vehicle,36,2.9,10.53
HFHS_CT_C2_L123_M,123,2,M,HFHS,Vehicle,36,2.1,7.62
HFHS_CT_C2_L121_M,121,2,M,HFHS,Vehicle,36,0.95,3.45
HFHS_CT_C3_L125.1_F,125.1,3,F,HFHS,Vehicle,36,2.8,10.16
HFHS_CT_C3_L125.2_F,125.2,3,F,HFHS,Vehicle,36,3.73,13.55
HFHS_CT_C3_L125_M,125,3,M,HFHS,Vehicle,36,4.1,14.88
HFHS_CT_C4_L126_F,126,4,F,HFHS,Vehicle,36,0.53,1.94
HFHS_CT_C4_L126_F,126,4,M,HFHS,Vehicle,36,1.05,3.81
HFHS_FOS+GOS_C1_L106_F,106,1,F,HFHS,FOS+GOS,36,0.83,3.03
HFHS_FOS+GOS_C1_L106_M,106,1,M,HFHS,FOS+GOS,36,0.7,2.54
HFHS_FOS+GOS_C2_L124_F,124,2,F,HFHS,FOS+GOS,36,0.77,2.78
HFHS_FOS+GOS_C2_L124_M,124,2,M,HFHS,FOS+GOS,36,1.97,7.14
HFHS_FOS+GOS_C2_L119_F,119,2,F,HFHS,FOS+GOS,36,0.9,3.27
HFHS_FOS+GOS_C2_L119_M,119,2,M,HFHS,FOS+GOS,36,2.15,7.8
HFHS_FOS+GOS_C2_L128_F,128,2,F,HFHS,FOS+GOS,36,3.27,11.86
HFHS_FOS+GOS_C2_L128_M,128,2,M,HFHS,FOS+GOS,36,4.23,15.37
HFHS_FOS+GOS_C3_L114_F,114,3,F,HFHS,FOS+GOS,36,1.7,6.17
HFHS_FOS+GOS_C3_L114_M,114,3,M,HFHS,FOS+GOS,36,0.83,3.03
HFHS_1472_C1_L115_F,115,1,F,HFHS,1472,36,0.97,3.51
HFHS_1472_C1_L115_M,115,1,M,HFHS,1472,36,1.15,4.17
HFHS_1472_C1_L111_F,111,1,F,HFHS,1472,36,1.05,3.81
HFHS_1472_C1_L111_M,111,1,M,HFHS,1472,36,0.95,3.45
HFHS_1472_C2_L120_F,120,2,F,HFHS,1472,36,2.65,9.62
HFHS_1472_C2_L127_F,127,2,F,HFHS,1472,36,8.1,29.4
HFHS_1472_C2_L127_M,127,2,M,HFHS,1472,36,2.27,8.23
HFHS_1472_C4_L116_F,116,4,F,HFHS,1472,36,2.05,7.44
HFHS_1472_C4_L116_M,116,4,M,HFHS,1472,36,2,7.26
HFHS_1472_C5_L130_F,130,5,F,HFHS,1472,36,2.85,10.35
HFHS_1472_C5_L130_M,130,5,M,HFHS,1472,36,2.77,10.04
CT_CT_C1_L105_F,105,1,F,Control,Vehicle,37,2.85,10.3
CT_CT_C1_L105_M,105,1,M,Control,Vehicle,37,2.58,9.3
