"family","sex","timepoint","statistic_diet","p.adj_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","restoration_FOSGOS","restoration_1472"
"Deferribacteraceae","Female","week 5",0.0207121522848577,0.9840371280255,-1.11494968171667,0.605973514352313,-0.905791247434534,0.605973514352313,"not restored","not restored"
"Deferribacteraceae","Female","week 10",1.13201434723401,0.542457857492978,-1.77014476388,0.173548065151844,-0.978063822600802,0.336719340260385,"not restored","not restored"
"Deferribacteraceae","Male","week 5",1.95460891825529,0.128343081075308,1.00296396407969,0.927182967738943,-0.402287590224027,0.927182967738943,"not restored","not restored"
"Deferribacteraceae","Male","week 10",-0.706009498342737,0.488544616048735,-1.50138972929697,0.330449268831419,-1.49097954880696,0.330449268831419,"not restored","not restored"
"Defluviitaleaceae","Male","week 5",1.31790584561443,0.402188585902523,0.922545804353599,1,-0.542506970708495,1,"not restored","not restored"
"Defluviitaleaceae","Male","week 10",0.983272795219273,0.905310013330193,1.75486172209344,0.247982816432134,-0.218073085571671,1,"not restored","not restored"
"Desulfovibrionaceae","Female","week 5",1.8425687197238,0.109204042090884,-3.45715714606271,0.0177457869404991,0.801198837520291,0.443282857439271,"not restored","not restored"
"Desulfovibrionaceae","Female","week 10",1.15515104972604,0.26042132580283,-3.56067236761129,0.00223475533543785,-2.57390369331789,0.0145864673774375,"not restored","not restored"
"Desulfovibrionaceae","Male","week 5",0.86453242366887,0.407483112941564,-2.05714977241657,0.153353133203646,1.85173214220759,0.153353133203646,"not restored","not restored"
"Desulfovibrionaceae","Male","week 10",1.24282032572155,0.227017701280182,-2.40451878401749,0.0435992761774111,0.207411243431393,0.836928523908262,"not restored","not restored"
"Eggerthellaceae","Female","week 5",3.83403669153888,0.00192562441812506,-1.61786236504436,0.267660198275806,-0.92407664444557,0.373858343045454,"not restored","not restored"
"Eggerthellaceae","Female","week 10",1.08136132118189,0.317415117379678,-1.67397114200037,0.248260950849295,-0.168462159263168,0.869200276285355,"not restored","not restored"
"Eggerthellaceae","Male","week 5",2.21113092077748,0.113367158034389,-0.451981454249324,0.660056587948928,-2.92015779663534,0.026496278252773,"not restored","not restored"
"Eggerthellaceae","Male","week 10",0.236755913824981,0.817556960302742,-1.89445982920775,0.165068407671922,0.0472293427320418,0.963078828584215,"not restored","not restored"
"Enterobacteriaceae","Female","week 5",-0.265243793626924,0.793486397540712,-0.14990070080673,1,0.101325473939511,1,"not restored","not restored"
"Enterobacteriaceae","Female","week 10",-0.40477022187502,0.698860321253657,-0.792960265549819,0.87001174292071,-0.0851848941727498,0.932810608803741,"not restored","not restored"
"Enterobacteriaceae","Male","week 5",-1.95205485303253,0.12788075516008,-1.37634354074495,0.40135089441174,-1.10664175297417,0.40135089441174,"not restored","not restored"
"Enterobacteriaceae","Male","week 10",0.0898129421554649,0.93019458068871,-1.55927058445442,0.295578510836574,-0.2312845882097,0.821147111354561,"not restored","not restored"
"Enterococcaceae","Female","week 5",-1.23865121037008,0.273976331617895,0.869921941198845,0.782336154758408,1.81163918519019,0.239169993673354,"not restored","not restored"
"Enterococcaceae","Female","week 10",-1.72438321220702,0.125398444096917,0.202345987120829,1,0.747558194532714,1,"not restored","not restored"
"Enterococcaceae","Male","week 5",-1.64546594144718,0.124017444280536,0.607655544746314,1,0.310308441936991,1,"not restored","not restored"
"Enterococcaceae","Male","week 10",-0.634298648001934,0.543069711274249,-1.52097666849096,0.28292786289352,-1.29146009363812,0.28292786289352,"not restored","not restored"
"Erysipelatoclostridiaceae","Female","week 5",2.51115676773399,0.119043208708878,-0.487316300201995,1,1.00341246251602,1,"not restored","not restored"
"Erysipelatoclostridiaceae","Female","week 10",1.0754650557934,0.587640384576504,0.0917438192614286,1,0.950587494991054,1,"not restored","not restored"
"Erysipelatoclostridiaceae","Male","week 5",1.89478914449792,0.185250269078731,-1.69218932198285,0.230387568710934,-0.113674579880896,0.911266226126683,"not restored","not restored"
"Erysipelatoclostridiaceae","Male","week 10",1.00889817909101,0.679917297642246,-0.470755603571935,1,1.42260661212367,0.552336745910683,"not restored","not restored"
"Erysipelotrichaceae","Female","week 5",-4.18062946967446,0.00677544463077436,1.45890557981633,0.519072917650369,-0.144139993371371,0.887881062983031,"not restored","not restored"
"Erysipelotrichaceae","Female","week 10",0.25330318851655,0.807999902564613,-0.971132069213692,0.714475556195612,0.905645715661106,0.714475556195612,"not restored","not restored"
"Erysipelotrichaceae","Male","week 5",-0.227627350527662,0.822038114880714,-0.854296262389255,0.700643517220485,-0.964478021699332,0.700643517220485,"not restored","not restored"
"Erysipelotrichaceae","Male","week 10",0.882281767735803,0.397302495130514,-0.597160243564409,0.785415235464513,-0.889342470287034,0.785415235464513,"not restored","not restored"
"Hungateiclostridiaceae","Female","week 5",1.10080368282996,0.558086069378994,-0.207835444031935,1,0.823528244762455,1,"not restored","not restored"
"Hungateiclostridiaceae","Male","week 5",1.27183127649629,0.433613135549062,-1.47753646401776,0.241260101181314,-1.59212825591993,0.241260101181314,"not restored","not restored"
"Hungateiclostridiaceae","Male","week 10",0.983272795225221,0.712357506824398,-0.779495625594271,0.882160699623871,-0.349582991821172,0.882160699623871,"not restored","not restored"
"Hydrogenoanaerobacterium","Female","week 5",1.47925765421402,0.306497769051233,-0.946191448448748,0.702239046792299,-0.605162401852147,0.702239046792299,"not restored","not restored"
"Hydrogenoanaerobacterium","Female","week 10",0.722708121437671,0.954945011458764,-1.24316312101612,0.426978586593535,-1.26778260252802,0.426978586593535,"not restored","not restored"
"Hydrogenoanaerobacterium","Male","week 5",0.983272793626612,0.712357506331898,-1.22614402109023,0.503985675948891,-1.20454684424968,0.503985675948891,"not restored","not restored"
"Lachnospiraceae","Female","week 5",3.48101170934072,0.00459353767799138,0.750833701505604,0.664340854880436,1.01661752211673,0.664340854880436,"not restored","not restored"
"Lachnospiraceae","Female","week 10",0.0910558567957415,0.928300324117919,-0.272838287951626,0.90599527485278,-0.782510473119318,0.90599527485278,"not restored","not restored"
"Lachnospiraceae","Male","week 5",2.23294779708016,0.0987701738316378,2.46445033989873,0.0725572833600459,0.118894831168539,0.907686396222719,"not restored","not restored"
"Lachnospiraceae","Male","week 10",0.581271976059351,0.567004858164791,0.448970824033898,1,0.514239395578944,1,"not restored","not restored"
"Lactobacillaceae","Female","week 5",-3.83566541783576,0.00108222908664112,-0.939051738139293,0.731911076095262,-0.241082726048091,0.813495069528592,"not restored","not restored"
"Lactobacillaceae","Female","week 10",1.42939128528094,0.237206943658845,-2.98637597648266,0.0104108453726121,-1.59232444042451,0.120567716003313,"not restored","not restored"
"Lactobacillaceae","Male","week 5",-2.62525279629027,0.0552891405289699,-1.33138553323738,0.289224305887251,-1.57787239951307,0.289224305887251,"not restored","not restored"
"Lactobacillaceae","Male","week 10",0.198519906260337,0.84733220899861,-1.69389709028295,0.22944417283324,-1.33028876908577,0.22944417283324,"not restored","not restored"
"Marinifilaceae","Female","week 5",-0.647744402179109,0.535809695062324,0.050301746600494,0.960806530158472,-1.6087098676464,0.270870169575916,"not restored","not restored"
"Marinifilaceae","Female","week 10",-0.576125939500663,0.58051014278158,-1.41837303554575,0.33586414353386,-1.45671311815711,0.33586414353386,"not restored","not restored"
"Marinifilaceae","Male","week 5",-1.07609216800309,0.305539379016471,0.567417195037373,0.873009162950616,-0.800574049755239,0.873009162950616,"not restored","not restored"
"Marinifilaceae","Male","week 10",-1.67464584496276,0.124258782325409,0.0233935355207919,1,-0.273493569565025,1,"not restored","not restored"
"Mitochondria","Female","week 5",0.778532652463901,0.444548564994163,-3.72179489826379,0.00142629375549521,-1.56281840837703,0.12735636944505,"not restored","not restored"
"Mitochondria","Female","week 10",1.01815095645807,0.319741096837897,-3.48396435850352,0.00426250441292223,-0.338902431423661,0.736769966675576,"not restored","not restored"
"Mitochondria","Male","week 5",0.23506271695846,0.819006266086433,-0.822741549536336,0.857347351737862,0.615265893126123,0.857347351737862,"not restored","not restored"
"Mitochondria","Male","week 10",0.305873590047391,0.766703004902795,-2.86126595848469,0.0258760550511924,1.12224485605374,0.280247522045525,"not restored","not restored"
"Monoglobaceae","Female","week 5",-0.932628385683775,0.388040645932501,-1.97370906586868,0.150366152327602,-1.18986983506018,0.260122646596427,"not restored","not restored"
"Monoglobaceae","Female","week 10",-0.3720693497151,0.722169336882788,-1.73958830535548,0.238477387253345,0.212519985403861,0.836373268369249,"not restored","not restored"
"Monoglobaceae","Male","week 5",-1.04137542307142,0.30902845593668,-0.119636150340024,1,0.381857564809492,1,"not restored","not restored"
"Monoglobaceae","Male","week 10",0.410226764177186,0.68560716763978,-1.39432940614349,0.376898915770409,0.635297984863356,0.536655991310271,"not restored","not restored"
"Muribaculaceae","Female","week 5",-3.29230357923288,0.0167518991106789,8.42263388054315,0.000111781190039945,0.884856536964647,0.400642011097676,"restored","not restored"
"Muribaculaceae","Female","week 10",-0.459946595893388,0.660947398123479,1.38240179652605,0.391817023676496,0.0636701662490263,0.950435776909509,"not restored","not restored"
"Muribaculaceae","Male","week 5",-3.01259105054144,0.0137640798682027,4.36111185173068,0.00354374241685388,-0.165886827050166,0.870981359458571,"restored","not restored"
"Muribaculaceae","Male","week 10",-0.78527355988247,0.448997910864271,5.37611289525908,0.000356353128147296,2.08546062998074,0.0589504842153247,"not restored","not restored"
"Oscillospiraceae","Female","week 5",3.45531804660425,0.0219877259816789,-3.9681122896942,0.00459307993690806,-0.133791888385073,0.895983407746716,"restored","not restored"
"Oscillospiraceae","Female","week 10",0.589195276119465,0.562643830339522,-5.29182277266313,1.43577498520867e-05,-1.79593678755566,0.0813961321911349,"not restored","not restored"
"Oscillospiraceae","Male","week 5",2.33989048964831,0.0643165733272369,-1.51373329965515,0.140406584946852,3.61552949176275,0.00308113943469372,"not restored","not restored"
"Oscillospiraceae","Male","week 10",0.682317297463877,0.502221959907708,-4.32013589547498,0.00221779361886924,1.69911094687985,0.1141121413985,"not restored","not restored"
"Peptococcaceae","Female","week 5",4.24022718621727,0.0138520059051073,-3.07134405655003,0.0105828618663465,0.891988147015853,0.382665500819495,"restored","not restored"
"Peptococcaceae","Female","week 10",0.0906860731563091,0.928562658025379,-2.08773708490913,0.0887725647630363,-1.15243504128009,0.257180991825984,"not restored","not restored"
"Peptococcaceae","Male","week 5",2.96817296712138,0.0342620984862013,-0.379995837571697,0.71653131504023,1.31214893769828,0.455143695149246,"not restored","not restored"
"Peptococcaceae","Male","week 10",1.9368678584328,0.0988946257414074,-2.46571129038215,0.0629257653029644,0.281850617482238,0.783188681703241,"not restored","not restored"
"Peptostreptococcaceae","Female","week 5",6.08801167606187,7.94191678055204e-06,-7.12807154669665,1.79861782083516e-07,-4.75258600752188,6.09938804270745e-05,"restored","restored"
"Peptostreptococcaceae","Female","week 10",1.8301681957826,0.0808078842037838,-3.30090590805748,0.0155648507942638,-0.113263488500617,0.91192893418282,"not restored","not restored"
"Peptostreptococcaceae","Male","week 5",4.9303964022193,0.00114611287847134,-4.62883530065861,0.00116272131160699,-1.33949165201198,0.20407694975042,"restored","not restored"
"Peptostreptococcaceae","Male","week 10",-1.19377491935663,0.265077212205081,-1.80748425879795,0.188372878300525,1.4087410268463,0.188372878300525,"not restored","not restored"
"Rikenellaceae","Female","week 5",0.108848515436708,0.914349600240623,-7.15123722859024,5.75278006474822e-08,0.0170272807433278,0.986514381367514,"not restored","not restored"
"Rikenellaceae","Female","week 10",1.78612768993923,0.126331170578873,-7.82892228079258,1.32655506703815e-08,-0.385174867828008,0.702527689082081,"not restored","not restored"
"Rikenellaceae","Male","week 5",0.165274372131528,0.871771514639049,-2.34027401672766,0.073306737640997,0.587150024808511,0.567409779550053,"not restored","not restored"
"Rikenellaceae","Male","week 10",-0.510656598321567,0.623067570182373,-4.51700370612862,0.0010096480208189,1.48882420300802,0.158371262412997,"not restored","not restored"
"Ruminococcaceae","Female","week 5",1.95719813816676,0.0975528518007453,-5.75776376517525,0.00145793274411928,-0.399078254275502,0.701147927607899,"not restored","not restored"
"Ruminococcaceae","Female","week 10",1.0228277425481,0.317505541766011,-5.93959454426144,2.06322633575089e-06,-2.55922451248981,0.0151107049811802,"not restored","not restored"
"Ruminococcaceae","Male","week 5",0.777649236689068,0.45415537731638,-1.5376327162333,0.269054094116387,0.835845218502204,0.409497983768894,"not restored","not restored"
"Ruminococcaceae","Male","week 10",1.06387045364659,0.29929796079024,-4.28623108215631,0.00287588898353382,0.0162898779408135,0.987299443826595,"not restored","not restored"
"Saccharimonadaceae","Female","week 5",-0.748637029376497,0.479272080518015,2.10200186306402,0.264572027175797,0.157589805208481,0.880127594695261,"not restored","not restored"
"Saccharimonadaceae","Female","week 10",-0.884083548908819,0.403982861551535,-1.1420745485508,0.450921879144276,-1.23455470122432,0.450921879144276,"not restored","not restored"
"Saccharimonadaceae","Male","week 5",0.173914019512374,0.866099037489001,1.88294035984876,0.253686782627053,-0.497840139921983,0.834052463230847,"not restored","not restored"
"Saccharimonadaceae","Male","week 10",-1.99438427468239,0.0784658063128173,-0.0530944462105367,0.958509924287188,1.22872532563273,0.724755117738886,"not restored","not restored"
"Staphylococcaceae","Female","week 5",2.33213167048966,0.0597306871430105,-3.04099816763687,0.0230100185007836,-2.8190022474377,0.0230100185007836,"not restored","not restored"
"Staphylococcaceae","Female","week 10",0.994149249783586,0.692106702295752,-0.36327412911372,1,0.744819963993551,1,"not restored","not restored"
"Staphylococcaceae","Male","week 5",-0.63510325686732,0.539541838694575,-0.97390037137798,0.601857153119241,1.05043244460617,0.601857153119241,"not restored","not restored"
"Staphylococcaceae","Male","week 10",0.982680276695454,0.708703301661363,-1.21583795037664,0.507171277328986,-1.17672555141615,0.507171277328986,"not restored","not restored"
"Streptococcaceae","Female","week 5",1.34224507607068,0.240655539106186,-2.43182129764982,0.0692574988643364,-0.898573344390818,0.388162893823814,"not restored","not restored"
"Streptococcaceae","Female","week 10",0.604411617792463,0.561702047488778,-2.62619738418829,0.0467205043601362,-1.90351270889949,0.0788718265278425,"not restored","not restored"
"Streptococcaceae","Male","week 5",-0.773428187215045,0.44758451204923,-3.28074138731033,0.00481324087040718,-2.7707615690757,0.0090082513644786,"not restored","not restored"
"Streptococcaceae","Male","week 10",-0.67404412414157,0.507410912188634,-1.96202042167555,0.254273893181276,0.0736631661454124,0.942847886577262,"not restored","not restored"
"Sutterellaceae","Female","week 5",-0.728522372609471,0.580325437334506,7.46192616854303,0.00141129030501976,0.366410364978803,1,"not restored","not restored"
"Sutterellaceae","Female","week 10",-0.265793560726498,0.798766702627994,4.98605578599125,5.37225371340079e-05,-0.159844537780537,1,"not restored","not restored"
"Sutterellaceae","Male","week 5",0.0343229106834848,0.973303406410484,1.76904081771832,0.294911665299002,0.296132853569473,0.77129660523636,"not restored","not restored"
"Sutterellaceae","Male","week 10",-2.14639949080296,0.121719312904229,6.84158965676808,9.49882786330577e-05,0.370206547823015,1,"not restored","not restored"
"Tannerellaceae","Female","week 5",-2.79076977671192,0.0217079248651887,-2.43074497956425,0.0689162562006302,-0.884855349521933,0.393758154365503,"not restored","not restored"
"Tannerellaceae","Female","week 10",-3.46191378230397,0.00300148074923812,-0.859763120192327,0.83606817658745,-0.62390929403076,0.83606817658745,"not restored","not restored"
"Tannerellaceae","Male","week 5",-8.93042582220368,1.25447083914858e-05,-3.36619725627433,0.0111979630854971,-2.00802927356627,0.0670940127415506,"not restored","not restored"
"Tannerellaceae","Male","week 10",-1.46004372899966,0.182878070381153,-2.12390077269193,0.119869565236052,1.2846367183316,0.225619684606955,"not restored","not restored"
"UCG-010","Female","week 5",1.40493863864881,0.199220508547968,-1.14080009286437,0.436634324392977,-1.29860435758678,0.436634324392977,"not restored","not restored"
"UCG-010","Female","week 10",1.76946698661722,0.241923984127037,-1.31164833662066,0.437068869182749,-0.78902964121435,0.446593696626701,"not restored","not restored"
"UCG-010","Male","week 5",1.04322786987013,0.320734114364019,-0.168790835567485,0.868926223615652,-0.832126647741456,0.842730413283784,"not restored","not restored"
"UCG-010","Male","week 10",-0.922338010882959,0.383774511080065,-0.620072169936287,1,0.683297410755474,1,"not restored","not restored"
"Xanthobacteraceae","Male","week 10",0.98327279521404,1,-1.22614288220272,1,-1.20454578400334,1,"not restored","not restored"
"[Clostridium] methylpentosum group","Female","week 5",1.13887176297742,0.568530533233293,-2.37938500021089,0.104541569844831,-2.08142929019254,0.104541569844831,"not restored","not restored"
"[Clostridium] methylpentosum group","Female","week 10",1.14505323888549,0.562839633249369,-1.68725381971437,0.298680583045362,-0.532356009181115,0.605771295266778,"not restored","not restored"
"[Clostridium] methylpentosum group","Male","week 5",-1.36530172509132,0.319573382869456,-1.34363835939547,0.405741097323146,-0.870943311677314,0.405741097323146,"not restored","not restored"
"[Clostridium] methylpentosum group","Male","week 10",0.00247808205710054,0.998066709728785,-1.30675947595327,0.429535878328908,-0.281702824880694,0.782706271970975,"not restored","not restored"
"[Eubacterium] coprostanoligenes group","Female","week 5",1.35527219063139,0.43319615319987,-1.07714159268313,0.617503781517009,-0.677789882517858,0.617503781517009,"not restored","not restored"
"[Eubacterium] coprostanoligenes group","Female","week 10",0.260040634068555,0.802711802525912,-1.72485507997145,0.220309138340638,-0.453942282465541,0.657752473023417,"not restored","not restored"
"[Eubacterium] coprostanoligenes group","Male","week 5",0.61859968039384,0.894458287862739,-0.88849056539573,0.786015704995225,0.245249409897761,0.810494001071282,"not restored","not restored"
"[Eubacterium] coprostanoligenes group","Male","week 10",2.02404814346362,0.176888291089503,-1.85968616630607,0.178600061533123,1.10394080614745,0.291643579047013,"not restored","not restored"
