"genus","sex","timepoint","statistic_diet","p.adj_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","restoration_FOSGOS","restoration_1472"
"Lactobacillus","Male","week 10",-2.68110051720951,0.0489301829053576,1.76621818918398,0.302047034693301,-0.330592337707746,0.746108041723648,"not restored","not restored"
"Ligilactobacillus","Female","week 5",-2.16026297299001,0.0910635245835983,-1.50341878994415,0.315972343799863,-0.356723617045453,0.727344435263956,"not restored","not restored"
"Ligilactobacillus","Female","week 10",1.38560837815902,0.359508409462096,-2.44969258819178,0.0392056589828575,-1.55441950151457,0.129344591030385,"not restored","not restored"
"Ligilactobacillus","Male","week 5",-2.17315420357895,0.0847774071094544,-2.96942119009833,0.0333334276595307,-1.54207173661655,0.155709737913974,"not restored","not restored"
"Ligilactobacillus","Male","week 10",1.11848141059303,0.586948154087863,-1.96827957448037,0.146228138851202,-1.30459673937484,0.217307673918011,"not restored","not restored"
"Limosilactobacillus","Female","week 5",-1.86381354758904,0.177029209771692,2.32476157706639,0.160914014236985,0.882647940274184,0.809785997593061,"not restored","not restored"
"Limosilactobacillus","Female","week 10",0.126706242737757,0.903381425701818,-2.5550797073443,0.0462530550308731,-1.61864937943537,0.116059478126619,"not restored","not restored"
"Limosilactobacillus","Male","week 5",-2.5817628399727,0.0303971366259751,3.29660336406609,0.0171387777482049,-0.273714849540488,1,"restored","not restored"
"Limosilactobacillus","Male","week 10",-2.29777032352667,0.0999232897590948,1.78711577294027,0.274421238582669,-2.30505429082457e-16,1,"not restored","not restored"
"Marvinbryantia","Female","week 5",1.77091402133439,0.267694695754789,-0.116368299819481,1,-0.543035216787383,1,"not restored","not restored"
"Marvinbryantia","Female","week 10",-0.793774288966237,0.451979317061074,-2.27251778860396,0.0865355059139899,-0.346200920787412,0.735188655275276,"not restored","not restored"
"Marvinbryantia","Male","week 5",-0.148428428445157,0.884748359341155,-2.05521451300003,0.122704775285087,-1.87932910441823,0.122704775285087,"not restored","not restored"
"Marvinbryantia","Male","week 10",1.20326160620493,0.272146322143822,-2.20154481346886,0.100136165230827,0.638444089916009,0.535832759195966,"not restored","not restored"
"Merdibacter","Male","week 10",0.983272795221785,0.652954032365121,-0.146139503481461,1,1.16756544380057,0.792142857091577,"not restored","not restored"
"Monoglobus","Female","week 5",-0.932628385683775,0.38804064593246,-1.97370906586868,0.150366152327602,-1.18986983506018,0.260122646596427,"not restored","not restored"
"Monoglobus","Female","week 10",-0.372069349711462,0.72216933688106,-1.73958830540456,0.238477387266845,0.212519985425754,0.836373268346195,"not restored","not restored"
"Monoglobus","Male","week 5",-1.04137542306905,0.309028455643037,-0.119636150340024,1,0.381857564809492,1,"not restored","not restored"
"Monoglobus","Male","week 10",0.410226764177186,0.68560716763978,-1.39432940614349,0.376898915770505,0.635297984863356,0.536655991310286,"not restored","not restored"
"Mucispirillum","Female","week 5",0.0207121522848577,0.9840371280255,-1.11495012855706,0.605974181025079,-0.905789204556768,0.605974181025079,"not restored","not restored"
"Mucispirillum","Female","week 10",1.13201434723401,0.542457857492978,-1.77014476388,0.173548065151844,-0.978063822600802,0.336719340260385,"not restored","not restored"
"Mucispirillum","Male","week 5",1.95460891825529,0.128343081075308,1.00296396407969,0.927182967738943,-0.402287590224027,0.927182967738943,"not restored","not restored"
"Mucispirillum","Male","week 10",-0.706009498342737,0.488544616048735,-1.50138972929697,0.330449268831419,-1.49097954880696,0.330449268831419,"not restored","not restored"
"Muribaculum","Female","week 5",-1.23336360387605,0.260085477106445,3.34638823377071,0.0231215034023565,0,1,"not restored","not restored"
"Muribaculum","Female","week 10",-1.3444805261163,0.276658129652791,7.28784942395009,5.80629557129188e-08,-8.68472296244486e-16,1,"not restored","not restored"
"Muribaculum","Male","week 5",0.507346828777707,1,3.24304813497353,0.0206850108554386,-0.465519139091331,1,"not restored","not restored"
"Muribaculum","Male","week 10",-1.09745377791292,0.300053929700049,4.86290765853285,0.000842387140644457,0,1,"not restored","not restored"
"NK4A214 group","Female","week 5",3.59607339180916,0.00384555262047541,-2.18272654730142,0.0627280161385992,-2.26702009690495,0.0627280161385992,"not restored","not restored"
"NK4A214 group","Female","week 10",1.12592035100003,0.608135647865506,-0.433757441800159,1,-0.156572672607917,1,"not restored","not restored"
"NK4A214 group","Male","week 5",1.13078373515424,0.540646521428688,0.630487072361057,0.927879481800455,-0.756210733003649,0.927879481800455,"not restored","not restored"
"NK4A214 group","Male","week 10",2.23781983826845,0.107493590160517,-1.20236185206438,0.502544690788347,-0.311934710170024,0.760102275056133,"not restored","not restored"
"Negativibacillus","Female","week 5",2.06241877647786,0.106854391137836,-2.14524126302146,0.0783249412816305,-0.262768996187247,0.794314398161379,"not restored","not restored"
"Negativibacillus","Male","week 5",3.3572181737465,0.00569470505496529,-3.07041986454214,0.0398971386490231,-0.117702951261928,0.908693670028025,"restored","not restored"
"Odoribacter","Female","week 5",-0.64774440217942,0.535809695061833,0.050301746600494,0.960806530158589,-1.6087098676464,0.27087016957973,"not restored","not restored"
"Odoribacter","Female","week 10",-0.576125939500663,0.58051014278158,-1.41837303554575,0.33586414353386,-1.45671311815711,0.33586414353386,"not restored","not restored"
"Odoribacter","Male","week 5",-1.07609216800309,0.305539379016471,0.567417195027486,0.873009162580754,-0.800574049744797,0.873009162580754,"not restored","not restored"
"Odoribacter","Male","week 10",-1.67464584496276,0.124258782325409,0.0233935355207919,1,-0.273493569565025,1,"not restored","not restored"
"Oscillibacter","Female","week 5",2.63754270393763,0.0551962917532519,-1.32007646304846,0.429971665264135,0.0560892671269757,0.9563173263199,"not restored","not restored"
"Oscillibacter","Female","week 10",-0.211486821922195,0.834598962315398,-2.77065656991818,0.0194745830760803,-1.01741089746412,0.319717512528572,"not restored","not restored"
"Oscillibacter","Male","week 5",1.81283044348841,0.218956326783246,0.160108488233682,0.876612124980264,0.919005169068758,0.762893433298116,"not restored","not restored"
"Oscillibacter","Male","week 10",1.30172258143347,0.241292758888489,-2.44809190387713,0.023324611481881,2.66635545100494,0.023324611481881,"not restored","not restored"
"Oscillospira","Female","week 5",-0.896397685122838,0.456046031750569,0.0849816651097784,1,0.309585823445066,1,"not restored","not restored"
"Oscillospira","Female","week 10",-0.896397685131281,0.456046031719951,0.0849816651158485,1,0.309585823469563,1,"not restored","not restored"
"Paludicola","Female","week 5",1.39978551869869,0.351043069275956,-1.1744292579532,0.496767072615601,0.371997256621363,0.712203439023604,"not restored","not restored"
"Paludicola","Female","week 10",0.804212855847779,0.886743937746296,-1.07125357784377,0.615771916751003,0.789581435048456,0.615771916751003,"not restored","not restored"
"Paludicola","Male","week 5",1.14643349688034,0.528152893929254,-0.946048041768579,0.456909703711921,-1.39446717721213,0.456909703711921,"not restored","not restored"
"Paludicola","Male","week 10",-0.655350703057986,0.534237492880168,-0.53729449051941,0.922670176365675,1.54891801500105,0.391981558631715,"not restored","not restored"
"Parabacteroides","Female","week 5",0.716182952626422,0.494525213627837,-2.91396087980999,0.028956535979944,-0.266064148104154,0.794786591312849,"not restored","not restored"
"Parabacteroides","Female","week 10",-0.155281681858556,0.881437369880666,-1.74071228611857,0.260896343603196,-0.277393954919695,0.78946505497737,"not restored","not restored"
"Parabacteroides","Male","week 5",1.48597886063343,0.152289808197394,-4.69243207394349,0.00180995986346946,-2.14307482485096,0.0571034233494785,"not restored","not restored"
"Parabacteroides","Male","week 10",1.31510096831574,0.220249088768743,-3.74542862678626,0.00634208887840096,-1.90318422285505,0.082002357277499,"not restored","not restored"
"Parasutterella","Female","week 5",-0.728522372609132,0.580325436736632,7.4619213818737,0.00141133128571119,0.36641080668041,1,"not restored","not restored"
"Parasutterella","Female","week 10",-0.265827287594329,0.79874148323748,4.98605578599125,5.37225371340079e-05,-0.159844537780537,1,"not restored","not restored"
"Parasutterella","Male","week 5",0.0343229106833662,0.973303406410565,1.76904081773017,0.294911665293036,0.296132853572881,0.771296605233965,"not restored","not restored"
"Parasutterella","Male","week 10",-2.14639949080296,0.121719312905335,6.84158965676808,9.49882786330577e-05,0.370206547823015,1,"not restored","not restored"
"Parvibacter","Male","week 5",2.16124131321489,0.111720563223972,3.31399553483973,0.018103026216425,-1.21332933040205,0.265998612572625,"not restored","not restored"
"Parvibacter","Male","week 10",-0.391535160234652,0.704050401779067,0.117344600211222,0.908393779458524,-0.980680684262607,0.689348857985837,"not restored","not restored"
"Peptococcus","Female","week 5",3.18888083552954,0.0382499814406049,-5.24204962851068,0.00172604265733175,-0.0372165300531396,0.971180053347388,"restored","not restored"
"Peptococcus","Female","week 10",1.00612553439945,0.39883423038301,-6.04375553095388,1.51145061494476e-06,-1.29994562884278,0.202363851408896,"not restored","not restored"
"Peptococcus","Male","week 5",2.5753817832641,0.0345201267293487,-1.64712702949685,0.201407731608713,1.75250746644799,0.201407731608713,"not restored","not restored"
"Peptococcus","Male","week 10",1.84586672362557,0.1130371631234,-4.61863013331454,0.00137245941227672,0.00922364965630178,0.992795139812413,"not restored","not restored"
"Rikenella","Female","week 5",-1.40548625542683,0.198536533882257,-3.32916490227938,0.0212647216194578,-1.51723246891744,0.164803300576819,"not restored","not restored"
"Rikenella","Female","week 10",2.61060096554761,0.0863711414275292,-3.80878575691173,0.00550302625516722,-1.15396520647544,0.271789228081514,"not restored","not restored"
"Rikenella","Male","week 5",-2.18682992438466,0.0399428055288399,-1.3399565182371,0.412792742101643,0.223062579994671,0.827176786877362,"not restored","not restored"
"Rikenella","Male","week 10",-0.817585001936198,0.438266818019463,-3.26568047977122,0.0160177866126843,1.48546476928398,0.165211917026776,"not restored","not restored"
"Rikenellaceae RC9 gut group","Female","week 5",0.5457914936549,0.607359126171477,-6.80122435275908,5.07381308540237e-07,1.60340776654525,0.121856392783334,"not restored","not restored"
"Rikenellaceae RC9 gut group","Female","week 10",0.0423549685473386,0.967316516652519,-1.74156697193427,0.215856128839399,1.07606641086773,0.303720405617213,"not restored","not restored"
"Rikenellaceae RC9 gut group","Male","week 5",1.01593558686448,0.338324893517801,-2.41880717379357,0.0421472646488112,-0.411443385211544,0.683329598375268,"not restored","not restored"
"Rikenellaceae RC9 gut group","Male","week 10",-2.07314089564749,0.0676688277006604,-5.29512090084431,0.000237111204988929,-0.287055791252261,0.778172833838018,"not restored","not restored"
"Romboutsia","Female","week 5",6.08746773895018,7.95195190978859e-06,-7.12897801887513,1.7957447210375e-07,-4.75354924516246,6.08358194226633e-05,"restored","restored"
"Romboutsia","Female","week 10",1.83242816715071,0.0804591421570782,-3.30007350469269,0.0155840361308252,-0.11260791350109,0.912436098055891,"not restored","not restored"
"Romboutsia","Male","week 5",4.9303964022193,0.00114611287847134,-4.62883530065861,0.00116272131160699,-1.33949165201198,0.20407694975042,"restored","not restored"
"Romboutsia","Male","week 10",-1.19340686214595,0.265216814137001,-1.80878205060334,0.18795122131481,1.40734455627246,0.18795122131481,"not restored","not restored"
"Roseburia","Female","week 5",2.3646758246886,0.0689122779413095,-2.25192899071257,0.0562515873003705,2.90989868362997,0.0362205539664896,"not restored","not restored"
"Roseburia","Female","week 10",0.00465448372616734,0.99632959378065,-3.34951527963404,0.00642947909230328,0.457843685409196,0.65012532204465,"not restored","not restored"
"Roseburia","Male","week 5",1.32791879625586,0.42870487742193,0.490166736605357,1,-0.0537786763940556,1,"not restored","not restored"
"Roseburia","Male","week 10",-0.0483183729856691,0.962386112978629,-2.57120695333625,0.0509884110849615,0.940396478133372,0.365787734752221,"not restored","not restored"
"Ruminiclostridium","Male","week 5",0.983272795213306,0.712357508229598,-1.22614288220566,0.503985900085305,-1.20454578400608,0.503985900085305,"not restored","not restored"
"Ruminiclostridium","Male","week 10",0.983272795225221,0.712357506824398,-1.03097804688346,0.619678412964474,-0.376145552037623,0.70915023300907,"not restored","not restored"
"Staphylococcus","Female","week 5",2.30499116971187,0.0631909774464869,-3.04712661876194,0.0225520668707126,-2.81253017083393,0.0225520668707126,"not restored","not restored"
"Staphylococcus","Female","week 10",0.994149249783586,0.692106702295426,-0.36327412911372,1,0.744819963993551,1,"not restored","not restored"
"Staphylococcus","Male","week 5",-0.373616630703489,0.716390092654768,-0.97390037137798,0.601857153119241,1.05043244460617,0.601857153119241,"not restored","not restored"
"Staphylococcus","Male","week 10",0.984712371482574,0.706583342560459,-1.21524589483433,0.507364242026477,-1.17496261404595,0.507364242026477,"not restored","not restored"
"Streptococcus","Female","week 5",1.34224507607068,0.240655539106186,-2.43182129764982,0.069257498864314,-0.898573344390818,0.388162893823814,"not restored","not restored"
"Streptococcus","Female","week 10",0.604411617792463,0.561702047488778,-2.62619738418829,0.0467205034916385,-1.90351270889949,0.0788718263303536,"not restored","not restored"
"Streptococcus","Male","week 5",-0.773428187215045,0.447584512047901,-3.28074138731033,0.00481324087040718,-2.7707615690757,0.0090082513644786,"not restored","not restored"
"Streptococcus","Male","week 10",-0.674044435942518,0.507410718347736,-1.96202042170888,0.254273892686132,0.0736631661238358,0.942847886585851,"not restored","not restored"
"Turicibacter","Female","week 5",-2.3107439633448,0.0767762097734241,-0.398431970539356,1,0.546261123193974,1,"not restored","not restored"
"Turicibacter","Female","week 10",-0.493406081115592,0.635073576028117,-0.919955041364425,0.723746988989357,1.15200529083167,0.723746988989357,"not restored","not restored"
"Turicibacter","Male","week 5",-1.85462920244822,0.0858055392406033,1.0385463405707,0.919036462077981,0.565506107280751,1,"not restored","not restored"
"Turicibacter","Male","week 10",-1.24607430279868,0.240904332105962,0.0776669088286874,1,1.30189409093933,0.648195086174282,"not restored","not restored"
"Tuzzerella","Female","week 5",2.94333855163905,0.0164529156171201,-4.92746688551487,7.16927775094268e-05,0.386770109271494,0.70181623797751,"restored","not restored"
"Tuzzerella","Female","week 10",0.437112620050445,0.66684055841221,-6.2230812094832,8.85478252818139e-07,-2.39724761521909,0.0221590950948054,"not restored","not restored"
"Tuzzerella","Male","week 5",0.578371834343819,0.578884028735206,-1.65982195124312,0.259293151952642,1.34685025939827,0.259293151952642,"not restored","not restored"
"Tuzzerella","Male","week 10",2.61942245271183,0.0393607269094929,-3.30581178908815,0.0126781039577465,0.683068170973396,0.507136275599817,"restored","not restored"
"UBA1819","Female","week 5",0.200282135239787,0.846868527571534,-2.84293645575248,0.0378752985702917,0.826031261044389,0.427977842094917,"not restored","not restored"
"UBA1819","Female","week 10",0.327952132636577,0.753860623155399,-3.50321887989755,0.00964352319548007,-0.71699254463453,0.487839757841798,"not restored","not restored"
"UBA1819","Male","week 5",-0.180558396217844,0.860435992273701,-1.56477237350484,0.309384771302619,0.0555902641589287,0.956904880154419,"not restored","not restored"
"UBA1819","Male","week 10",1.89357964524425,0.101572296894837,-3.76963139438777,0.00555836327478108,0.349397378373039,0.732801914738554,"not restored","not restored"
"UCG-003","Female","week 5",-0.415278816220744,0.691432794481718,0.986627193533718,1,0.411672637782787,1,"not restored","not restored"
"UCG-003","Female","week 10",-0.466973883604943,0.655091633917997,-2.10100449280283,0.118311864464922,0.964168289463638,0.354856698381719,"not restored","not restored"
"UCG-003","Male","week 5",-1.86577801294046,0.0754628690789475,1.73261132595756,0.312060257656773,0.544153523735175,1,"not restored","not restored"
"UCG-003","Male","week 10",-2.57153453733354,0.0519086435012826,-1.01976254289016,0.32977252074496,2.09016346800835,0.17472085637523,"not restored","not restored"
"UCG-005","Female","week 5",3.51026012247436,0.00394974606784863,-2.63987633184453,0.066892238844486,-0.996736205700334,0.349546523626419,"not restored","not restored"
"UCG-005","Female","week 10",0.572449752918366,0.57282155020822,-2.06914443994199,0.0955120597370904,-1.17251222694955,0.251553006814625,"not restored","not restored"
"UCG-005","Male","week 5",1.47320028672284,0.309783049658175,0.369795946057709,1,-0.0700229269079209,1,"not restored","not restored"
"UCG-005","Male","week 10",0.94434806764737,0.711928412886955,-1.64847372250404,0.216934055041978,0.462361761420532,0.646767262569739,"not restored","not restored"
"UCG-009","Female","week 5",3.1993380497557,0.0367812944541555,-3.39016381724613,0.0113150092836211,-0.103650374296139,0.919228258867124,"restored","not restored"
"UCG-009","Female","week 10",0.250745895639212,0.811737374817422,-3.69283287431012,0.0105234750564972,0.673709371358959,0.515219634492933,"not restored","not restored"
"UCG-009","Male","week 5",2.93181796124284,0.053911884336864,-1.79212312005405,0.210860421575928,1.13928841234836,0.280329075051261,"not restored","not restored"
"UCG-009","Male","week 10",0.715870549052826,0.495907901927143,-3.59992179076917,0.00826765908298408,0.791797233692984,0.444589123306158,"not restored","not restored"
"[Eubacterium] brachy group","Female","week 5",-0.763429949907919,0.472886737967192,-0.08847395904755,0.931181913956338,1.70743951928618,0.350476492312628,"not restored","not restored"
"[Eubacterium] brachy group","Female","week 10",-1.10907918715475,0.280105569548814,-1.85742747267412,0.180574744147947,-0.638408666741233,0.536080341745805,"not restored","not restored"
"[Eubacterium] brachy group","Male","week 5",0.381493743050891,0.70955975128724,0.331447214505281,1,0.234172577222012,1,"not restored","not restored"
"[Eubacterium] brachy group","Male","week 10",0.896281338592207,0.380484202353257,-2.83760447703413,0.0301233866321494,0.386402625064054,0.705704811130756,"not restored","not restored"
"[Eubacterium] nodatum group","Female","week 5",2.01504029275617,0.112562266345477,-1.09602875662847,0.622584459928362,-0.276371229237986,0.789615333937118,"not restored","not restored"
"[Eubacterium] nodatum group","Female","week 10",1.47983253493044,0.30619307914685,-0.283723865060825,1,1.18950201304399,0.785049481062426,"not restored","not restored"
"[Eubacterium] nodatum group","Male","week 10",1.14643349688522,0.528152894237069,0.0904095361498588,1,4.26687062236462,0.00044923847358001,"not restored","not restored"
"[Eubacterium] oxidoreducens group","Female","week 5",-0.896397685112729,0.456046031734964,0.666755516036878,1,1.60204609768412,0.632846126910385,"not restored","not restored"
"[Eubacterium] oxidoreducens group","Male","week 10",0.286358171646835,0.951654417792572,-1.06199002450089,0.630035567180334,-0.444567060745812,0.666065201475348,"not restored","not restored"
"[Eubacterium] xylanophilum group","Female","week 5",-0.896397685112345,0.456046031719011,0,1,0.979725155260386,1,"not restored","not restored"
"[Eubacterium] xylanophilum group","Female","week 10",1.15455394734307,0.570450226660832,-1.2986749634595,0.447970443157126,-1.23599524009333,0.447970443157126,"not restored","not restored"
