"genus","sex","timepoint","statistic_diet","p.adj_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","restoration_FOSGOS","restoration_1472"
"Enterococcus","Male","week 10",-0.63429864800341,0.543069715665179,-1.52097666848013,0.282927785012651,-1.29146009365117,0.282927785012651,"not restored","not restored"
"Enterorhabdus","Female","week 5",3.83403669153888,0.00192562441810483,-2.20420592129762,0.0974948399516817,-0.743925722106195,0.471252976280369,"not restored","not restored"
"Enterorhabdus","Female","week 10",1.08081884367734,0.317941961807627,-1.96058320599267,0.156478275968666,-0.109595703342785,0.914692570928435,"not restored","not restored"
"Enterorhabdus","Male","week 5",2.01523413272818,0.151208444899861,-2.21406247272732,0.049364185099039,-2.78240855141337,0.0349894591783352,"not restored","not restored"
"Enterorhabdus","Male","week 10",0.323338432057611,0.753131768372326,-1.89725695377001,0.164555903945996,0.145866426076399,0.88637272890836,"not restored","not restored"
"Erysipelatoclostridium","Female","week 5",2.51115676773399,0.119043208708878,-0.487316300201995,1,1.00341246251602,1,"not restored","not restored"
"Erysipelatoclostridium","Female","week 10",1.0754650557934,0.587640384576465,0.0917438192614286,1,0.950587494991054,1,"not restored","not restored"
"Erysipelatoclostridium","Male","week 5",1.89478914453631,0.185250269153053,-1.69218932198285,0.230387568710934,-0.113674579880896,0.911266226126683,"not restored","not restored"
"Erysipelatoclostridium","Male","week 10",1.00889817909101,0.679917297642246,-0.477203689708752,1,1.42406202120908,0.551197749670168,"not restored","not restored"
"Escherichia-Shigella","Female","week 5",-0.265243793626924,0.793486397540712,-0.14990070080673,1,0.101325473939511,1,"not restored","not restored"
"Escherichia-Shigella","Female","week 10",-0.40477022188136,0.698860321246659,-0.792960265549819,0.87001174292071,-0.0851848941727498,0.932810608803741,"not restored","not restored"
"Escherichia-Shigella","Male","week 5",-1.95205485303253,0.12788075516008,-1.37634354074495,0.401350883675316,-1.10664175297417,0.401350883675316,"not restored","not restored"
"Escherichia-Shigella","Male","week 10",0.0898129421554649,0.93019458068871,-1.55927058445442,0.295578510836575,-0.2312845882097,0.821147111354561,"not restored","not restored"
"Faecalibaculum","Female","week 5",-3.69265183281756,0.0105708507746224,1.18084853984724,0.526791916492484,-0.126018458007457,0.901945982374704,"not restored","not restored"
"Faecalibaculum","Female","week 10",0.102518973693437,0.919282523603568,-0.795557540862116,0.857687309055871,0.823737447458445,0.857687309055871,"not restored","not restored"
"Faecalibaculum","Male","week 5",0.892244975397458,0.38191741837078,-1.5869116374015,0.275245611703873,-0.896092702305394,0.386167013338666,"not restored","not restored"
"Faecalibaculum","Male","week 10",0.912730677305017,0.381766119590243,-1.74227355644908,0.214406540256094,-0.953640355228367,0.358642146376276,"not restored","not restored"
"Family XIII AD3011 group","Female","week 5",3.55299428665608,0.0140625393736723,-3.54327639834198,0.00879758159234435,-1.81771211830671,0.0940784782519645,"restored","not restored"
"Family XIII AD3011 group","Female","week 10",2.12981045131122,0.140087196715295,-1.95122989699495,0.153050163271504,-0.426401433075931,0.677749053167361,"not restored","not restored"
"Family XIII AD3011 group","Male","week 5",2.59047163475169,0.0622456794008701,-3.15542165580428,0.0164580227885951,-2.691826996277,0.0190483544349705,"not restored","not restored"
"Family XIII AD3011 group","Male","week 10",-0.552135664203996,0.605188770547169,-2.39282527391767,0.0447758587613558,0.926571621375845,0.360679834173518,"not restored","not restored"
"Family XIII UCG-001","Female","week 5",-0.499696336557568,0.631542918233858,0.244668945702955,1,0.718589517539892,1,"not restored","not restored"
"Family XIII UCG-001","Female","week 10",1.53884040472522,0.324060190605508,-1.35778571616467,0.41101355437649,-0.680842832860405,0.511062887469044,"not restored","not restored"
"Family XIII UCG-001","Male","week 10",-0.987248640096629,0.405290491686652,0.500827833627315,1,1.65021888502966,0.299643142349097,"not restored","not restored"
"Fournierella","Female","week 5",-0.108223424726633,0.917387998893739,-1.32888242760291,0.372648652204097,-1.29452306341889,0.372648652204097,"not restored","not restored"
"Fournierella","Female","week 10",0.664228144097829,0.797781196556611,-1.88673418760455,0.284124163225997,-0.593707055307788,0.565649490600073,"not restored","not restored"
"Fournierella","Male","week 5",0.983272793648611,0.712357506410409,-1.2261440210861,0.503985675724745,-1.20454684424584,0.503985675724745,"not restored","not restored"
"Fournierella","Male","week 10",1.50350098856923,0.345359461556219,-2.57850239450734,0.050785882165041,-2.14845049857981,0.0537569244145282,"not restored","not restored"
"GCA-900066575","Female","week 5",0.608065326791456,0.56396602199152,-3.32390084612509,0.0304763229603244,-1.55310759864149,0.164822626374205,"not restored","not restored"
"GCA-900066575","Female","week 10",1.48827951009336,0.152423714706869,-3.98775494847792,0.000670770383522966,-2.55263964278313,0.0153514544170999,"not restored","not restored"
"GCA-900066575","Male","week 5",1.56631253697993,0.211392336420187,0.512572806322229,0.619719996558275,1.20809160441294,0.505449866501196,"not restored","not restored"
"GCA-900066575","Male","week 10",1.08216053524623,0.319041182679333,-2.54119163643013,0.052834098479892,0.900162038350322,0.384650982449385,"not restored","not restored"
"HT002","Female","week 5",-1.85175375264747,0.195460694242191,3.05776041495174,0.0927008288047417,0.280373813446397,1,"not restored","not restored"
"HT002","Female","week 10",1.14211638152157,0.600399064880811,-2.62770306377397,0.0535870090562416,-2.39028083040797,0.0535870090562416,"not restored","not restored"
"HT002","Male","week 5",-2.15916556202469,0.0627747711523512,3.99744975020271,0.00097859305363842,0.0330219909758286,0.973850150731276,"not restored","not restored"
"HT002","Male","week 10",-2.3720006299233,0.0885702280507814,2.98965380830157,0.0291928062495563,-0.0119761124952616,1,"not restored","not restored"
"Harryflintia","Female","week 5",0.0773338788261833,0.939056969076571,-2.31905216699866,0.0530700121583347,-0.0561961454849754,0.955514501854968,"not restored","not restored"
"Harryflintia","Female","week 10",1.09596527252617,0.286656188469607,-3.65427333288061,0.0017229850047645,-1.6752764178381,0.103054758937956,"not restored","not restored"
"Harryflintia","Male","week 5",-0.409103241427879,0.686419312891963,-1.27142352960762,0.424423382772568,0.49765174575201,0.621938269598994,"not restored","not restored"
"Harryflintia","Male","week 10",-0.877724243192667,0.389857801146717,-2.701341078878,0.0329158215285778,2.13035414500793,0.0491789046057049,"not restored","not restored"
"Incertae Sedis","Female","week 5",-0.72638116546435,0.492185878298386,-1.63759649282406,0.264598682356049,0.418812635920348,0.684047109179055,"not restored","not restored"
"Incertae Sedis","Female","week 10",1.02557060755238,0.318239418687658,-4.65265134278605,9.64630424706369e-05,-2.36779662844686,0.0237239379708684,"not restored","not restored"
"Incertae Sedis","Male","week 5",-1.81996361927766,0.0976600738748655,1.54644222197715,0.336944024314413,0.85310953171557,0.41911538351369,"not restored","not restored"
"Incertae Sedis","Male","week 10",1.01098090871196,0.323349787853342,-3.83433286129215,0.00724501967820778,-0.420069419435876,0.683137899189164,"not restored","not restored"
"Intestinimonas","Female","week 5",3.68213043804032,0.0229181858132308,-3.42362663039627,0.0119468792206324,0.0697472590995688,0.945688499736293,"restored","not restored"
"Intestinimonas","Female","week 10",2.21566506691994,0.0379601573704894,-5.34081733938622,2.4793418180236e-05,-1.45722039864929,0.158511122906652,"restored","not restored"
"Intestinimonas","Male","week 5",2.68624989403607,0.0539560310914521,-2.18606280923473,0.125551194832494,1.34193530582643,0.213338054303369,"not restored","not restored"
"Intestinimonas","Male","week 10",1.89204993530843,0.0722106455268554,-5.1320780957192,0.000884282740105723,0.724820807479902,0.483592545464636,"not restored","not restored"
"Jeotgalicoccus","Female","week 5",1.10080368283121,0.570406557675104,-1.02534310154337,0.440296313403693,-1.32640266334622,0.440296313403693,"not restored","not restored"
"Jeotgalicoccus","Male","week 10",0.951852043065817,0.741763653258859,-1.22614402109684,0.503985676152594,-1.20454684425584,0.503985676152594,"not restored","not restored"
"Lachnoclostridium","Female","week 5",1.84222265120675,0.121991470963651,4.24141283236871,0.00590518694076626,0.0383858039087475,0.970127811781898,"not restored","not restored"
"Lachnoclostridium","Female","week 10",0.908259240338345,0.405239919817421,3.05663947609884,0.0311232969950705,-1.04458495290999,0.324340918144314,"not restored","not restored"
"Lachnoclostridium","Male","week 5",2.56527507073167,0.0695934450835719,3.26335037914619,0.0164908191656831,-0.0885835505671613,0.930588122702646,"not restored","not restored"
"Lachnoclostridium","Male","week 10",1.15478593003959,0.260943732566779,2.99034051106328,0.0300247629265616,-0.106019833949785,0.917051564150618,"not restored","not restored"
"Lachnospiraceae AC2044 group","Male","week 10",0.983272795227356,0.712357506849583,-1.22614288216903,0.503985900510292,-1.20454578397198,0.503985900510292,"not restored","not restored"
"Lachnospiraceae FCS020 group","Female","week 5",0.870295881835638,0.416724498524635,-0.535120673010053,1,-0.0596127887110868,1,"not restored","not restored"
"Lachnospiraceae FCS020 group","Female","week 10",1.75415057933205,0.0940724257799991,-1.09222684269527,0.284476848835897,-2.49717465792405,0.0386994629301737,"not restored","not restored"
"Lachnospiraceae FCS020 group","Male","week 5",1.5059462535743,0.185504185178669,2.45015688957251,0.0817668327811373,-0.328865640676864,0.746733144342144,"not restored","not restored"
"Lachnospiraceae FCS020 group","Male","week 10",2.0030767939268,0.118298835692954,-0.549125581037422,1,-0.112379081720606,1,"not restored","not restored"
"Lachnospiraceae NC2004 group","Female","week 5",1.10080368282996,0.558086069378994,-1.02534310154282,0.46997773371894,-1.32640266334639,0.46997773371894,"not restored","not restored"
"Lachnospiraceae NK4A136 group","Female","week 5",0.508586331460994,0.616928659545303,1.16462005981226,0.729235734474395,1.23173242203971,0.729235734474395,"not restored","not restored"
"Lachnospiraceae NK4A136 group","Female","week 10",-5.47359305743396,3.97194115546002e-05,0.705049190435748,0.989713700669456,1.86033295346652,0.265889929010459,"not restored","not restored"
"Lachnospiraceae NK4A136 group","Male","week 5",2.21437725224398,0.124663795989273,0.802415313802285,0.879850352620896,0.392742922889692,0.879850352620896,"not restored","not restored"
"Lachnospiraceae NK4A136 group","Male","week 10",-0.499017414963628,0.63067819099816,0.494731033216174,0.712948187691273,0.957414128430683,0.712948187691273,"not restored","not restored"
"Lachnospiraceae UCG-004","Female","week 5",-0.896397751151192,0.720569870386741,1.08997138264505,0.850172329399738,0.778984927322723,0.88275395196554,"not restored","not restored"
"Lachnospiraceae UCG-004","Female","week 10",-0.614139306657632,0.560819181856971,-1.11851874882644,0.545103547540805,-0.436766717722445,0.666383472003715,"not restored","not restored"
"Lachnospiraceae UCG-004","Male","week 5",0.98327279521599,0.712357507392204,-0.619360163684372,0.553167980564249,-1.09062732723792,0.553167980564249,"not restored","not restored"
"Lachnospiraceae UCG-004","Male","week 10",0.983272793646928,0.654148680105154,0.223194570269215,1,0.779321392332797,1,"not restored","not restored"
"Lachnospiraceae UCG-006","Female","week 5",0.770897306378914,0.464725048914821,2.59698703110882,0.0806106850108809,0.588778447999684,1,"not restored","not restored"
"Lachnospiraceae UCG-006","Female","week 10",-0.814636601510607,0.443636753504296,1.37129265383693,0.395244362177565,-0.520610595206121,0.612298300250874,"not restored","not restored"
"Lachnospiraceae UCG-006","Male","week 5",1.56509143175434,0.263689264622743,4.30832780762856,0.000398368559978843,-0.260234619215999,0.796256612239686,"not restored","not restored"
"Lachnospiraceae UCG-006","Male","week 10",2.62917917597895,0.0580949313144119,2.30669847264308,0.11518762146671,-0.0999189024639412,1,"not restored","not restored"
"Lachnospiraceae UCG-010","Female","week 5",-0.652518808626931,0.53454394620921,-0.826104000886837,0.431328698598453,-1.61107536639742,0.341061501881767,"not restored","not restored"
"Lachnospiraceae UCG-010","Female","week 10",-0.489911998656167,0.638711779677688,-2.82498934749208,0.0157246996119214,-3.20554366353266,0.00955951530764509,"not restored","not restored"
"Lachnospiraceae UCG-010","Male","week 10",-1.10965444662064,0.308210572066467,-0.603336057229668,1,0.999209388882086,1,"not restored","not restored"
"Lactobacillus","Female","week 5",-3.82634609312115,0.021556340827161,3.4808351154003,0.0223641400372352,0.84513088129695,0.839912648472638,"restored","not restored"
"Lactobacillus","Female","week 10",-0.00854048945424893,0.993275711005394,-1.31310696979264,0.436063494941234,0.456052174087912,0.657398155191033,"not restored","not restored"
"Lactobacillus","Male","week 5",-1.19559347453061,0.265181843533443,3.2986168983448,0.0134759852352565,-0.316598500805905,0.755405770025054,"not restored","not restored"
