"family","sex","timepoint","statistic_diet","p.adj_diet","conf.low_diet","conf.high_diet","R2_marginal_diet","R2_conditional_diet","effect_size_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","conf.low_treatment_FOSGOS","conf.high_treatment_FOSGOS","R2_marginal_treatment_FOSGOS","R2_conditional_treatment_FOSGOS","effect_size_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","conf.low_treatment_1472","conf.high_treatment_1472","R2_marginal_treatment_1472","R2_conditional_treatment_1472","effect_size_treatment_1472","restoration_FOSGOS","restoration_1472"
"Erysipelatoclostridiaceae","Male","week 5",1.89478914449792,0.185250269078731,-0.000871846377006011,0.00937652335987864,0.202989408501853,0.765213971761221,1.89478914449792,-1.69218932198285,0.230387568710934,-0.00869107087039271,0.00107038284390241,0.401097472354163,NA,-1.69218932198285,-0.113674579880896,0.911266226126683,-0.00514624904344383,0.00463272387135101,0.401097472354163,NA,-0.113674579880896,"not restored","not restored"
"Erysipelatoclostridiaceae","Male","week 10",1.00889817909101,0.679917297642246,-0.00026571432721456,0.000690853236036797,0.0573260636247367,NA,1.00889817909101,-0.470755603571935,1,-0.000705865808437019,0.000461905064509618,0.0865002005516784,0.36413721450957,-0.470755603571935,1.42260661212367,0.552336745910683,-0.000211260143141792,0.000968629732728109,0.0865002005516784,0.36413721450957,1.42260661212367,"not restored","not restored"
"Erysipelotrichaceae","Female","week 5",-4.18062946967446,0.00677544463077436,-0.0529296280169499,-0.0134083127172534,0.504955415381244,0.630241735271256,-4.18062946967446,1.45890557981633,0.519072917650369,-0.0038064715857737,0.0186793375226938,0.162002633477615,0.872421100081219,1.45890557981633,-0.144139993371371,0.887881062983031,-0.0116531143259512,0.0102132471247105,0.162002633477615,0.872421100081219,-0.144139993371371,"not restored","not restored"
"Erysipelotrichaceae","Female","week 10",0.25330318851655,0.807999902564613,-0.0364821899069808,0.045043896155783,0.00455282908993775,0.822238471144011,0.25330318851655,-0.971132069213692,0.714475556195612,-0.0543117698971018,0.0217400948275221,0.154495170836128,0.62428672563864,-0.971132069213692,0.905645715661106,0.714475556195612,-0.0216833903934534,0.0513153482555064,0.154495170836128,0.62428672563864,0.905645715661106,"not restored","not restored"
"Erysipelotrichaceae","Male","week 5",-0.227627350527662,0.822038114880714,-0.0162089894937984,0.0130027251771341,0.00224772810654416,NA,-0.227627350527662,-0.854296262389255,0.700643517220485,-0.0199021491761876,0.00855961901060987,0.0435055848600305,NA,-0.854296262389255,-0.964478021699332,0.700643517220485,-0.0208511957730958,0.00787114500240349,0.0435055848600305,NA,-0.964478021699332,"not restored","not restored"
"Erysipelotrichaceae","Male","week 10",0.882281767735803,0.397302495130514,-0.0225142985820734,0.0523732530281325,0.0803960595798651,NA,0.882281767735803,-0.597160243564409,0.785415235464513,-0.0410179510942341,0.0235435619796954,0.0323575863160785,0.468091684885967,-0.597160243564409,-0.889342470287034,0.785415235464513,-0.045453695349909,0.019274388386102,0.0323575863160785,0.468091684885967,-0.889342470287034,"not restored","not restored"
"Hungateiclostridiaceae","Female","week 5",1.10080368282996,0.558086069378994,-4.01603887277279e-06,1.34759845433961e-05,0.0537549792350568,NA,1.10080368282996,-0.207835444031935,1,-5.17569305360412e-05,4.27554776371413e-05,0.0732453411750972,NA,-0.207835444031935,0.823528244762455,1,-2.82181083853018e-05,6.26342055867769e-05,0.0732453411750972,NA,0.823528244762455,"not restored","not restored"
"Hungateiclostridiaceae","Female","week 10",NA,NA,NA,NA,NA,NA,NA,-7.50058295417424e-10,1,-1.2883938301063e-05,1.28839382912026e-05,0.0576319111677437,NA,-7.50058295417424e-10,1.04298854980451,0.890905905524883,-5.85188386400127e-06,1.91619592825416e-05,0.0576319111677437,NA,1.04298854980451,"not restored","not restored"
"Hungateiclostridiaceae","Male","week 5",1.27183127649629,0.433613135549062,-2.20229864680421e-05,9.17945120838925e-05,0.0680543494337688,NA,1.27183127649629,-1.47753646401776,0.241260101181314,-7.60535576832864e-05,1.20218871273852e-05,0.0818754502161838,NA,-1.47753646401776,-1.59212825591993,0.241260101181314,-7.9874020290549e-05,9.7021554266564e-06,0.0818754502161838,NA,-1.59212825591993,"not restored","not restored"
"Hungateiclostridiaceae","Male","week 10",0.983272795225221,0.712357506824398,-1.21856688836132e-05,2.99289064921796e-05,0.0425830313876214,NA,0.983272795225221,-0.779495625594271,0.882160699623871,-2.26683194040202e-05,1.0099699992273e-05,0.0169402601373239,NA,-0.779495625594271,-0.349582991821172,0.882160699623871,-1.95430305461582e-05,1.38067356395854e-05,0.0169402601373239,NA,-0.349582991821172,"not restored","not restored"
"Hydrogenoanaerobacterium","Female","week 5",1.47925765421402,0.306497769051233,-5.50589155857323e-06,3.2900513506638e-05,0.0868741287149371,NA,1.47925765421402,-0.946191448448748,0.702239046792299,-2.73471614821786e-05,9.99769490352646e-06,0.0289771080638171,NA,-0.946191448448748,-0.605162401852147,0.702239046792299,-2.42678917963838e-05,1.32131163689611e-05,0.0289771080638171,NA,-0.605162401852147,"not restored","not restored"
"Hydrogenoanaerobacterium","Female","week 10",0.722708121437671,0.954945011458764,-1.60687874933426e-05,3.32584626006822e-05,0.0222047534773119,NA,0.722708121437671,-1.24316312101612,0.426978586593535,-3.03672651473667e-05,7.31580506788528e-06,0.05483163462779,NA,-1.24316312101612,-1.26778260252802,0.426978586593535,-3.00013752666321e-05,6.94991518715063e-06,0.05483163462779,NA,-1.26778260252802,"not restored","not restored"
"Hydrogenoanaerobacterium","Male","week 5",0.983272793626612,0.712357506331898,-1.32581201527219e-05,3.2562926497936e-05,0.042583031476137,NA,0.983272793626612,-1.22614402109023,0.503985675948891,-2.75269783497711e-05,8.22217200455703e-06,0.0570242533568261,NA,-1.22614402109023,-1.20454684424968,0.503985675948891,-2.76342143578348e-05,8.32940801262078e-06,0.0570242533568261,NA,-1.20454684424968,"not restored","not restored"
"Hydrogenoanaerobacterium","Male","week 10",NA,NA,NA,NA,NA,NA,NA,1.36923959507816e-16,1,-1.7317307525775e-05,1.7317307525775e-05,0.112643534049639,NA,1.36923959507816e-16,1.83895535082874,0.224007584610987,-1.6796878294539e-06,3.36408277692648e-05,0.112643534049639,NA,1.83895535082874,"not restored","not restored"
"Lachnospiraceae","Female","week 5",3.48101170934072,0.00459353767799138,0.0463003676741842,0.184270941453148,0.389175109831531,NA,3.48101170934072,0.750833701505604,0.664340854880436,-0.0747019913347347,0.149672007224884,0.0357183884626469,0.43378010801576,0.750833701505604,1.01661752211673,0.664340854880436,-0.0600468418490042,0.162043452524063,0.0357183884626469,0.43378010801576,1.01661752211673,"not restored","not restored"
"Lachnospiraceae","Female","week 10",0.0910558567957415,0.928300324117919,-0.0638377639192554,0.0696887261744442,0.000458627773697485,NA,0.0910558567957415,-0.272838287951626,0.90599527485278,-0.106368363515268,0.0834953162237334,0.0302750160078612,NA,-0.272838287951626,-0.782510473119318,0.90599527485278,-0.122821307359883,0.0593199727991696,0.0302750160078612,NA,-0.782510473119318,"not restored","not restored"
"Lachnospiraceae","Male","week 5",2.23294779708016,0.0987701738316378,0.000240661591643862,0.147438972427778,0.356479909934341,NA,2.23294779708016,2.46445033989873,0.0725572833600459,0.00864013794752329,0.207537488464849,0.214318826797876,0.723308702599965,2.46445033989873,0.118894831168539,0.907686396222719,-0.0936463469881989,0.104221218966241,0.214318826797876,0.723308702599965,0.118894831168539,"not restored","not restored"
"Lachnospiraceae","Male","week 10",0.581271976059351,0.567004858164791,-0.0475834137384902,0.0846247113810565,0.0149869386434467,NA,0.581271976059351,0.448970824033898,1,-0.0602488500071372,0.0907665036570888,0.00894696504048054,0.380165759668262,0.448970824033898,0.514239395578944,1,-0.0582254966812797,0.093831536152506,0.00894696504048054,0.380165759668262,0.514239395578944,"not restored","not restored"
"Lactobacillaceae","Female","week 5",-3.83566541783576,0.00108222908664112,-0.186631643813446,-0.0549711075657769,0.413598702604906,NA,-3.83566541783576,-0.939051738139293,0.731911076095262,-0.101196860290841,0.0401696711309611,0.154925885616921,NA,-0.939051738139293,-0.241082726048091,0.813495069528592,-0.0754721753912632,0.0604096792103002,0.154925885616921,NA,-0.241082726048091,"not restored","not restored"
"Lactobacillaceae","Female","week 10",1.42939128528094,0.237206943658845,-0.0264043137380323,0.14352817035722,0.081585530404303,NA,1.42939128528094,-2.98637597648266,0.0104108453726121,-0.166169291292891,-0.0315918189365836,0.198664104457595,NA,-2.98637597648266,-1.59232444042451,0.120567716003313,-0.117680934546432,0.014283134229481,0.198664104457595,NA,-1.59232444042451,"not restored","not restored"
"Lactobacillaceae","Male","week 5",-2.62525279629027,0.0552891405289699,-0.158203416838504,0.00272599376598374,0.137182393657537,0.648429092867336,-2.62525279629027,-1.33138553323738,0.289224305887251,-0.104770282256932,0.0268804605399446,0.085508891970385,0.506238412481669,-1.33138553323738,-1.57787239951307,0.289224305887251,-0.112600090432582,0.0189802592768724,0.085508891970385,0.506238412481669,-1.57787239951307,"not restored","not restored"
"Lactobacillaceae","Male","week 10",0.198519906260337,0.84733220899861,-0.0731499759257601,0.0870709664899268,0.00312361985466451,0.888175327431544,0.198519906260337,-1.69389709028295,0.22944417283324,-0.119512201915962,0.0146239680774646,0.434906197070095,NA,-1.69389709028295,-1.33028876908577,0.22944417283324,-0.108442553018537,0.0258758212733287,0.434906197070095,NA,-1.33028876908577,"not restored","not restored"
"Marinifilaceae","Female","week 5",-0.647744402179109,0.535809695062324,-0.0200265486143585,0.0112780126462867,0.125501316218839,NA,-0.647744402179109,0.050301746600494,0.960806530158472,-0.00510824250358824,0.00534642730078172,0.143349598768169,0.480606665636879,0.050301746600494,-1.6087098676464,0.270870169575916,-0.00871389615776798,0.00134457568754076,0.143349598768169,0.480606665636879,-1.6087098676464,"not restored","not restored"
"Marinifilaceae","Female","week 10",-0.576125939500663,0.58051014278158,-0.0154794219781421,0.00929856836960009,0.0696894822995188,NA,-0.576125939500663,-1.41837303554575,0.33586414353386,-0.010289907192095,0.00212599310498604,0.16220079905572,NA,-1.41837303554575,-1.45671311815711,0.33586414353386,-0.0100128593432893,0.00192709570909352,0.16220079905572,NA,-1.45671311815711,"not restored","not restored"
"Marinifilaceae","Male","week 5",-1.07609216800309,0.305539379016471,-0.0119849791044946,0.00413174576062716,0.198373202629922,NA,-1.07609216800309,0.567417195037373,0.873009162950616,-0.00477472354567614,0.00818800920650596,0.0520261474849199,NA,0.567417195037373,-0.800574049755239,0.873009162950616,-0.00901863834088912,0.00410961240055067,0.0520261474849199,NA,-0.800574049755239,"not restored","not restored"
"Marinifilaceae","Male","week 10",-1.67464584496276,0.124258782325409,-0.0138250824236857,0.00194008267623166,0.579376154165235,NA,-1.67464584496276,0.0233935355207919,1,-0.00432143528983303,0.00441492294368194,0.005606471186121,0.763068421237005,0.0233935355207919,-0.273493569565025,1,-0.00491789598993245,0.00382339299510032,0.005606471186121,0.763068421237005,-0.273493569565025,"not restored","not restored"
"Microbacteriaceae","Female","week 10",NA,NA,NA,NA,NA,NA,NA,-1.17464785154221e-08,1,-1.05792172595978e-05,1.05792171873964e-05,0.057634450580454,NA,-1.17464785154221e-08,1.04295475403703,1,-7.04305493242323e-06,1.32661199355178e-05,0.057634450580454,NA,1.04295475403703,"not restored","not restored"
"Mitochondria","Female","week 5",0.778532652463901,0.444548564994163,-6.57920718057706e-05,0.000144877500722466,0.0256761072276987,NA,0.778532652463901,-3.72179489826379,0.00142629375549521,-0.000239958004124227,-7.04585266942225e-05,0.280048253682054,NA,-3.72179489826379,-1.56281840837703,0.12735636944505,-0.000147011813466771,1.91960986408116e-05,0.280048253682054,NA,-1.56281840837703,"not restored","not restored"
"Mitochondria","Female","week 10",1.01815095645807,0.319741096837897,-0.000136771957544467,0.000400394100320665,0.0609718419146365,NA,1.01815095645807,-3.48396435850352,0.00426250441292223,-0.000548610401685469,-0.00014405610910918,0.35357958004736,NA,-3.48396435850352,-0.338902431423661,0.736769966675576,-0.000244699873481272,0.000174753772141752,0.35357958004736,NA,-0.338902431423661,"not restored","not restored"
"Mitochondria","Male","week 5",0.23506271695846,0.819006266086433,-0.000169018109433349,0.000208753074910922,0.00724354945728772,NA,0.23506271695846,-0.822741549536336,0.857347351737862,-0.000353525351635945,0.000161683632659416,0.220122374230255,NA,-0.822741549536336,0.615265893126123,0.857347351737862,-0.00018537674413353,0.000329364142708025,0.220122374230255,NA,0.615265893126123,"not restored","not restored"
"Mitochondria","Male","week 10",0.305873590047391,0.766703004902795,-0.000297053033936113,0.000389835875529508,0.0142023172902282,NA,0.305873590047391,-2.86126595848469,0.0258760550511924,-0.000733678248525999,-0.000103791319850885,0.380606012056401,NA,-2.86126595848469,1.12224485605374,0.280247522045525,-0.000151357526156639,0.000484968099498995,0.380606012056401,NA,1.12224485605374,"not restored","not restored"
"Monoglobaceae","Female","week 5",-0.932628385683775,0.388040645932501,-0.000154880952341008,6.98514314825211e-05,0.0828133153658604,NA,-0.932628385683775,-1.97370906586868,0.150366152327602,-0.000104868302324753,5.98409785134614e-06,0.409669300415541,NA,-1.97370906586868,-1.18986983506018,0.260122646596427,-8.19258315034449e-05,2.46120984261236e-05,0.409669300415541,NA,-1.18986983506018,"not restored","not restored"
"Monoglobaceae","Female","week 10",-0.3720693497151,0.722169336882788,-0.000250278505554291,0.000183697078420457,0.0152897407550507,NA,-0.3720693497151,-1.73958830535548,0.238477387253345,-0.000202576211035782,2.79587456400897e-05,0.182800909257326,NA,-1.73958830535548,0.212519985403861,0.836373268369249,-0.000101421898073087,0.000122502405691129,0.182800909257326,NA,0.212519985403861,"not restored","not restored"
"Monoglobaceae","Male","week 5",-1.04137542307142,0.30902845593668,-3.75153409102076e-05,1.24353567772232e-05,0.0454543104522178,NA,-1.04137542307142,-0.119636150340024,1,-1.98742835966628e-05,1.76644186865437e-05,0.00769988749480695,NA,-0.119636150340024,0.381857564809492,1,-1.55444639327014e-05,2.27376511587156e-05,0.00769988749480695,NA,0.381857564809492,"not restored","not restored"
"Monoglobaceae","Male","week 10",0.410226764177186,0.68560716763978,-6.92714184415761e-05,0.000103433715768342,0.00726363607827823,NA,0.410226764177186,-1.39432940614349,0.376898915770409,-0.000147993011540443,3.24769649425328e-05,0.193234511402061,NA,-1.39432940614349,0.635297984863356,0.536655991310271,-6.41695409145241e-05,0.00011734906682984,0.193234511402061,NA,0.635297984863356,"not restored","not restored"
"Moraxellaceae","Female","week 10",NA,NA,NA,NA,NA,NA,NA,0.66675551605935,1,-6.98504709041421e-06,1.09089583446932e-05,0.0861185392644131,NA,0.66675551605935,1.60204609770205,0.598070849407389,-4.23334459688923e-06,1.3748293161088e-05,0.0861185392644131,NA,1.60204609770205,"not restored","not restored"
"Moraxellaceae","Male","week 5",NA,NA,NA,NA,NA,NA,NA,1.27054050704384,0.666519210906007,-8.64325509801695e-06,3.44674768173425e-05,0.0956052528804595,NA,1.27054050704384,-9.42981794386722e-17,1,-2.17405055647958e-05,2.17405055647958e-05,0.0956052528804595,NA,-9.42981794386722e-17,"not restored","not restored"
"Muribaculaceae","Female","week 5",-3.29230357923288,0.0167518991106789,-0.147826069089214,-0.0216403094991722,0.476722888637191,NA,-3.29230357923288,8.42263388054315,0.000111781190039945,0.1439510183879,0.253452388376592,0.713822200732857,0.724050097559888,8.42263388054315,0.884856536964647,0.400642011097676,-0.0324060942355583,0.0734034870858149,0.713822200732857,0.724050097559888,0.884856536964647,"restored","not restored"
"Muribaculaceae","Female","week 10",-0.459946595893388,0.660947398123479,-0.139461433321778,0.0948676556971696,0.0298752512759687,NA,-0.459946595893388,1.38240179652605,0.391817023676496,-0.0400440142772502,0.172611925406342,0.255663417009083,NA,1.38240179652605,0.0636701662490263,0.950435776909509,-0.0992250288698345,0.105096831760524,0.255663417009083,NA,0.0636701662490263,"not restored","not restored"
"Muribaculaceae","Male","week 5",-3.01259105054144,0.0137640798682027,-0.163751265316415,-0.0239697533553426,0.289705420169653,0.622357055390544,-3.01259105054144,4.36111185173068,0.00354374241685388,0.0535852055754728,0.163256232308123,0.399097901090888,0.575974889365191,4.36111185173068,-0.165886827050166,0.870981359458571,-0.0596814287468047,0.0512280092156059,0.399097901090888,0.575974889365191,-0.165886827050166,"restored","not restored"
"Muribaculaceae","Male","week 10",-0.78527355988247,0.448997910864271,-0.108553328068416,0.0515008274164918,0.089728145080502,NA,-0.78527355988247,5.37611289525908,0.000356353128147296,0.0828930063690527,0.196291311965297,0.526950394297008,0.665288279441086,5.37611289525908,2.08546062998074,0.0589504842153247,-0.00241980104096148,0.111757869940154,0.526950394297008,0.665288279441086,2.08546062998074,"not restored","not restored"
"Obscuribacteraceae","Female","week 10",NA,NA,NA,NA,NA,NA,NA,0.084981665115151,1,-9.07163736698648e-06,9.56971055286257e-06,0.00453091833418288,NA,0.084981665115151,0.309585823466746,1,-8.81646372546206e-06,1.0726820870325e-05,0.00453091833418288,NA,0.309585823466746,"not restored","not restored"
"Oscillospiraceae","Female","week 5",3.45531804660425,0.0219877259816789,0.0234788239819592,0.126782234734417,0.454284497184726,0.690082109267948,3.45531804660425,-3.9681122896942,0.00459307993690806,-0.143880117146525,-0.0410389313713218,0.644241602114299,NA,-3.9681122896942,-0.133791888385073,0.895983407746716,-0.0523942093527944,0.0463893822361161,0.644241602114299,NA,-0.133791888385073,"restored","not restored"
"Oscillospiraceae","Female","week 10",0.589195276119465,0.562643830339522,-0.0252182243955622,0.044986443182671,0.0159051279975305,NA,0.589195276119465,-5.29182277266313,1.43577498520867e-05,-0.0913048690019074,-0.0406352583718381,0.447036588356259,NA,-5.29182277266313,-1.79593678755566,0.0813961321911349,-0.0467969382711697,0.00288870275747596,0.447036588356259,NA,-1.79593678755566,"not restored","not restored"
"Oscillospiraceae","Male","week 5",2.33989048964831,0.0643165733272369,0.000571006332137323,0.0686087429471388,0.221626392111521,0.400066543393024,2.33989048964831,-1.51373329965515,0.140406584946852,-0.0448136563566159,0.00664733511015309,0.477015402551527,NA,-1.51373329965515,3.61552949176275,0.00308113943469372,0.0208507076543958,0.0747070922506892,0.477015402551527,NA,3.61552949176275,"not restored","not restored"
"Oscillospiraceae","Male","week 10",0.682317297463877,0.502221959907708,-0.0163180191594553,0.032308192120287,0.0206591518567644,NA,0.682317297463877,-4.32013589547498,0.00221779361886924,-0.0729045397473052,-0.0238461110467209,0.541530610995691,0.632332765625279,-4.32013589547498,1.69911094687985,0.1141121413985,-0.00534746694107548,0.0439414618203089,0.541530610995691,0.632332765625279,1.69911094687985,"not restored","not restored"
"Pasteurellaceae","Female","week 10",-0.896402605789434,0.456043537702425,-0.000138903869411922,6.98021912283088e-05,0.0459962075054509,NA,-0.896402605789434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not restored","not restored"
"Peptococcaceae","Female","week 5",4.24022718621727,0.0138520059051073,0.000530214341475305,0.00207784508321691,0.510385816371081,NA,4.24022718621727,-3.07134405655003,0.0105828618663465,-0.00189165551378005,-0.000370397334383862,0.340795042715817,NA,-3.07134405655003,0.891988147015853,0.382665500819495,-0.000430297082261452,0.00107556629007853,0.340795042715817,NA,0.891988147015853,"restored","not restored"
"Peptococcaceae","Female","week 10",0.0906860731563091,0.928562658025379,-0.000699289198598996,0.000763242614579906,0.000357435840220763,NA,0.0906860731563091,-2.08773708490913,0.0887725647630363,-0.00122152251451529,-1.64528478879534e-05,0.108228504097563,NA,-2.08773708490913,-1.15243504128009,0.257180991825984,-0.000925881208430374,0.000255786819525951,0.108228504097563,NA,-1.15243504128009,"not restored","not restored"
"Peptococcaceae","Male","week 5",2.96817296712138,0.0342620984862013,0.000232270802094893,0.001801278406265,0.329744726544256,NA,2.96817296712138,-0.379995837571697,0.71653131504023,-0.0014200842223404,0.0010351224047441,0.0833048535581192,0.472115061811581,-0.379995837571697,1.31214893769828,0.455143695149246,-0.000523872963965335,0.00188032306514416,0.0833048535581192,0.472115061811581,1.31214893769828,"not restored","not restored"
"Peptococcaceae","Male","week 10",1.9368678584328,0.0988946257414074,-0.000212167165296691,0.00190363643448232,0.158097605094811,0.315911683589277,1.9368678584328,-2.46571129038215,0.0629257653029644,-0.00245617058198028,-0.000138546478210441,0.336730437654639,NA,-2.46571129038215,0.281850617482238,0.783188681703241,-0.00101699168968687,0.00131653129159971,0.336730437654639,NA,0.281850617482238,"not restored","not restored"
"Peptostreptococcaceae","Female","week 5",6.08801167606187,7.94191678055204e-06,0.0705675823522005,0.143483952608991,0.617074394158914,NA,6.08801167606187,-7.12807154669665,1.79861782083516e-07,-0.148494221720118,-0.0823708470834291,0.618015332210792,NA,-7.12807154669665,-4.75258600752188,6.09938804270745e-05,-0.108765157147852,-0.0431423494998046,0.618015332210792,NA,-4.75258600752188,"restored","restored"
"Peptostreptococcaceae","Female","week 10",1.8301681957826,0.0808078842037838,-0.00259704327658571,0.0416034526806182,0.127118679240339,NA,1.8301681957826,-3.30090590805748,0.0155648507942638,-0.0781310828102739,-0.0152652268128011,0.469879774387964,NA,-3.30090590805748,-0.113263488500617,0.91192893418282,-0.0317354478740619,0.0286409999428964,0.469879774387964,NA,-0.113263488500617,"not restored","not restored"
"Peptostreptococcaceae","Male","week 5",4.9303964022193,0.00114611287847134,0.0380168545537715,0.100509804170631,0.771662502137974,NA,4.9303964022193,-4.62883530065861,0.00116272131160699,-0.0941260088145561,-0.0338749678893901,0.516124289651657,NA,-4.62883530065861,-1.33949165201198,0.20407694975042,-0.0490771048365422,0.0115862898804713,0.516124289651657,NA,-1.33949165201198,"restored","not restored"
"Peptostreptococcaceae","Male","week 10",-1.19377491935663,0.265077212205081,-0.0222736037481017,0.00698990801196028,0.0651128086698005,0.584944578347522,-1.19377491935663,-1.80748425879795,0.188372878300525,-0.0363322474313236,0.00325608918099817,0.608899394571971,NA,-1.80748425879795,1.4087410268463,0.188372878300525,-0.00689977021359657,0.0327789318318097,0.608899394571971,NA,1.4087410268463,"not restored","not restored"
"Reyranellaceae","Female","week 10",-0.801424340135792,0.70272370396356,-6.93291432843238e-05,5.05281538414409e-05,0.438360802686131,NA,-0.801424340135792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not restored","not restored"
"Rikenellaceae","Female","week 5",0.108848515436708,0.914349600240623,-0.0297060674990402,0.0329888141884267,0.000774565865573355,NA,0.108848515436708,-7.15123722859024,5.75278006474822e-08,-0.102490687795277,-0.0571296486006298,0.658043568606431,NA,-7.15123722859024,0.0170272807433278,0.986514381367514,-0.0220537394133533,0.0224264190501751,0.658043568606431,NA,0.0170272807433278,"not restored","not restored"
"Rikenellaceae","Female","week 10",1.78612768993923,0.126331170578873,-0.0166896111507868,0.103698215840207,0.13561477248184,0.692532740050902,1.78612768993923,-7.82892228079258,1.32655506703815e-08,-0.163279775735761,-0.0959593925702118,0.738383630045046,NA,-7.82892228079258,-0.385174867828008,0.702527689082081,-0.0410943054317735,0.0280024448809595,0.738383630045046,NA,-0.385174867828008,"not restored","not restored"
"Rikenellaceae","Male","week 5",0.165274372131528,0.871771514639049,-0.0647702941127328,0.0752661498643842,0.00340968644197951,NA,0.165274372131528,-2.34027401672766,0.073306737640997,-0.170819203395418,-0.00644868317600497,0.558512747244704,NA,-2.34027401672766,0.587150024808511,0.567409779550053,-0.0600566698949399,0.104727951654543,0.558512747244704,NA,0.587150024808511,"not restored","not restored"
"Rikenellaceae","Male","week 10",-0.510656598321567,0.623067570182373,-0.0743076738726711,0.0472746163089865,0.0148871676758517,0.546093380646073,-0.510656598321567,-4.51700370612862,0.0010096480208189,-0.167272575708806,-0.0594399496995552,0.715617536269898,NA,-4.51700370612862,1.48882420300802,0.158371262412997,-0.0165304759070126,0.0919287946547916,0.715617536269898,NA,1.48882420300802,"not restored","not restored"
"Ruminococcaceae","Female","week 5",1.95719813816676,0.0975528518007453,-0.00457441002318905,0.0416250157275912,0.20860321392893,0.580755810600092,1.95719813816676,-5.75776376517525,0.00145793274411928,-0.049714204606595,-0.0207089893196696,0.679608183198584,NA,-5.75776376517525,-0.399078254275502,0.701147927607899,-0.0162193541363731,0.0114944455656599,0.679608183198584,NA,-0.399078254275502,"not restored","not restored"
"Ruminococcaceae","Female","week 10",1.0228277425481,0.317505541766011,-0.00781331312391907,0.0230204088248882,0.0435069827824863,NA,1.0228277425481,-5.93959454426144,2.06322633575089e-06,-0.0462345872583268,-0.022661611069312,0.497041752244194,NA,-5.93959454426144,-2.55922451248981,0.0151107049811802,-0.0261121993032465,-0.00299699438376932,0.497041752244194,NA,-2.55922451248981,"not restored","not restored"
"Ruminococcaceae","Male","week 5",0.777649236689068,0.45415537731638,-0.0080876094389632,0.0168238468298174,0.0632985882139008,NA,0.777649236689068,-1.5376327162333,0.269054094116387,-0.0127949243386936,0.00180128364687287,0.15639564846067,NA,-1.5376327162333,0.835845218502204,0.409497983768894,-0.00449756586787003,0.0107534138127725,0.15639564846067,NA,0.835845218502204,"not restored","not restored"
"Ruminococcaceae","Male","week 10",1.06387045364659,0.29929796079024,-0.00633213167406066,0.0196200641074981,0.0513076454500235,NA,1.06387045364659,-4.28623108215631,0.00287588898353382,-0.0431114223457446,-0.0137373938215296,0.488737267921594,0.66200550867188,-4.28623108215631,0.0162898779408135,0.987299443826595,-0.0146348719695554,0.0148526885422824,0.488737267921594,0.66200550867188,0.0162898779408135,"not restored","not restored"
"Saccharimonadaceae","Female","week 5",-0.748637029376497,0.479272080518015,-0.000253031326954148,0.000131977418731046,0.0667645053777092,NA,-0.748637029376497,2.10200186306402,0.264572027175797,-3.77814143560991e-05,0.000390630637142653,0.151408525144101,NA,2.10200186306402,0.157589805208481,0.880127594695261,-0.000189391988029533,0.00021522697300603,0.151408525144101,NA,0.157589805208481,"not restored","not restored"
"Saccharimonadaceae","Female","week 10",-0.884083548908819,0.403982861551535,-0.000462256340309937,0.000208042634201033,0.15536463692901,NA,-0.884083548908819,-1.1420745485508,0.450921879144276,-0.000132727289950376,3.72205327612687e-05,0.0496095095453038,NA,-1.1420745485508,-1.23455470122432,0.450921879144276,-0.000133941581582148,3.27059692445902e-05,0.0496095095453038,NA,-1.23455470122432,"not restored","not restored"
"Saccharimonadaceae","Male","week 5",0.173914019512374,0.866099037489001,-0.00016570121856016,0.00019291926482495,0.00134954310872002,NA,0.173914019512374,1.88294035984876,0.253686782627053,-3.64132830338331e-05,0.000493908920260551,0.25790944896743,NA,1.88294035984876,-0.497840139921983,0.834052463230847,-0.000327793757819681,0.000205566290704676,0.25790944896743,NA,-0.497840139921983,"not restored","not restored"
"Saccharimonadaceae","Male","week 10",-1.99438427468239,0.0784658063128173,-0.000539891517609044,3.5538076389401e-05,0.179293470700505,0.74825736928186,-1.99438427468239,-0.0530944462105367,0.958509924287188,-0.00019630365007487,0.00018694008689862,0.152651450292757,NA,-0.0530944462105367,1.22872532563273,0.724755117738886,-8.32741108422533e-05,0.000301403760596234,0.152651450292757,NA,1.22872532563273,"not restored","not restored"
"Staphylococcaceae","Female","week 5",2.33213167048966,0.0597306871430105,7.31779033331974e-05,0.00128738922222509,0.224809928711465,NA,2.33213167048966,-3.04099816763687,0.0230100185007836,-0.00129608482695858,-0.000205896011719073,0.263451874845995,0.330475712695073,-3.04099816763687,-2.8190022474377,0.0230100185007836,-0.00120899198034182,-0.000156143310522822,0.263451874845995,0.330475712695073,-2.8190022474377,"not restored","not restored"
"Staphylococcaceae","Female","week 10",0.994149249783586,0.692106702295752,-9.86862997357834e-06,2.53551579306242e-05,0.0430594387706475,NA,0.994149249783586,-0.36327412911372,1,-5.05445569623623e-05,3.52146575265026e-05,0.0348755233654751,NA,-0.36327412911372,0.744819963993551,1,-2.66366715255537e-05,5.74571569646746e-05,0.0348755233654751,NA,0.744819963993551,"not restored","not restored"
