"order","sex","timepoint","statistic_diet","p.adj_diet","conf.low_diet","conf.high_diet","R2_marginal_diet","R2_conditional_diet","effect_size_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","conf.low_treatment_FOSGOS","conf.high_treatment_FOSGOS","R2_marginal_treatment_FOSGOS","R2_conditional_treatment_FOSGOS","effect_size_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","conf.low_treatment_1472","conf.high_treatment_1472","R2_marginal_treatment_1472","R2_conditional_treatment_1472","effect_size_treatment_1472","restoration_FOSGOS","restoration_1472"
"Oscillospirales","Male","week 10",1.05827062456564,0.301683638589346,-0.0182054272615946,0.0560393937318283,0.0500914845572767,NA,1.05827062456564,-4.61403761552395,0.00151123475354462,-0.125576964453388,-0.0444366483629019,0.570060585455988,0.689302220369866,-4.61403761552395,1.18968221310106,0.258075271472746,-0.018587175652409,0.062864601016077,0.570060585455988,0.689302220369866,1.18968221310106,"not restored","not restored"
"Peptococcales","Female","week 5",4.24022718621727,0.0138520059051073,0.000530214341475305,0.00207784508321691,0.510385816371081,NA,4.24022718621727,-3.07134405655003,0.0105828618663465,-0.00189165551378005,-0.000370397334383862,0.340795042715817,NA,-3.07134405655003,0.891988147015853,0.382665500819495,-0.000430297082261452,0.00107556629007853,0.340795042715817,NA,0.891988147015853,"restored","not restored"
"Peptococcales","Female","week 10",0.0906860731563091,0.928562658025379,-0.000699289198598996,0.000763242614579906,0.000357435840220763,NA,0.0906860731563091,-2.08773708490913,0.0887725647630363,-0.00122152251451529,-1.64528478879534e-05,0.108228504097563,NA,-2.08773708490913,-1.15243504128009,0.257180991825984,-0.000925881208430374,0.000255786819525951,0.108228504097563,NA,-1.15243504128009,"not restored","not restored"
"Peptococcales","Male","week 5",2.96817296712138,0.0342620984862013,0.000232270802094893,0.001801278406265,0.329744726544256,NA,2.96817296712138,-0.379995837571697,0.71653131504023,-0.0014200842223404,0.0010351224047441,0.0833048535581192,0.472115061811581,-0.379995837571697,1.31214893769828,0.455143695149246,-0.000523872963965335,0.00188032306514416,0.0833048535581192,0.472115061811581,1.31214893769828,"not restored","not restored"
"Peptococcales","Male","week 10",1.9368678584328,0.0988946257414074,-0.000212167165296691,0.00190363643448232,0.158097605094811,0.315911683589277,1.9368678584328,-2.46571129038215,0.0629257653029644,-0.00245617058198028,-0.000138546478210441,0.336730437654639,NA,-2.46571129038215,0.281850617482238,0.783188681703241,-0.00101699168968687,0.00131653129159971,0.336730437654639,NA,0.281850617482238,"not restored","not restored"
"Peptostreptococcales-Tissierellales","Female","week 5",6.13799082208187,7.07290537770126e-06,0.0712791131762161,0.144024954739604,0.620930761764464,NA,6.13799082208187,-7.16923971521378,1.54847281387772e-07,-0.149162497004561,-0.0830525293434037,0.621234045679946,NA,-7.16923971521378,-4.74990165891833,6.07007215566835e-05,-0.108778046195605,-0.0431329485850146,0.621234045679946,NA,-4.74990165891833,"restored","restored"
"Peptostreptococcales-Tissierellales","Female","week 10",1.85427607807897,0.0771545975096996,-0.00232549076681305,0.0415983596901559,0.13005127414058,NA,1.85427607807897,-3.37872825989183,0.0136749011707354,-0.0785631614771678,-0.0162164920954543,0.477542294756688,NA,-3.37872825989183,-0.126684144108349,0.901554219382366,-0.0316548463556917,0.0282229245949753,0.477542294756688,NA,-0.126684144108349,"not restored","not restored"
"Peptostreptococcales-Tissierellales","Male","week 5",4.99831816661818,0.00103900214414789,0.0386878738317869,0.100742977553999,0.771085081738215,NA,4.99831816661818,-4.69528159100863,0.00103609455075224,-0.094413153159238,-0.0345642014470726,0.517413632464897,NA,-4.69528159100863,-1.35400705119467,0.199494327015973,-0.0489626654108387,0.0113063735520863,0.517413632464897,NA,-1.35400705119467,"restored","not restored"
"Peptostreptococcales-Tissierellales","Male","week 10",-1.19094364171415,0.266131772398579,-0.0220689920247268,0.00694945185302202,0.0639984235823794,0.581541045445019,-1.19094364171415,-1.87907328098269,0.166323536161759,-0.0370473249554733,0.00260658734713723,0.625562008897303,NA,-1.87907328098269,1.4186703355403,0.179497985173098,-0.00682081479230178,0.0329218368384767,0.625562008897303,NA,1.4186703355403,"not restored","not restored"
"Pseudomonadales","Female","week 10",NA,NA,NA,NA,NA,NA,NA,0.66675551602718,1,-6.98504686335255e-06,1.090895811744e-05,0.0861185392611179,NA,0.66675551602718,1.60204609767639,0.598070849235487,-4.23334459355231e-06,1.37482931575697e-05,0.0861185392611179,NA,1.60204609767639,"not restored","not restored"
"Pseudomonadales","Male","week 5",NA,NA,NA,NA,NA,NA,NA,1.27054050704324,0.666519210909999,-8.64325509813646e-06,3.44674768174595e-05,0.0956052528804821,NA,1.27054050704324,0,1,-2.17405055647743e-05,2.17405055647743e-05,0.0956052528804821,NA,0,"not restored","not restored"
"Reyranellales","Female","week 10",-0.801424340135792,0.70272370396356,-6.93291432843238e-05,5.05281538414409e-05,0.438360802686131,NA,-0.801424340135792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not restored","not restored"
"Rhizobiales","Male","week 10",0.98327279521404,1,-1.97460552313257e-05,2.12573529373269e-05,0.0425830313882406,NA,0.98327279521404,-1.22614288220272,1,-1.1475275370355e-05,9.96397766435382e-06,0.0570243137424721,NA,-1.22614288220272,-1.20454578400334,1,-1.14893279982328e-05,9.97803029223156e-06,0.0570243137424721,NA,-1.20454578400334,"not restored","not restored"
"Rickettsiales","Female","week 5",0.778532652463901,0.444548564994163,-6.57920718057706e-05,0.000144877500722466,0.0256761072276987,NA,0.778532652463901,-3.72179489826379,0.00142629375549521,-0.000239958004124227,-7.04585266942225e-05,0.280048253682054,NA,-3.72179489826379,-1.56281840837703,0.12735636944505,-0.000147011813466771,1.91960986408116e-05,0.280048253682054,NA,-1.56281840837703,"not restored","not restored"
"Rickettsiales","Female","week 10",1.01815095645807,0.319741096837897,-0.000136771957544467,0.000400394100320665,0.0609718419146365,NA,1.01815095645807,-3.48396435850352,0.00426250441292223,-0.000548610401685469,-0.00014405610910918,0.35357958004736,NA,-3.48396435850352,-0.338902431423661,0.736769966675576,-0.000244699873481272,0.000174753772141752,0.35357958004736,NA,-0.338902431423661,"not restored","not restored"
"Rickettsiales","Male","week 5",0.23506271695846,0.819006266086433,-0.000169018109433349,0.000208753074910922,0.00724354945728772,NA,0.23506271695846,-0.822741549536336,0.857347351737862,-0.000353525351635945,0.000161683632659416,0.220122374230255,NA,-0.822741549536336,0.615265893126123,0.857347351737862,-0.00018537674413353,0.000329364142708025,0.220122374230255,NA,0.615265893126123,"not restored","not restored"
"Rickettsiales","Male","week 10",0.305873590047391,0.766703004902795,-0.000297053033936113,0.000389835875529508,0.0142023172902282,NA,0.305873590047391,-2.86126595848469,0.0258760550511924,-0.000733678248525999,-0.000103791319850885,0.380606012056401,NA,-2.86126595848469,1.12224485605374,0.280247522045525,-0.000151357526156639,0.000484968099498995,0.380606012056401,NA,1.12224485605374,"not restored","not restored"
"Saccharimonadales","Female","week 5",-0.748637029376497,0.479272080518015,-0.000253031326954148,0.000131977418731046,0.0667645053777092,NA,-0.748637029376497,2.10200186308247,0.264572027428764,-3.77814144531246e-05,0.000390630637233495,0.151408525138074,NA,2.10200186308247,0.157589805190845,0.880127594717549,-0.000189391988115071,0.000215226973088045,0.151408525138074,NA,0.157589805190845,"not restored","not restored"
"Saccharimonadales","Female","week 10",-0.884083548908819,0.403982861551535,-0.000462256340309937,0.000208042634201033,0.15536463692901,NA,-0.884083548908819,-1.1420745485508,0.450921879144276,-0.000132727289950376,3.72205327612687e-05,0.0496095095453038,NA,-1.1420745485508,-1.23455470122432,0.450921879144276,-0.000133941581582148,3.27059692445902e-05,0.0496095095453038,NA,-1.23455470122432,"not restored","not restored"
"Saccharimonadales","Male","week 5",0.173914019512374,0.866099037489001,-0.00016570121856016,0.00019291926482495,0.00134954310872002,NA,0.173914019512374,1.8829403598301,0.253686782619771,-3.64132830303991e-05,0.000493908920258238,0.257909448971089,NA,1.8829403598301,-0.497840139915736,0.834052463231522,-0.000327793757817465,0.000205566290702533,0.257909448971089,NA,-0.497840139915736,"not restored","not restored"
"Saccharimonadales","Male","week 10",-1.99438427468239,0.0784658063128173,-0.000539891517609044,3.5538076389401e-05,0.179293470700505,0.74825736928186,-1.99438427468239,-0.0530944462105367,0.958509924287188,-0.00019630365007487,0.00018694008689862,0.152651450292757,NA,-0.0530944462105367,1.22872532563273,0.724755117738886,-8.32741108422533e-05,0.000301403760596234,0.152651450292757,NA,1.22872532563273,"not restored","not restored"
"Staphylococcales","Female","week 5",2.33213167048966,0.0597306871430105,7.31779033331974e-05,0.00128738922222509,0.224809928711465,NA,2.33213167048966,-3.04099816763687,0.0230100185007836,-0.00129608482695858,-0.000205896011719073,0.263451874845995,0.330475712695073,-3.04099816763687,-2.8190022474377,0.0230100185007836,-0.00120899198034182,-0.000156143310522822,0.263451874845995,0.330475712695073,-2.8190022474377,"not restored","not restored"
"Staphylococcales","Female","week 10",0.994149249783586,0.692106702295755,-9.86862997357854e-06,2.53551579306244e-05,0.0430594387706475,NA,0.994149249783586,-0.36327412911372,1,-5.05445569623623e-05,3.52146575265026e-05,0.0348755233654751,NA,-0.36327412911372,0.744819963993551,1,-2.66366715255537e-05,5.74571569646746e-05,0.0348755233654751,NA,0.744819963993551,"not restored","not restored"
"Staphylococcales","Male","week 5",-0.63510325686732,0.539541838694575,-0.000647145826498149,0.000359885601225913,0.130505411216604,NA,-0.63510325686732,-0.97390037137798,0.601857153119241,-0.000351999281823198,0.000123924957466029,0.104091111104053,NA,-0.97390037137798,1.05043244460617,0.601857153119241,-0.000117240295403139,0.000368109101222297,0.104091111104053,NA,1.05043244460617,"not restored","not restored"
"Staphylococcales","Male","week 10",0.982680276695454,0.708703301661363,-0.00129183526851286,0.0032144989376837,0.046611387333398,NA,0.982680276695454,-1.21583795037664,0.507171277328986,-0.00274266111401259,0.000816317151999235,0.0621351845243812,NA,-1.21583795037664,-1.17672555141615,0.507171277328986,-0.00273758182650671,0.000843438163033705,0.0621351845243812,NA,-1.17672555141615,"not restored","not restored"
"Verrucomicrobiales","Female","week 5",0.070368828629194,0.946265572681153,-0.0674651106411831,0.0714250326471178,0.000223516601261044,0.456193109186422,0.070368828629194,1.70868027911195,0.363250311637854,-0.020909215774985,0.151455596519809,0.112184116308913,0.572615962272624,1.70868027911195,0.725906132688437,0.483873483340942,-0.0563115445299383,0.111181256760155,0.112184116308913,0.572615962272624,0.725906132688437,"not restored","not restored"
"Verrucomicrobiales","Female","week 10",0.901213887679487,0.378178968621446,-0.0119922249779572,0.0302406876096083,0.0398665056750269,NA,0.901213887679487,2.65033193687728,0.0688824448606071,0.0282912222524411,0.310038125675068,0.386473366608733,0.952083079413052,2.65033193687728,-0.103166072336861,1,-0.143177525179786,0.130278636093178,0.386473366608733,0.952083079413052,-0.103166072336861,"not restored","not restored"
"Verrucomicrobiales","Male","week 5",1.67834600951467,0.244698185701967,-0.0352855692805836,0.258109001884588,0.378578153499475,NA,1.67834600951467,-0.508592810066525,1,-0.164721112695217,0.103225658069638,0.0208387207849817,0.540722287727009,-0.508592810066525,0.198498827788122,1,-0.121886752372282,0.146069589948735,0.0208387207849817,0.540722287727009,0.198498827788122,"not restored","not restored"
"Verrucomicrobiales","Male","week 10",0.156557728141428,0.879098194658468,-0.097290906225184,0.111724357573079,0.00177551826148628,0.656026888721554,0.156557728141428,1.59547667371822,0.417874038922509,-0.0317989306784443,0.198367145147822,0.121360927875211,0.838872054707792,1.59547667371822,-0.0595660545804187,0.953519697905226,-0.118698121279585,0.112407451514223,0.121360927875211,0.838872054707792,-0.0595660545804187,"not restored","not restored"
