"order","sex","timepoint","statistic_diet","p.adj_diet","conf.low_diet","conf.high_diet","R2_marginal_diet","R2_conditional_diet","effect_size_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","conf.low_treatment_FOSGOS","conf.high_treatment_FOSGOS","R2_marginal_treatment_FOSGOS","R2_conditional_treatment_FOSGOS","effect_size_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","conf.low_treatment_1472","conf.high_treatment_1472","R2_marginal_treatment_1472","R2_conditional_treatment_1472","effect_size_treatment_1472","restoration_FOSGOS","restoration_1472"
"Lactobacillales","Female","week 5",-3.87730885182303,0.000982866735892299,-0.187220061346937,-0.0560674610799565,0.419002791681375,NA,-3.87730885182303,-0.944520581546308,0.726538316642939,-0.101447799091234,0.0400218021675195,0.158217406776201,NA,-0.944520581546308,-0.232996748296347,0.819628243224437,-0.0752745660123184,0.060707021201164,0.158217406776201,NA,-0.232996748296347,"not restored","not restored"
"Lactobacillales","Female","week 10",1.42717896177929,0.232544889293721,-0.026487541035528,0.143397409107983,0.0813537094184202,NA,1.42717896177929,-2.99472830788597,0.0101886244194385,-0.166302693527839,-0.0318409615485719,0.19954502326873,NA,-2.99472830788597,-1.59378685730177,0.12023908986262,-0.117627165945376,0.0142234100534025,0.19954502326873,NA,-1.59378685730177,"not restored","not restored"
"Lactobacillales","Male","week 5",-2.61603898193127,0.055385770971815,-0.158389082567764,0.00266300081243023,0.137863436894514,0.649049446711015,-2.61603898193127,-1.3348332262448,0.288322021409814,-0.104828198001138,0.0267662390731239,0.0857613060736479,0.506666827567978,-1.3348332262448,-1.57979966677521,0.288322021409814,-0.112612922015551,0.0189132118642467,0.0857613060736479,0.506666827567978,-1.57979966677521,"not restored","not restored"
"Lactobacillales","Male","week 10",0.195465332270095,0.849646491415017,-0.0732051416209026,0.0869029420730404,0.00302495516341604,0.887488141041631,0.195465332270095,-1.69734276799548,0.228113555430571,-0.119650306793988,0.0145213223423077,0.435513599184184,NA,-1.69734276799548,-1.33076837693348,0.228113555430571,-0.108486092114894,0.0258679206372613,0.435513599184184,NA,-1.33076837693348,"not restored","not restored"
"Micrococcales","Female","week 10",NA,NA,NA,NA,NA,NA,NA,-1.17464785154221e-08,1,-1.05792172595978e-05,1.05792171873964e-05,0.057634450580454,NA,-1.17464785154221e-08,1.04295475403703,1,-7.04305493242323e-06,1.32661199355178e-05,0.057634450580454,NA,1.04295475403703,"not restored","not restored"
"Monoglobales","Female","week 5",-0.932628385683775,0.38804064593246,-0.000154880952340976,6.98514314824891e-05,0.0828133153658604,NA,-0.932628385683775,-1.97370906586868,0.150366152327602,-0.000104868302324753,5.98409785134614e-06,0.409669300415541,NA,-1.97370906586868,-1.18986983506018,0.260122646596427,-8.19258315034449e-05,2.46120984261236e-05,0.409669300415541,NA,-1.18986983506018,"not restored","not restored"
"Monoglobales","Female","week 10",-0.372069349744727,0.722169336858886,-0.000250278505538782,0.000183697078401205,0.0152897407564646,NA,-0.372069349744727,-1.7395883053827,0.238477387270159,-0.000202576211038471,2.79587456450231e-05,0.182800909251953,NA,-1.7395883053827,0.212519985432451,0.836373268348919,-0.000101421898073707,0.000122502405694005,0.182800909251953,NA,0.212519985432451,"not restored","not restored"
"Monoglobales","Male","week 5",-1.04137542307142,0.30902845593668,-3.75153409102076e-05,1.24353567772232e-05,0.0454543104522178,NA,-1.04137542307142,-0.119636150340024,1,-1.98742835966628e-05,1.76644186865437e-05,0.00769988749480695,NA,-0.119636150340024,0.381857564809492,1,-1.55444639327014e-05,2.27376511587156e-05,0.00769988749480695,NA,0.381857564809492,"not restored","not restored"
"Monoglobales","Male","week 10",0.410226764177186,0.68560716763978,-6.92714184415761e-05,0.000103433715768342,0.00726363607827823,NA,0.410226764177186,-1.39432940613365,0.376898915783479,-0.000147993011542661,3.24769649446649e-05,0.193234511404078,NA,-1.39432940613365,0.635297984861345,0.536655991312903,-6.41695409162559e-05,0.000117349066831805,0.193234511404078,NA,0.635297984861345,"not restored","not restored"
"Obscuribacterales","Female","week 10",NA,NA,NA,NA,NA,NA,NA,0.084981665115118,1,-9.07163780188913e-06,9.56971098776501e-06,0.00453091833417906,NA,0.084981665115118,0.309585823466612,1,-8.81646403035113e-06,1.07268211752132e-05,0.00453091833417906,NA,0.309585823466612,"not restored","not restored"
"Oscillospirales","Female","week 5",4.25418514785879,0.0131028270667098,0.0432008982707613,0.166759446357202,0.483994347199433,0.682213878113707,4.25418514785879,-4.70554262856292,0.00155939689623192,-0.214481587350154,-0.0769468163099812,0.730844494709292,NA,-4.70554262856292,-0.345213302109563,0.736790798027644,-0.0763360423728811,0.0557546554649999,0.730844494709292,NA,-0.345213302109563,"restored","not restored"
"Oscillospirales","Female","week 10",0.79948902115688,0.433955920271617,-0.0300937166493634,0.0672655019933399,0.0283943952035768,NA,0.79948902115688,-6.29178983754556,7.21753015403339e-07,-0.144168053333153,-0.0737731648459805,0.532899007282029,NA,-6.29178983754556,-2.16008534802312,0.0379057673177023,-0.0711990087360632,-0.0021711414181421,0.532899007282029,NA,-2.16008534802312,"not restored","not restored"
"Oscillospirales","Male","week 5",1.80809464076602,0.107825907101942,-0.0114922833490097,0.0956459876564687,0.155770380005859,0.399849939282686,1.80809464076602,-1.62170919695845,0.115191447612096,-0.0611845902416602,0.00700611742178422,0.414831849412626,NA,-1.62170919695845,2.96710989397271,0.0170426932198957,0.0162722291072872,0.0876335241956756,0.414831849412626,NA,2.96710989397271,"not restored","not restored"
