"genus","sex","timepoint","statistic_diet","p.adj_diet","conf.low_diet","conf.high_diet","R2_marginal_diet","R2_conditional_diet","effect_size_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","conf.low_treatment_FOSGOS","conf.high_treatment_FOSGOS","R2_marginal_treatment_FOSGOS","R2_conditional_treatment_FOSGOS","effect_size_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","conf.low_treatment_1472","conf.high_treatment_1472","R2_marginal_treatment_1472","R2_conditional_treatment_1472","effect_size_treatment_1472","restoration_FOSGOS","restoration_1472"
"Caproiciproducens","Female","week 10",-0.000736585761922678,0.999430636101083,-9.34456845265531e-05,9.33861888277195e-05,5.60132064337725e-07,NA,-0.000736585761922678,-0.911483992316605,0.362848062616017,-4.5825709525958e-05,1.68213356156074e-05,0.297063620920437,NA,-0.911483992316605,-1.72923086710267,0.169806277314425,-5.65773679626868e-05,3.66424280201458e-06,0.297063620920437,NA,-1.72923086710267,"not restored","not restored"
"Caproiciproducens","Male","week 5",NA,NA,NA,NA,NA,NA,NA,1.60347165623463,0.354243668891505,-3.70567780653807e-06,3.14217483887081e-05,0.088018577627838,NA,1.60347165623463,-1.28139196091832e-16,1,-1.79115431631911e-05,1.79115431631911e-05,0.088018577627838,NA,-1.28139196091832e-16,"not restored","not restored"
"Caproiciproducens","Male","week 10",-1.43738811998912,0.179569460482809,-3.8299797779617e-05,8.13115966749398e-06,0.0843665893425627,NA,-1.43738811998912,-0.0198023937015979,1,-8.1782707307129e-06,8.04260839055964e-06,0.0172486867426014,NA,-0.0198023937015979,0.638285455887139,1,-5.9438167090535e-06,1.04526214826953e-05,0.0172486867426014,NA,0.638285455887139,"not restored","not restored"
"Christensenella","Female","week 5",-1.96794425439495,0.0858754642288948,-0.000812542119933584,6.6737768140216e-05,0.578474473041335,NA,-1.96794425439495,-1.11319037922501,0.57533527433198,-0.000282642236082323,9.16488555166512e-05,0.490741453256138,NA,-1.11319037922501,0.720398310437964,0.57533527433198,-0.000120521525566702,0.000239347234059516,0.490741453256138,NA,0.720398310437964,"not restored","not restored"
"Christensenella","Female","week 10",-0.141434350185328,0.890837222068323,-0.000855047642659182,0.000755342285057156,0.00507235325742623,NA,-0.141434350185328,-1.93266615074056,0.150621978840949,-0.00108209347071559,6.00772124528008e-05,0.340752506295542,NA,-1.93266615074056,-1.04397903875061,0.315362036609801,-0.000814316883728666,0.000283397742110906,0.340752506295542,NA,-1.04397903875061,"not restored","not restored"
"Christensenella","Male","week 5",-1.4520974981641,0.182133101982716,-0.000546356869453872,0.000121215281897205,0.512461073763872,NA,-1.4520974981641,-2.17901493943212,0.0968640730621374,-0.000287056402060427,-1.1529078500591e-06,0.312379624590618,NA,-2.17901493943212,0.132309318191701,0.896710050161249,-0.000134869588475969,0.000152520045316917,0.312379624590618,NA,0.132309318191701,"not restored","not restored"
"Christensenella","Male","week 10",0.487545855022074,0.63651219430458,-0.000426463598151867,0.000664852461128668,0.0202499690421798,NA,0.487545855022074,-2.85209344081136,0.0278110091437859,-0.001085807128676,-0.00014840806408241,0.609457511567145,NA,-2.85209344081136,-0.934191087725643,0.367461182719832,-0.000672327724786973,0.00026679334004117,0.609457511567145,NA,-0.934191087725643,"not restored","not restored"
"Christensenellaceae R-7 group","Female","week 5",-0.87077141877571,0.393409877134115,-0.000293153325275765,0.000119871939085868,0.0457302917206157,NA,-0.87077141877571,-0.410107080492067,1,-0.000300188971440715,0.000209260023435115,0.041231939050767,0.611521069157099,-0.410107080492067,0.689220096356927,1,-0.000173962539699538,0.000328339925223204,0.041231939050767,0.611521069157099,0.689220096356927,"not restored","not restored"
"Christensenellaceae R-7 group","Female","week 10",-0.956666823663882,0.377131178087965,-0.000328557809462437,0.000145187920970221,0.08785097856605,NA,-0.956666823663882,-0.590389945138729,1,-0.000191990443928022,0.000109611959159342,0.0409841687580767,NA,-0.590389945138729,-0.600719213373007,1,-0.000185295778091094,0.000104589385285728,0.0409841687580767,NA,-0.600719213373007,"not restored","not restored"
"Christensenellaceae R-7 group","Male","week 5",-0.530166543421344,0.601357326198139,-0.000155026079617096,9.19291306873403e-05,0.0126161494968344,NA,-0.530166543421344,-0.167976525844095,0.868964902058263,-0.000227724068138245,0.000194597212572983,0.075601889264743,NA,-0.167976525844095,0.895065588996167,0.804347348407079,-0.000123380068973377,0.000301503117207138,0.075601889264743,NA,0.895065588996167,"not restored","not restored"
"Christensenellaceae R-7 group","Male","week 10",0.651994204130865,0.535804904226367,-0.000116047082763178,0.000203687964563624,0.0495992389982702,NA,0.651994204130865,-0.21198732980103,0.835257312422088,-0.000275371134392834,0.000225952170365476,0.0884322930326262,NA,-0.21198732980103,-1.44193880563689,0.341626250547951,-0.000423397213272158,8.25250492657364e-05,0.0884322930326262,NA,-1.44193880563689,"not restored","not restored"
"Clostridium sensu stricto 1","Female","week 5",3.1641272954061,0.00915382527748358,0.00384781042344206,0.0185394068767144,0.363427439026659,NA,3.1641272954061,-2.90129162940302,0.0259012035024225,-0.0157605009196771,-0.0014235412609725,0.257264954999655,0.492877993319444,-2.90129162940302,-3.17454908032724,0.0235008176413367,-0.0163532217307722,-0.00270454618764599,0.257264954999655,0.492877993319444,-3.17454908032724,"restored","restored"
"Clostridium sensu stricto 1","Female","week 10",2.03604581911141,0.147335559264971,-9.20255257526695e-05,0.00163981988353882,0.238078853089003,NA,2.03604581911141,-1.3514439959752,0.624290741307577,-0.00305917379422624,0.000761159135976723,0.115772183435969,0.785594506909033,-1.3514439959752,0.259531186299385,0.800173973172232,-0.00166122347905488,0.00210334373091335,0.115772183435969,0.785594506909033,0.259531186299385,"not restored","not restored"
"Clostridium sensu stricto 1","Male","week 5",1.79586584347149,0.221150662310709,-0.000731694506437437,0.00584799960665702,0.130215678447485,0.63510436162584,1.79586584347149,-1.40242739721519,0.376645497259112,-0.00582603583478064,0.00129047643961306,0.0879969515300859,0.732789680791909,-1.40242739721519,-0.599573230588249,0.560605212764581,-0.00452817809932428,0.00258412576749157,0.0879969515300859,0.732789680791909,-0.599573230588249,"not restored","not restored"
"Clostridium sensu stricto 1","Male","week 10",2.14189873088724,0.115225880017182,-3.7539768485924e-05,0.00196174026734807,0.365481813563608,NA,2.14189873088724,-0.193307174994301,1,-0.0104756382423061,0.00877354888932622,0.165765000708481,0.97342727364424,-0.193307174994301,1.48402172854598,0.493407633938392,-0.00309398590569238,0.016152154717871,0.165765000708481,0.97342727364424,1.48402172854598,"not restored","not restored"
"Colidextribacter","Female","week 5",3.9747714528831,0.00632183315957957,0.0136848709342419,0.0496969609056979,0.626188816219349,NA,3.9747714528831,-3.6138367009692,0.0069843150061472,-0.0513412224140118,-0.0127494690510927,0.549286953477819,NA,-3.6138367009692,-0.684234546242368,0.506386563670851,-0.0243904846637305,0.0126985680145655,0.549286953477819,NA,-0.684234546242368,"restored","not restored"
"Colidextribacter","Female","week 10",0.848833506509667,0.40625630182648,-0.00858138503455504,0.0203269818967215,0.0343132710595254,NA,0.848833506509667,-3.91632794726413,0.00807864098935654,-0.0348537295983085,-0.00915354179674205,0.416512242470668,NA,-3.91632794726413,-1.08408268649378,0.306310905056165,-0.0182302033538674,0.00640908339753047,0.416512242470668,NA,-1.08408268649378,"not restored","not restored"
"Colidextribacter","Male","week 5",5.27044696974103,5.75132254107954e-05,0.0132868055352472,0.0305522563001675,0.561686316916801,NA,5.27044696974103,-1.83781211410914,0.101173786285456,-0.0349868833735958,0.00377440180180375,0.359797786471604,0.818108982028873,-1.83781211410914,3.48719802621809,0.0193647778378158,0.010894571501726,0.0504568417061348,0.359797786471604,0.818108982028873,3.48719802621809,"not restored","not restored"
"Colidextribacter","Male","week 10",0.491728886677411,0.627832385881065,-0.0084919157562496,0.0137662526157895,0.0108304878792714,NA,0.491728886677411,-3.98888286239512,0.00286819540299976,-0.0252877157297887,-0.00756472694696017,0.580433174207951,NA,-3.98888286239512,1.76719792712914,0.0985892378013827,-0.00156231414863992,0.0163262001473291,0.580433174207951,NA,1.76719792712914,"not restored","not restored"
"Coprococcus","Female","week 5",0.0520120412304221,0.960480497450866,-5.17512434491215e-05,5.39065194552347e-05,0.000171450553823648,NA,0.0520120412304221,0.44818008724005,1,-0.000125304068573039,0.000186723734647156,0.535846697567726,NA,0.44818008724005,3.00746169912441,0.0400269593720415,5.31721006961302e-05,0.000359118046931225,0.535846697567726,NA,3.00746169912441,"not restored","not restored"
"Coprococcus","Female","week 10",-0.306267358579121,0.76228072501592,-3.74719789149057e-05,2.78284773170214e-05,0.00406168305649677,NA,-0.306267358579121,-0.462681292344129,1,-0.000129169877652308,8.53162720311283e-05,0.122491474159942,NA,-0.462681292344129,0.933909084856156,1,-6.01921391058647e-05,0.000145580761582232,0.122491474159942,NA,0.933909084856156,"not restored","not restored"
"Coprococcus","Male","week 5",-0.98724864008511,0.332306396668386,-2.02511786894756e-05,6.72411758381227e-06,0.0456392000342537,NA,-0.98724864008511,0.786981735316657,0.87475091975767,-6.28141081884479e-05,0.000141653721820297,0.0881205662003925,NA,0.786981735316657,1.75250628519998,0.267150925571457,-1.46476530032505e-05,0.000196293816206866,0.0881205662003925,NA,1.75250628519998,"not restored","not restored"
"Coprococcus","Male","week 10",-0.285464877482101,0.778141425177948,-8.12177062106534e-05,6.16332222465399e-05,0.0039859048861429,NA,-0.285464877482101,-1.21784164233569,0.375089713130748,-0.000129955190640995,3.75643446378932e-05,0.348347028158423,NA,-1.21784164233569,1.66194268071894,0.375089713130748,-2.07102844723554e-05,0.000147725074273839,0.348347028158423,NA,1.66194268071894,"not restored","not restored"
"Coriobacteriaceae UCG-002","Female","week 5",-1.00768131258812,0.343134208305027,-0.00210432586322223,0.000824618239831349,0.857323406404404,NA,-1.00768131258812,1.65266991885126,0.373508056345079,-0.000990262605186532,0.00718896920567746,0.530304689405031,NA,1.65266991885126,0.43367173440491,1,-0.00315081933459833,0.00471472456634168,0.530304689405031,NA,0.43367173440491,"not restored","not restored"
"Coriobacteriaceae UCG-002","Female","week 10",0.573190672179162,0.83399119108774,-0.00578550208043422,0.00959549109160644,0.494310544785107,NA,0.573190672179162,0.0855314159512938,0.933368528172949,-0.00598211854513623,0.00646615020280835,0.531476298277979,NA,0.0855314159512938,-1.27497773745561,0.457026422995385,-0.00945543466126242,0.00251737909913141,0.531476298277979,NA,-1.27497773745561,"not restored","not restored"
"Coriobacteriaceae UCG-002","Male","week 5",1.08653011957993,0.33419939115693,-0.00390143880590017,0.0124881832182673,0.0488222068153382,NA,1.08653011957993,0.076839044444653,0.939817729418399,-0.0126322268602451,0.013572780584751,0.0949029515682076,NA,0.076839044444653,-0.993618266905563,0.672985098398902,-0.0192981175692012,0.00704170112153583,0.0949029515682076,NA,-0.993618266905563,"not restored","not restored"
"Coriobacteriaceae UCG-002","Male","week 10",-0.197698381340538,0.847644098419697,-0.0300163300118295,0.0251868021941378,0.00241028466825993,0.619324749375108,-0.197698381340538,1.16884469033822,0.692092754107941,-0.00975258701200919,0.0320375739587366,0.187656086785035,0.962925466412536,1.16884469033822,-0.956401623118336,0.692092754107941,-0.0300231148670214,0.0117354555732388,0.187656086785035,0.962925466412536,-0.956401623118336,"not restored","not restored"
"Corynebacterium","Male","week 5",-1,0.414994610712133,-1.13596643955439e-05,4.77959148833607e-06,0.0416666666666667,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not restored","not restored"
"Corynebacterium","Male","week 10",NA,NA,NA,NA,NA,NA,NA,-0.0572920880227889,1,-7.99480445093745e-06,7.70593904594686e-06,0.0601261922944344,NA,-0.0572920880227889,1.27002288637895,0.872060525890023,-4.74276080538191e-06,1.12621561200397e-05,0.0601261922944344,NA,1.27002288637895,"not restored","not restored"
"Cuneatibacter","Female","week 10",-0.574863540987907,0.566060239831125,-1.82029624285342e-05,9.98712288263013e-06,0.0155433155003172,NA,-0.574863540987907,-0.364082781201924,1,-1.04639863775693e-05,8.20313602990486e-06,0.00867721585941044,NA,-0.364082781201924,0.0960992235682676,1,-9.16735517590466e-06,9.7805972310026e-06,0.00867721585941044,NA,0.0960992235682676,"not restored","not restored"
"Cuneatibacter","Male","week 5",NA,NA,NA,NA,NA,NA,NA,1.16619037896906,0.98794337768322,-4.48933925782211e-06,9.59177707505024e-06,0.0485714285714285,NA,1.16619037896906,-2.53112797555062e-16,1,-7.17998869544862e-06,7.17998869544862e-06,0.0485714285714285,NA,-2.53112797555062e-16,"not restored","not restored"
"Defluviitaleaceae UCG-011","Female","week 5",NA,NA,NA,NA,NA,NA,NA,1.24316312101612,0.666937056556347,-1.38289145382976e-05,5.74026112762618e-05,0.05483163462779,NA,1.24316312101612,0,1,-3.49241288568653e-05,3.49241288568653e-05,0.05483163462779,NA,0,"not restored","not restored"
"Defluviitaleaceae UCG-011","Female","week 10",NA,NA,NA,NA,NA,NA,NA,1.78437369233242,0.24986875804991,-2.17990404967399e-06,3.35653126696215e-05,0.106759341391122,NA,1.78437369233242,-2.51849090119064e-16,1,-1.75255343816648e-05,1.75255343816648e-05,0.106759341391122,NA,-2.51849090119064e-16,"not restored","not restored"
"Defluviitaleaceae UCG-011","Male","week 5",1.31790584561443,0.402188585902523,-2.40118339109268e-05,0.000107733284635273,0.0702140331176151,NA,1.31790584561443,0.922545804353599,1,-9.97809039948902e-05,0.000244733353100278,0.120752156750894,NA,0.922545804353599,-0.542506970708495,1,-0.000216339348604987,0.000130383470195916,0.120752156750894,NA,-0.542506970708495,"not restored","not restored"
"Defluviitaleaceae UCG-011","Male","week 10",0.983272795219273,0.905310013330193,-8.71310925094356e-06,1.23672385998142e-05,0.0425830313879508,NA,0.983272795219273,1.75486172209344,0.24798281643747,-4.19737015588067e-06,6.78018802615055e-05,0.5567408993771,NA,1.75486172209344,-0.218073085571671,1,-3.99548483335141e-05,3.20364900070481e-05,0.5567408993771,NA,-0.218073085571671,"not restored","not restored"
"Delftia","Female","week 10",NA,NA,NA,NA,NA,NA,NA,1.78700690025623,0.234515319552157,-8.29692344248536e-07,1.51778256771249e-05,0.107040911865071,NA,1.78700690025623,-1.37928240516849e-16,1,-7.84833141876649e-06,7.84833141876649e-06,0.107040911865071,NA,-1.37928240516849e-16,"not restored","not restored"
"Desulfovibrio","Female","week 5",0.609894792720317,0.548179921450878,-0.00418972328812587,0.00768060899275135,0.0159152879195391,NA,0.609894792720317,-2.22754551276901,0.102964072631926,-0.0182186596728482,7.15079704925441e-05,0.451387014877729,NA,-2.22754551276901,0.699955405740736,0.500405086593504,-0.00603290515606118,0.0115251581824639,0.451387014877729,NA,0.699955405740736,"not restored","not restored"
"Desulfovibrio","Female","week 10",1.34741585104556,0.191560691592467,-0.00315806610773388,0.014873080380989,0.0731610211029499,NA,1.34741585104556,-3.0553723324229,0.00870443954809532,-0.0196065315587854,-0.00394290462045061,0.220824191835995,NA,-3.0553723324229,-2.35909643816929,0.024205006411327,-0.016594602891098,-0.00123515300413986,0.220824191835995,NA,-2.35909643816929,"not restored","not restored"
"Desulfovibrio","Male","week 5",0.438762741790148,0.66968508550899,-0.00564149753631784,0.00843243808821311,0.0105204927691973,NA,0.438762741790148,-2.45326820560029,0.0604832686063336,-0.0106195546297667,-0.00097169705273193,0.315330292463377,NA,-2.45326820560029,1.26284295391112,0.216052363194485,-0.00193119059738655,0.00821201997880924,0.315330292463377,NA,1.26284295391112,"not restored","not restored"
"Desulfovibrio","Male","week 10",1.14723946156366,0.263657398820981,-0.00316400341275082,0.0109942807449499,0.0554588805476762,NA,1.14723946156366,-1.96080047305504,0.116334336969443,-0.0116640316906578,0.000209502167571276,0.119049137852058,NA,-1.96080047305504,-0.205331100719215,0.838540215186535,-0.00664795444798723,0.00542793416453891,0.119049137852058,NA,-0.205331100719215,"not restored","not restored"
"Dorea","Female","week 5",5.64108569650326,2.34455422278586e-05,0.00223953881507493,0.00484579812790463,0.649934918252638,NA,5.64108569650326,-0.37978063151358,0.869691784803174,-0.00965866293390273,0.00683471274840252,0.114745574202741,NA,-0.37978063151358,0.811719684544439,0.869691784803174,-0.00501347566088421,0.0108264708056875,0.114745574202741,NA,0.811719684544439,"not restored","not restored"
"Dorea","Female","week 10",0.239224321675402,0.821142078945583,-0.000342068756972871,0.000410457487515298,0.00406911204839963,NA,0.239224321675402,1.46667005445793,0.460148817259729,-0.000470634851416595,0.00285144695003506,0.0930291516750387,NA,1.46667005445793,-0.245638189511717,0.807856387253343,-0.00183333615119223,0.00144163006586707,0.0930291516750387,NA,-0.245638189511717,"not restored","not restored"
"Dorea","Male","week 5",3.27443366124291,0.0253091581769777,0.000394600249063868,0.00237416901984827,0.321643251675368,NA,3.27443366124291,0.466559590763984,1,-0.00242861935747737,0.00376419668471452,0.0197208336710636,NA,0.466559590763984,0.39188900098636,1,-0.00254455687844374,0.00367430078909484,0.0197208336710636,NA,0.39188900098636,"not restored","not restored"
"Dorea","Male","week 10",2.42690432363065,0.102190188969859,-5.34775544378658e-06,0.00163978260442855,0.21240048804621,0.923998586863911,2.42690432363065,-0.900807273006571,0.785403381215491,-0.00108011125595648,0.000469437858544933,0.0156994117186046,0.705517544439735,-0.900807273006571,-0.0564849241599057,0.956156317978946,-0.000814578128919131,0.000774727697560021,0.0156994117186046,0.705517544439735,-0.0564849241599057,"not restored","not restored"
"Dubosiella","Female","week 5",-0.896397685100381,0.456046031740698,-0.000293069091151384,0.000147273118036162,0.0459964304182786,NA,-0.896397685100381,1.67062923055069,0.374840225516387,-0.00128053122579296,0.00906544657446256,0.189479625138688,0.723566954233085,1.67062923055069,-0.259458111721901,1,-0.0056207485965968,0.00443454668329478,0.189479625138688,0.723566954233085,-0.259458111721901,"not restored","not restored"
"Dubosiella","Female","week 10",1.21678761123297,0.516762924789161,-0.00318764929843317,0.0103080498157553,0.994549877735077,NA,1.21678761123297,0.478288394956611,0.643346966255654,-0.00483488967859161,0.0074500979983529,0.261068276566343,NA,0.478288394956611,-1.07325350379275,0.61938608761231,-0.00872276839670044,0.00307938986652429,0.261068276566343,NA,-1.07325350379275,"not restored","not restored"
"Dubosiella","Male","week 5",0.972071224871021,0.722740725711042,-0.00147226484278747,0.00357414424650305,0.0416587558870315,NA,0.972071224871021,1.70964697420397,0.346286499121654,-0.00103338640397264,0.00821419216669777,0.185407179378968,0.759039497027249,1.70964697420397,-0.462381872293675,0.936562558295934,-0.00559659657076708,0.00364216390437183,0.185407179378968,0.759039497027249,-0.462381872293675,"not restored","not restored"
"Dubosiella","Male","week 10",-0.987248170748621,0.405290419791095,-0.000687589882883658,0.000268758621039357,0.0456393028091392,NA,-0.987248170748621,2.6384502877762,0.0665412486084634,0.00274053867303776,0.0293155724274327,0.329416555722544,0.862870584103016,2.6384502877762,-0.0944754259976415,1,-0.0138537644703698,0.012703677571948,0.329416555722544,0.862870584103016,-0.0944754259976415,"not restored","not restored"
"Enterococcus","Female","week 5",-1.23865121037008,0.273976331617896,-0.00247893408243458,0.000889218877650929,0.067909697555313,0.280645685940939,-1.23865121037008,0.869921941196782,0.782336154900808,-0.000118598759069056,0.000294761731162518,0.129820373110163,NA,0.869921941196782,1.81163918519312,0.239169993915808,-2.44955880828804e-05,0.000414235729831863,0.129820373110163,NA,1.81163918519312,"not restored","not restored"
"Enterococcus","Female","week 10",-1.72438321220702,0.125398444096917,-0.000380382744498967,5.70292251526544e-05,0.411922812098453,NA,-1.72438321220702,0.202345987113289,1,-0.000166192138842945,0.000202812353459043,0.0254879418474047,NA,0.202345987113289,0.747558194472135,1,-0.000122099224307482,0.000263951290582593,0.0254879418474047,NA,0.747558194472135,"not restored","not restored"
"Enterococcus","Male","week 5",-1.64546594144718,0.124017444280536,-0.000802081711781292,0.000108843964686591,0.153442659043988,NA,-1.64546594144718,0.607655544736308,1,-5.50422425226308e-05,0.000101671450003405,0.0112997514675419,NA,0.607655544736308,0.310308442008424,1,-6.95932221839481e-05,9.45812635483224e-05,0.0112997514675419,NA,0.310308442008424,"not restored","not restored"
"Enterococcus","Male","week 10",-0.63429864800341,0.543069715665179,-0.000275381930047486,0.000156076231121326,0.0640137092265943,NA,-0.63429864800341,-1.52097666848013,0.282927785012651,-7.9510614701924e-05,1.14784787353209e-05,0.0724223718044035,NA,-1.52097666848013,-1.29146009365117,0.282927785012651,-7.57466093160979e-05,1.688933628132e-05,0.0724223718044035,NA,-1.29146009365117,"not restored","not restored"
"Enterorhabdus","Female","week 5",3.83403669153888,0.00192562441810483,0.00164926483017324,0.00555821178761082,0.445915669541546,NA,3.83403669153888,-2.20420592129762,0.0974948399516817,-0.00795029500539711,-2.59403121107673e-05,0.22057680230521,0.658322796241915,-2.20420592129762,-0.743925722106195,0.471252976280369,-0.00509906579615628,0.00250356359636922,0.22057680230521,0.658322796241915,-0.743925722106195,"not restored","not restored"
"Enterorhabdus","Female","week 10",1.08081884367734,0.317941961807627,-0.00164244206711275,0.00433842430486722,0.061982559533846,0.498538741026186,1.08081884367734,-1.96058320599267,0.156478275968666,-0.00592215506416763,0.000376600079431161,0.169759940783284,0.522470722073755,-1.96058320599267,-0.109595703342785,0.914692570928435,-0.00321796100241117,0.00291248607956579,0.169759940783284,0.522470722073755,-0.109595703342785,"not restored","not restored"
"Enterorhabdus","Male","week 5",2.01523413272818,0.151208444899861,-0.000370195602816903,0.00567012378945156,0.214075107225566,0.781849797559227,2.01523413272818,-2.21406247272732,0.049364185099039,-0.00481627620487512,-8.03062392509216e-06,0.262360593936298,0.688336818991295,-2.21406247272732,-2.78240855141337,0.0349894591783352,-0.0054537992555037,-0.000643491836124244,0.262360593936298,0.688336818991295,-2.78240855141337,"not restored","not restored"
"Enterorhabdus","Male","week 10",0.323338432057611,0.753131768372326,-0.00289571810639016,0.00387803158812692,0.0112315254311283,NA,0.323338432057611,-1.89725695377001,0.164555903945996,-0.00686627164866343,0.000476841591695034,0.239869464606638,NA,-1.89725695377001,0.145866426076399,0.88637272890836,-0.0034428451124271,0.00393876251267786,0.239869464606638,NA,0.145866426076399,"not restored","not restored"
"Erysipelatoclostridium","Female","week 5",2.51115676773399,0.119043208708878,-7.41932571712439e-05,0.00249223735771825,0.287328187479249,0.669618779236045,2.51115676773399,-0.487316300201995,1,-0.00506851919832494,0.0032096732907603,0.30532579210978,NA,-0.487316300201995,1.00341246251602,1,-0.00213872341227551,0.00581838358480468,0.30532579210978,NA,1.00341246251602,"not restored","not restored"
"Erysipelatoclostridium","Female","week 10",1.0754650557934,0.587640384576465,-3.52997004156389e-05,0.000111347956872634,0.0478802432915964,NA,1.0754650557934,0.0917438192614286,1,-0.00168642424510841,0.00183430326558017,0.263104749600496,NA,0.0917438192614286,0.950587494991054,1,-0.0009561765381641,0.00242928266067246,0.263104749600496,NA,0.950587494991054,"not restored","not restored"
"Erysipelatoclostridium","Male","week 5",1.89478914453631,0.185250269153053,-0.000871846377933826,0.00937652336083224,0.202989408504476,0.765213971755505,1.89478914453631,-1.69218932198285,0.230387568710934,-0.00869107087039271,0.00107038284390241,0.401097472354163,NA,-1.69218932198285,-0.113674579880896,0.911266226126683,-0.00514624904344383,0.00463272387135101,0.401097472354163,NA,-0.113674579880896,"not restored","not restored"
"Erysipelatoclostridium","Male","week 10",1.00889817909101,0.679917297642246,-0.000265714327214559,0.000690853236036797,0.0573260636247367,NA,1.00889817909101,-0.477203689708752,1,-0.000706936249203245,0.000459881329514956,0.0869095224289607,0.36425247378246,-0.477203689708752,1.42406202120908,0.551197749670168,-0.000210762998590046,0.000968210546944196,0.0869095224289607,0.36425247378246,1.42406202120908,"not restored","not restored"
"Escherichia-Shigella","Female","week 5",-0.265243793626924,0.793486397540712,-0.00111014558008895,0.000859406780561056,0.00470887972338846,NA,-0.265243793626924,-0.14990070080673,1,-4.42954125270523e-05,3.82097374312644e-05,0.00180703756428897,NA,-0.14990070080673,0.101325473939511,1,-3.84346116945768e-05,4.24683439995338e-05,0.00180703756428897,NA,0.101325473939511,"not restored","not restored"
"Escherichia-Shigella","Female","week 10",-0.40477022188136,0.698860321246659,-0.00247094958335899,0.00176069592188338,0.010220085729217,0.67088513989335,-0.40477022188136,-0.792960265549819,0.87001174292071,-0.00108871921911682,0.000482649853952205,0.0215956199375228,NA,-0.792960265549819,-0.0851848941727498,0.932810608803741,-0.000805220563100616,0.000741338075039872,0.0215956199375228,NA,-0.0851848941727498,"not restored","not restored"
"Escherichia-Shigella","Male","week 5",-1.95205485303253,0.12788075516008,-0.00198352164375423,6.07506655238949e-05,0.149357035361185,NA,-1.95205485303253,-1.37634354074495,0.401350883675316,-8.68888155966404e-05,2.0901020088673e-05,0.0560400171846147,NA,-1.37634354074495,-1.10664175297417,0.401350883675316,-8.1409216637525e-05,2.73857539649345e-05,0.0560400171846147,NA,-1.10664175297417,"not restored","not restored"
"Escherichia-Shigella","Male","week 10",0.0898129421554649,0.93019458068871,-9.16388182463292e-05,9.93459024236879e-05,0.000368946375170234,NA,0.0898129421554649,-1.55927058445442,0.295578510836575,-0.000112695639835643,1.93690485063322e-05,0.0884654314237484,NA,-1.55927058445442,-0.2312845882097,0.821147111354561,-7.36142972262542e-05,5.95433100305795e-05,0.0884654314237484,NA,-0.2312845882097,"not restored","not restored"
"Faecalibaculum","Female","week 5",-3.69265183281756,0.0105708507746224,-0.0301032216214996,-0.00603284075555325,0.441418193766479,0.598116019928915,-3.69265183281756,1.18084853984724,0.526791916492484,-0.0031312202554886,0.0103152704802381,0.107614608375658,0.76323080452231,1.18084853984724,-0.126018458007457,0.901945982374704,-0.00690516152268721,0.0061555281351611,0.107614608375658,0.76323080452231,-0.126018458007457,"not restored","not restored"
"Faecalibaculum","Female","week 10",0.102518973693437,0.919282523603568,-0.0106280959397213,0.0117328497470652,0.000662437609770828,NA,0.102518973693437,-0.795557540862116,0.857687309055871,-0.0375604639850043,0.0178811149128274,0.125180419716944,0.684088087427698,-0.795557540862116,0.823737447458445,0.857687309055871,-0.0168837889900397,0.0367928957080832,0.125180419716944,0.684088087427698,0.823737447458445,"not restored","not restored"
"Faecalibaculum","Male","week 5",0.892244975397458,0.38191741837078,-0.00715105574280528,0.0179505511098492,0.0334551064859844,NA,0.892244975397458,-1.5869116374015,0.275245611703873,-0.0214195898879509,0.00332629415082076,0.074832304838369,NA,-1.5869116374015,-0.896092702305394,0.386167013338666,-0.0177010674805168,0.00730654724833156,0.074832304838369,NA,-0.896092702305394,"not restored","not restored"
"Faecalibaculum","Male","week 10",0.912730677305017,0.381766119590243,-0.0220901467177005,0.0531156329335581,0.0866415654267799,NA,0.912730677305017,-1.74227355644908,0.214406540256094,-0.0544941952022082,0.00609016177922256,0.183555010411287,NA,-1.74227355644908,-0.953640355228367,0.358642146376276,-0.0437694644020425,0.0170702326879572,0.183555010411287,NA,-0.953640355228367,"not restored","not restored"
"Family XIII AD3011 group","Female","week 5",3.55299428665608,0.0140625393736723,0.000175385385078749,0.000812282422678651,0.569569810572176,NA,3.55299428665608,-3.54327639834198,0.00879758159234435,-0.000771470241609535,-0.000181615148996692,0.375581864377416,NA,-3.54327639834198,-1.81771211830671,0.0940784782519645,-0.000520638578439634,4.69654969228582e-05,0.375581864377416,NA,-1.81771211830671,"restored","not restored"
"Family XIII AD3011 group","Female","week 10",2.12981045131122,0.140087196715295,-9.96268947703743e-06,0.000196980816555946,0.313828153310827,NA,2.12981045131122,-1.95122989699495,0.153050163271504,-0.000233742690667969,1.38266912069582e-05,0.277564213927327,NA,-1.95122989699495,-0.426401433075931,0.677749053167361,-0.000142058330565051,9.57794369056275e-05,0.277564213927327,NA,-0.426401433075931,"not restored","not restored"
