"genus","statistic_diet","p.adj_diet","conf.low_diet","conf.high_diet","R2_marginal_diet","R2_conditional_diet","effect_size_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","conf.low_treatment_FOSGOS","conf.high_treatment_FOSGOS","R2_marginal_treatment_FOSGOS","R2_conditional_treatment_FOSGOS","effect_size_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","conf.low_treatment_1472","conf.high_treatment_1472","R2_marginal_treatment_1472","R2_conditional_treatment_1472","effect_size_treatment_1472","restoration_FOSGOS","restoration_1472"
"Rikenellaceae RC9 gut group",1.26527100431172,0.241503468611303,-0.0105237237843509,0.0360771168232779,0.0731167671364918,0.432608877841724,1.26527100431172,-3.92706727145848,0.00598869792454031,-0.0497639228578573,-0.0142574733052054,0.301097202600068,0.633374129240015,-3.92706727145848,-2.1114948095941,0.0552421283380036,-0.034859641050506,0.000448903725074275,0.301097202600068,0.633374129240015,-2.1114948095941,"not restored","not restored"
"Romboutsia",2.81175978051355,0.0313961696800975,0.010518948302111,0.0829383492800204,0.378168740388002,NA,2.81175978051355,-2.30686074725688,0.070605388268685,-0.0850630184582109,-0.00346701536425125,0.376482301498551,0.536210126840286,-2.30686074725688,1.62350229177492,0.124529852737061,-0.00956902767012938,0.0715885593895273,0.376482301498551,0.536210126840286,1.62350229177492,"not restored","not restored"
"Roseburia",5.69083681480295,0.000201148173047142,0.00566222031783114,0.0126877522191722,0.713565685480629,NA,5.69083681480295,-3.8469312729133,0.00236232674669141,-0.0149076192531666,-0.00437617397113134,0.425662047550899,NA,-3.8469312729133,-2.05713375072327,0.0544608553551827,-0.0104216949042819,0.000109750377747546,0.425662047550899,NA,-2.05713375072327,"restored","not restored"
"Ruminococcus",NA,NA,NA,NA,NA,NA,NA,1.80068745786818,0.269536406185118,-2.48671229164475e-05,0.000311834429610417,0.18030632334355,NA,1.80068745786818,-0.0109939360853798,1,-0.000169099539390655,0.000167351865612401,0.18030632334355,NA,-0.0109939360853798,"not restored","not restored"
"Sporosarcina",-1,0.365433525410257,-0.0001120306200874,4.15447965486593e-05,0.0714285714285714,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not restored","not restored"
"Staphylococcus",1.12087890952415,0.568540165314857,-0.0115748014853969,0.0361017603433008,0.0881268914353299,NA,1.12087890952415,-1.43115723932474,0.339037432015253,-0.0319961660887902,0.00606722106563396,0.106798567483586,NA,-1.43115723932474,-1.22289120580573,0.339037432015253,-0.0301095395236043,0.00795384763079807,0.106798567483586,NA,-1.22289120580573,"not restored","not restored"
"Stenotrophomonas",NA,NA,NA,NA,NA,NA,NA,-0.087698135417581,1,-2.13040764428917e-05,1.96156454681731e-05,0.105817295346779,NA,-0.087698135417581,1.2787072573135,0.660920317567381,-8.16689193907176e-06,3.26944129257257e-05,0.105817295346779,NA,1.2787072573135,"not restored","not restored"
"Streptococcus",-0.0361829749864672,0.971901344369654,-0.000277836169515357,0.000269045972546758,0.000102721360494554,NA,-0.0361829749864672,-1.52234720761164,0.290593114037192,-0.000471105238735122,7.52275406570607e-05,0.177364031156505,NA,-1.52234720761164,0.461901208867926,0.649685885045701,-0.000213109003840934,0.000333223775551249,0.177364031156505,NA,0.461901208867926,"not restored","not restored"
"Turicibacter",-1.79988218592089,0.121850305572155,-0.053700128728301,0.00604645243400737,0.131586966528027,0.497052815267509,-1.79988218592089,-1.58814564534727,0.259327370688567,-0.00784483929705344,0.00109042412774982,0.146329290066703,NA,-1.58814564534727,0.0302590641633721,0.976193430042296,-0.00440328551008927,0.00453197791471399,0.146329290066703,NA,0.0302590641633721,"not restored","not restored"
"Tuzzerella",3.15756515728685,0.0325273717991352,0.000756469950294428,0.00531732174890105,0.19677757558927,0.761987924065325,3.15756515728685,-1.68673535294018,0.221035695850502,-0.014415045059795,0.00162436276330139,0.270416148361263,0.323903748566747,-1.68673535294018,1.10036285709079,0.287299400507041,-0.00384579650053965,0.0121606928528827,0.270416148361263,0.323903748566747,1.10036285709079,"not restored","not restored"
"UBA1819",0.0559593605020636,0.956635690977175,-0.0018549458892511,0.00194856952703297,0.000202274054841196,0.179263553535449,0.0559593605020636,-2.1140964156073,0.0974487199438369,-0.00309311580227611,-9.6677794075926e-06,0.216584506087543,NA,-2.1140964156073,-0.165490476850745,0.870402448587067,-0.00166316623391445,0.00142028178895407,0.216584506087543,NA,-0.165490476850745,"not restored","not restored"
"UCG-003",-0.259055971292091,0.799982496370426,-0.000609545033642375,0.000480000506328821,0.00513579485297713,NA,-0.259055971292091,-1.45769116989538,0.414379692913519,-0.000428943936157272,8.4023348747838e-05,0.0677405453913863,0.43422900192471,-1.45769116989538,-1.05611456368411,0.414379692913519,-0.000379486117921596,0.000130169725021697,0.0677405453913863,0.43422900192471,-1.05611456368411,"not restored","not restored"
"UCG-005",2.06139286559682,0.209724072386224,-4.77755030673587e-05,0.000345178372260234,0.176677658177175,0.482620746176975,2.06139286559682,-1.86879317839538,0.1560282498679,-0.000351533993005333,2.0555929381414e-05,0.149937020570539,NA,-1.86879317839538,-0.77172996299116,0.45028797962451,-0.000254384703585328,0.000117705218801094,0.149937020570539,NA,-0.77172996299116,"not restored","not restored"
"UCG-009",1.04774635402088,0.33083707994667,-0.000874319707486396,0.00224664046571221,0.028676785875302,0.684166527142149,1.04774635402088,-2.92873966563911,0.0179406736646057,-0.00511071868033901,-0.000841158560836408,0.377690861858695,NA,-2.92873966563911,0.169839109786115,0.867030932370834,-0.00196220385844892,0.00230735626105309,0.377690861858695,NA,0.169839109786115,"not restored","not restored"
"[Eubacterium] brachy group",1.13590899522032,0.282825956092283,-9.74757551679886e-05,0.000299481636975049,0.0906060880591175,NA,1.13590899522032,-1.2432956056514,0.459419682988776,-0.000324487040060565,8.32148779489049e-05,0.0963488282469123,NA,-1.2432956056514,0.0416678052444188,0.967222239451309,-0.000199807961741626,0.000207893956267844,0.0963488282469123,NA,0.0416678052444188,"not restored","not restored"
"[Eubacterium] nodatum group",1.48472305162038,0.326810650710198,-4.74159328527971e-05,0.000250270176633164,0.144984489473472,NA,1.48472305162038,-1.16018628561078,0.522261152460952,-0.00021945499142263,6.33064395092448e-05,0.0696306101302737,NA,-1.16018628561078,-0.916402960276662,0.522261152460952,-0.000203049689229494,7.97117417023804e-05,0.0696306101302737,NA,-0.916402960276662,"not restored","not restored"
"[Eubacterium] oxidoreducens group",-1,0.36543352541149,-3.50872025130486e-05,1.30115381735249e-05,0.0714285714285715,NA,-1,-1.52560939016816e-16,1,-4.31969898178223e-05,4.31969898178223e-05,0.0909090909090909,NA,-1.52560939016816e-16,1.22474487139159,0.709375329618342,-1.8015050304819e-05,6.83789293307816e-05,0.0909090909090909,NA,1.22474487139159,"not restored","not restored"
"[Eubacterium] xylanophilum group",3.91344054169079e-08,1,-Inf,Inf,2.13902079804698e-31,0.999999999999998,3.91344054169079e-08,-1.41950098590658,0.484773237666534,-0.00127916122373654,0.00026929228276356,0.0648294425755398,0.397150775582216,-1.41950098590658,-0.57210752299195,0.577310877569178,-0.000971411592684251,0.000565663199963111,0.0648294425755398,0.397150775582216,-0.57210752299195,"not restored","not restored"
