"sex","timepoint","statistic_diet","p.adj_diet","conf.low_diet","conf.high_diet","R2_marginal_diet","R2_conditional_diet","effect_size_diet","statistic_treatment_FOSGOS","p.adj_treatment_FOSGOS","statistic_treatment_1472","p.adj_treatment_1472","restoration_FOSGOS","restoration_1472"
"Female","week 5",5.4630677944372,0.012074440808606,-0.190792485571262,0.0203235332395284,0.850073263071693,NA,-1.90876755395948,-11.2743811618603,5.76164444737496e-05,-1.90876755395948,0.097871740230458,"restored","not restored"
"Female","week 10",0.98112413578606,0.362267757055227,-0.155636457233077,0.133363904020444,0.972720392355724,NA,-0.170503556211648,-8.80075383335484,1.03431335394447e-05,-0.170503556211648,0.867838709752609,"not restored","not restored"
"Male","week 5",2.1250695901216,0.117492562965992,-0.0790393707925116,0.18669737482379,0.650243890229436,0.755838098841287,0.88891701532745,-5.89076133669874,0.000369281978207246,0.88891701532745,0.392596731116231,"not restored","not restored"
"Male","week 10",1.50135187460043,0.341550462195849,-0.0103084886044141,0.10702639101696,0.95704902230311,0.996955608025912,1.82687925038589,-23.7960733828921,1.90942225739299e-09,1.82687925038589,0.0964948410513496,"not restored","not restored"
