"sex","timepoint","Family",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Male","week 10","Butyricicoccaceae","Abundance","Control Vehicle","HFHS Vehicle",0.435730660031737,1,"0.43573","ns","Wilcoxon","Abundance",0.164991582276861,12,12,"small"
"Male","week 10","Butyricicoccaceae","Abundance","Control Vehicle","HFHS FOS+GOS",2.31878352237023e-05,0.021,"2.3e-05","****","Wilcoxon","Abundance",0.851810656982429,12,13,"large"
"Male","week 10","Butyricicoccaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.285476308851882,1,"0.28548","ns","Wilcoxon","Abundance",0.22391714737574,12,12,"small"
"Male","week 10","Butyricicoccaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.31878352237023e-05,0.021,"2.3e-05","****","Wilcoxon","Abundance",0.851810656982429,12,13,"large"
"Male","week 10","Butyricicoccaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.795012171964238,1,"0.79501","ns","Wilcoxon","Abundance",0.058925565098879,12,12,"small"
"Male","week 10","Butyricicoccaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.31878352237023e-05,0.021,"2.3e-05","****","Wilcoxon","Abundance",0.851810656982429,13,12,"large"
"Female","week 10","Butyricicoccaceae","Abundance","Control Vehicle","HFHS Vehicle",0.488327760174263,1,"0.48833","ns","Wilcoxon","Abundance",0.147345947957481,12,12,"small"
"Female","week 10","Butyricicoccaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.000776799838105254,0.62,"0.00078","***","Wilcoxon","Abundance",0.692012974461558,12,12,"large"
"Female","week 10","Butyricicoccaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.134705049840079,1,"0.13471","ns","Wilcoxon","Abundance",0.304599844203436,12,13,"moderate"
"Female","week 10","Butyricicoccaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00144464703375882,1,"0.00144","**","Wilcoxon","Abundance",0.656219199920443,12,12,"large"
"Female","week 10","Butyricicoccaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.806636280193047,1,"0.80664","ns","Wilcoxon","Abundance",0.0543928293220421,12,13,"small"
"Female","week 10","Butyricicoccaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.79761419589138e-05,0.025,"2.8e-05","****","Wilcoxon","Abundance",0.843345166065358,12,13,"large"
"Male","week 5","Butyricicoccaceae","Abundance","Control Vehicle","HFHS Vehicle",0.0530979572855834,1,"0.05310","ns","Wilcoxon","Abundance",0.400693842672377,12,12,"moderate"
"Male","week 5","Butyricicoccaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.369461942747504,1,"0.36946","ns","Wilcoxon","Abundance",0.184935619694943,12,13,"small"
"Male","week 5","Butyricicoccaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000477681728956982,0.39,"0.00048","***","Wilcoxon","Abundance",0.718891894206323,12,12,"large"
"Male","week 5","Butyricicoccaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0114301180144431,1,"0.01143","*","Wilcoxon","Abundance",0.511292595627196,12,13,"large"
"Male","week 5","Butyricicoccaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0689643333390541,1,"0.06896","ns","Wilcoxon","Abundance",0.377123616632825,12,12,"moderate"
"Male","week 5","Butyricicoccaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000297895591481399,0.24,"0.00030","***","Wilcoxon","Abundance",0.728863912915364,13,12,"large"
"Female","week 10","Chlamydiaceae","Abundance","Control Vehicle","HFHS Vehicle",1,1,"1.00000","ns","Wilcoxon","Abundance",0.0122868296795748,12,12,"small"
"Female","week 10","Chlamydiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Chlamydiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Female","week 10","Chlamydiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Chlamydiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Female","week 5","Chlamydiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 5","Chlamydiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 5","Chlamydiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 10","Chlamydiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Chlamydiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Chlamydiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Christensenellaceae","Abundance","Control Vehicle","HFHS Vehicle",0.000900935596360016,0.71,"0.00090","***","Wilcoxon","Abundance",0.683536555146996,12,12,"large"
"Female","week 5","Christensenellaceae","Abundance","Control Vehicle","HFHS FOS+GOS",2.90426639685465e-05,0.026,"2.9e-05","****","Wilcoxon","Abundance",0.859464161114686,12,12,"large"
"Female","week 5","Christensenellaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0114301180144431,1,"0.01143","*","Wilcoxon","Abundance",0.511292595627196,12,13,"large"
"Female","week 5","Christensenellaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.23371780734926e-05,0.02,"2.2e-05","****","Wilcoxon","Abundance",0.87156929014447,12,12,"large"
"Female","week 5","Christensenellaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.56791511114482,1,"0.56792","ns","Wilcoxon","Abundance",0.119664224508493,12,13,"small"
"Female","week 5","Christensenellaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",8.34099127152994e-05,0.071,"8.3e-05","****","Wilcoxon","Abundance",0.792497596446052,12,13,"large"
"Male","week 10","Christensenellaceae","Abundance","Control Vehicle","HFHS Vehicle",0.157212753340004,1,"0.15721","ns","Wilcoxon","Abundance",0.294627825494395,12,12,"small"
"Male","week 10","Christensenellaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.000152114069893409,0.13,"0.00015","***","Wilcoxon","Abundance",0.762968270716799,12,13,"large"
"Male","week 10","Christensenellaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.312321421676216,1,"0.31232","ns","Wilcoxon","Abundance",0.212132034355964,12,12,"small"
"Male","week 10","Christensenellaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",6.18645951097343e-05,0.053,"6.2e-05","****","Wilcoxon","Abundance",0.806566457614901,12,13,"large"
"Male","week 10","Christensenellaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Male","week 10","Christensenellaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",9.75573884844581e-05,0.082,"9.8e-05","****","Wilcoxon","Abundance",0.78476736416585,13,12,"large"
"Female","week 10","Christensenellaceae","Abundance","Control Vehicle","HFHS Vehicle",0.285476308851882,1,"0.28548","ns","Wilcoxon","Abundance",0.22391714737574,12,12,"small"
"Female","week 10","Christensenellaceae","Abundance","Control Vehicle","HFHS FOS+GOS",5.57424565802742e-05,0.048,"5.6e-05","****","Wilcoxon","Abundance",0.828568247720491,12,12,"large"
"Female","week 10","Christensenellaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.086643733654737,1,"0.08664","ns","Wilcoxon","Abundance",0.34811410766107,12,13,"moderate"
"Female","week 10","Christensenellaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",3.38156067957849e-05,0.03,"3.4e-05","****","Wilcoxon","Abundance",0.85224162622679,12,12,"large"
"Female","week 10","Christensenellaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.00146271658668115,1,"0.00146","**","Wilcoxon","Abundance",0.641835386000097,12,13,"large"
"Female","week 10","Christensenellaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000147687687287673,0.12,"0.00015","***","Wilcoxon","Abundance",0.764445461394487,12,13,"large"
"Male","week 5","Christensenellaceae","Abundance","Control Vehicle","HFHS Vehicle",0.312321421676216,1,"0.31232","ns","Wilcoxon","Abundance",0.212132034355964,12,12,"small"
"Male","week 5","Christensenellaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.00163912229573118,1,"0.00164","**","Wilcoxon","Abundance",0.635247008205075,12,13,"large"
"Male","week 5","Christensenellaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00200950485566001,1,"0.00201","**","Wilcoxon","Abundance",0.636396103067893,12,12,"large"
"Male","week 5","Christensenellaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00106865178068976,0.84,"0.00107","**","Wilcoxon","Abundance",0.659858805321875,12,13,"large"
"Male","week 5","Christensenellaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0120228254076174,1,"0.01202","*","Wilcoxon","Abundance",0.518544972870135,12,12,"large"
"Male","week 5","Christensenellaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",3.55601548298085e-05,0.031,"3.6e-05","****","Wilcoxon","Abundance",0.832392631441132,13,12,"large"
"Female","week 5","Clostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.00491727994842584,1,"0.00492","**","Wilcoxon","Abundance",0.579997773404344,12,12,"large"
"Female","week 5","Clostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.501465054313442,1,"0.50147","ns","Wilcoxon","Abundance",0.14317509816446,12,12,"small"
"Female","week 5","Clostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.188743869618405,1,"0.18874","ns","Wilcoxon","Abundance",0.268337098293523,12,13,"small"
"Female","week 5","Clostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00425641979172788,1,"0.00426","**","Wilcoxon","Abundance",0.589383791829924,12,12,"large"
"Female","week 5","Clostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.031672726558415,1,"0.03167","*","Wilcoxon","Abundance",0.435142634576337,12,13,"moderate"
"Female","week 5","Clostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.220657684609437,1,"0.22066","ns","Wilcoxon","Abundance",0.250399704178248,12,13,"small"
"Male","week 10","Clostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.0194921210426381,1,"0.01949","*","Wilcoxon","Abundance",0.484166413439599,12,12,"moderate"
"Male","week 10","Clostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Clostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.112900304782481,1,"0.11290","ns","Wilcoxon","Abundance",0.331893441792665,12,12,"moderate"
"Male","week 10","Clostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Male","week 10","Clostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Male","week 10","Clostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0298346371350379,1,"0.02983","*","Wilcoxon","Abundance",0.442974508402391,13,12,"moderate"
"Male","week 5","Clostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.152129732154252,1,"0.15213","ns","Wilcoxon","Abundance",0.298281454509292,12,12,"small"
"Male","week 5","Clostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.711730496955881,1,"0.71173","ns","Wilcoxon","Abundance",0.0795917183440543,12,13,"small"
"Male","week 5","Clostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.180855352169694,1,"0.18086","ns","Wilcoxon","Abundance",0.279081744411512,12,12,"small"
"Male","week 5","Clostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0639787857724145,1,"0.06398","ns","Wilcoxon","Abundance",0.375994868810921,12,13,"moderate"
"Male","week 5","Clostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.75062213675182,1,"0.75062","ns","Wilcoxon","Abundance",0.0707722459824028,12,12,"small"
"Male","week 5","Clostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0654596709783315,1,"0.06546","ns","Wilcoxon","Abundance",0.373919989682396,13,12,"moderate"
"Female","week 10","Clostridiaceae","Abundance","Control Vehicle","HFHS Vehicle",0.007468887218752,1,"0.00747","**","Wilcoxon","Abundance",0.552648219214124,12,12,"large"
"Female","week 10","Clostridiaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Female","week 10","Clostridiaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0339703845612792,1,"0.03397","*","Wilcoxon","Abundance",0.430414231010558,12,13,"moderate"
"Female","week 10","Clostridiaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00108433256167357,0.85,"0.00108","**","Wilcoxon","Abundance",0.674033372804582,12,12,"large"
"Female","week 10","Clostridiaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.844047236098311,1,"0.84405","ns","Wilcoxon","Abundance",0.044964402635237,12,13,"small"
"Female","week 10","Clostridiaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0043715097917865,1,"0.00437","**","Wilcoxon","Abundance",0.57687355350336,12,13,"large"
"Female","week 10","Comamonadaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Female","week 10","Comamonadaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Female","week 10","Comamonadaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Male","week 5","Corynebacteriaceae","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 5","Corynebacteriaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 5","Corynebacteriaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Corynebacteriaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Corynebacteriaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Corynebacteriaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,13,12,"small"
"Female","week 10","Deferribacteraceae","Abundance","Control Vehicle","HFHS Vehicle",0.0395360941154839,1,"0.03954","*","Wilcoxon","Abundance",0.426120813113395,12,12,"moderate"
"Female","week 10","Deferribacteraceae","Abundance","Control Vehicle","HFHS FOS+GOS",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Female","week 10","Deferribacteraceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.817606038974758,1,"0.81761","ns","Wilcoxon","Abundance",0.0518906553920212,12,13,"small"
"Female","week 10","Deferribacteraceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0193469737642102,1,"0.01935","*","Wilcoxon","Abundance",0.483294709300537,12,12,"moderate"
"Female","week 10","Deferribacteraceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0342558590721853,1,"0.03426","*","Wilcoxon","Abundance",0.428908223459219,12,13,"moderate"
"Female","week 10","Deferribacteraceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.635933151631081,1,"0.63593","ns","Wilcoxon","Abundance",0.100247831854675,12,13,"small"
"Female","week 5","Deferribacteraceae","Abundance","Control Vehicle","HFHS Vehicle",0.389849520182548,1,"0.38985","ns","Wilcoxon","Abundance",0.181576935446765,12,12,"small"
"Female","week 5","Deferribacteraceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0861085935144647,1,"0.08611","ns","Wilcoxon","Abundance",0.356274567333845,12,12,"moderate"
"Female","week 5","Deferribacteraceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.885389358887526,1,"0.88539","ns","Wilcoxon","Abundance",0.0345937702613475,12,13,"small"
"Female","week 5","Deferribacteraceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.54401974375423,1,"0.54402","ns","Wilcoxon","Abundance",0.129749117634405,12,12,"small"
"Female","week 5","Deferribacteraceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.419348540484245,1,"0.41935","ns","Wilcoxon","Abundance",0.167079719757792,12,13,"small"
"Female","week 5","Deferribacteraceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.13207397383028,1,"0.13207","ns","Wilcoxon","Abundance",0.306670969478312,12,13,"moderate"
"Male","week 5","Deferribacteraceae","Abundance","Control Vehicle","HFHS Vehicle",0.0349304854554014,1,"0.03493","*","Wilcoxon","Abundance",0.436428850224817,12,12,"moderate"
"Male","week 5","Deferribacteraceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.163806508693394,1,"0.16381","ns","Wilcoxon","Abundance",0.28393688566081,12,13,"small"
"Male","week 5","Deferribacteraceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.267601450476467,1,"0.26760","ns","Wilcoxon","Abundance",0.232408673050025,12,12,"small"
"Male","week 5","Deferribacteraceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.702844040965511,1,"0.70284","ns","Wilcoxon","Abundance",0.0817466004339427,12,13,"small"
"Male","week 5","Deferribacteraceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0910032404993264,1,"0.09100","ns","Wilcoxon","Abundance",0.351048741863745,12,12,"moderate"
"Male","week 5","Deferribacteraceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.181548016998181,1,"0.18155","ns","Wilcoxon","Abundance",0.272885891465329,13,12,"small"
"Male","week 10","Deferribacteraceae","Abundance","Control Vehicle","HFHS Vehicle",0.839825619710118,1,"0.83983","ns","Wilcoxon","Abundance",0.0471507033463939,12,12,"small"
"Male","week 10","Deferribacteraceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.13395467569735,1,"0.13395","ns","Wilcoxon","Abundance",0.305187308286719,12,13,"moderate"
"Male","week 10","Deferribacteraceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0191570995619852,1,"0.01916","*","Wilcoxon","Abundance",0.484205161191372,12,12,"moderate"
"Male","week 10","Deferribacteraceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.036213081710776,1,"0.03621","*","Wilcoxon","Abundance",0.424345681498816,12,13,"moderate"
"Male","week 10","Deferribacteraceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0129854881857653,1,"0.01299","*","Wilcoxon","Abundance",0.513044101755983,12,12,"large"
"Male","week 10","Deferribacteraceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.172415167608652,1,"0.17242","ns","Wilcoxon","Abundance",0.278466199596321,13,12,"small"
"Male","week 5","Defluviitaleaceae","Abundance","Control Vehicle","HFHS Vehicle",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 5","Defluviitaleaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0452950543307626,1,"0.04530","*","Wilcoxon","Abundance",0.408899546217591,12,13,"moderate"
"Male","week 5","Defluviitaleaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.445969707823079,1,"0.44597","ns","Wilcoxon","Abundance",0.159688843913374,12,13,"small"
"Male","week 5","Defluviitaleaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 5","Defluviitaleaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0452950543307626,1,"0.04530","*","Wilcoxon","Abundance",0.408899546217591,13,12,"moderate"
"Female","week 5","Defluviitaleaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Defluviitaleaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Defluviitaleaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Defluviitaleaceae","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Defluviitaleaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0918469994382848,1,"0.09185","ns","Wilcoxon","Abundance",0.346779614388936,12,13,"moderate"
"Male","week 10","Defluviitaleaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.286947178116908,1,"0.28695","ns","Wilcoxon","Abundance",0.221487254201195,12,13,"small"
"Male","week 10","Defluviitaleaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Defluviitaleaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0918469994382848,1,"0.09185","ns","Wilcoxon","Abundance",0.346779614388936,13,12,"moderate"
"Female","week 10","Defluviitaleaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0788056024469581,1,"0.07881","ns","Wilcoxon","Abundance",0.369031449237481,12,12,"moderate"
"Female","week 10","Defluviitaleaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0788056024469581,1,"0.07881","ns","Wilcoxon","Abundance",0.369031449237481,12,12,"moderate"
"Female","week 10","Defluviitaleaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,12,13,"moderate"
"Female","week 10","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS Vehicle",0.402503823782004,1,"0.40250","ns","Wilcoxon","Abundance",0.176776695296637,12,12,"small"
"Female","week 10","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.00510790542499549,1,"0.00511","**","Wilcoxon","Abundance",0.577470537969014,12,12,"large"
"Female","week 10","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0770998717435418,1,"0.07710","ns","Wilcoxon","Abundance",0.358992673525478,12,13,"moderate"
"Female","week 10","Desulfovibrionaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00861555811882047,1,"0.00862","**","Wilcoxon","Abundance",0.542115198909687,12,12,"large"
"Female","week 10","Desulfovibrionaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0534897998673802,1,"0.05349","ns","Wilcoxon","Abundance",0.391628371118703,12,13,"moderate"
"Female","week 10","Desulfovibrionaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.462763970575789,1,"0.46276","ns","Wilcoxon","Abundance",0.152299922101718,12,13,"small"
"Female","week 5","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS Vehicle",0.0782522285262371,1,"0.07825","ns","Wilcoxon","Abundance",0.36533850361305,12,12,"moderate"
"Female","week 5","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.0141379694559115,1,"0.01414","*","Wilcoxon","Abundance",0.506759859850359,12,12,"large"
"Female","week 5","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0154999933352888,1,"0.01550","*","Wilcoxon","Abundance",0.489535463898379,12,13,"moderate"
"Female","week 5","Desulfovibrionaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000246206232822773,0.2,"0.00025","***","Wilcoxon","Abundance",0.754247233265651,12,12,"large"
"Female","week 5","Desulfovibrionaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Female","week 5","Desulfovibrionaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000156638473297119,0.13,"0.00016","***","Wilcoxon","Abundance",0.76149961050859,12,13,"large"
"Male","week 5","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS Vehicle",0.214493807783517,1,"0.21449","ns","Wilcoxon","Abundance",0.259272486435068,12,12,"small"
"Male","week 5","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.891835452746662,1,"0.89184","ns","Wilcoxon","Abundance",0.0326356975932253,12,13,"small"
"Male","week 5","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00354983863491357,1,"0.00355","**","Wilcoxon","Abundance",0.601040764008566,12,12,"large"
"Male","week 5","Desulfovibrionaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0605794374794283,1,"0.06058","ns","Wilcoxon","Abundance",0.380749805254295,12,13,"moderate"
"Male","week 5","Desulfovibrionaceae","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0303828219765775,1,"0.03038","*","Wilcoxon","Abundance",0.44783429475148,12,12,"moderate"
"Male","week 5","Desulfovibrionaceae","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000822354113655869,0.65,"0.00082","***","Wilcoxon","Abundance",0.674471083593322,13,12,"large"
"Male","week 10","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS Vehicle",0.193930852282411,1,"0.19393","ns","Wilcoxon","Abundance",0.271057599454843,12,12,"small"
"Male","week 10","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS FOS+GOS",0.531631442021847,1,"0.53163","ns","Wilcoxon","Abundance",0.130542790372901,12,13,"small"
"Male","week 10","Desulfovibrionaceae","Abundance","Control Vehicle","HFHS B. longum APC1472",0.370844333304221,1,"0.37084","ns","Wilcoxon","Abundance",0.188561808316413,12,12,"small"
"Male","week 10","Desulfovibrionaceae","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.108584401614275,1,"0.10858","ns","Wilcoxon","Abundance",0.326356975932253,12,13,"moderate"
