"sex","timepoint","Genus",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Male","week 10","Caproiciproducens","Abundance","Control Vehicle","HFHS Vehicle",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Caproiciproducens","Abundance","Control Vehicle","HFHS FOS+GOS",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Male","week 10","Caproiciproducens","Abundance","Control Vehicle","HFHS B. longum APC1472",0.513856433533076,1,"0.51386","ns","Wilcoxon","Abundance",0.143512230259021,12,12,"small"
"Male","week 10","Caproiciproducens","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Caproiciproducens","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,13,12,"small"
"Female","week 10","Christensenella","Abundance","Control Vehicle","HFHS Vehicle",0.103308147921431,1,"0.10331","ns","Wilcoxon","Abundance",0.338460838967153,12,12,"moderate"
"Female","week 10","Christensenella","Abundance","Control Vehicle","HFHS FOS+GOS",9.00684359736827e-05,0.16,"9.0e-05","****","Wilcoxon","Abundance",0.805525622049217,12,12,"large"
"Female","week 10","Christensenella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0361055583790866,1,"0.03611","*","Wilcoxon","Abundance",0.42459080273703,12,13,"moderate"
"Female","week 10","Christensenella","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0154004653088209,1,"0.01540","*","Wilcoxon","Abundance",0.501331241843685,12,12,"large"
"Female","week 10","Christensenella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.42525975585553,1,"0.42526","ns","Wilcoxon","Abundance",0.164964701330469,12,13,"small"
"Female","week 10","Christensenella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000251062153781975,0.43,"0.00025","***","Wilcoxon","Abundance",0.738000432242079,12,13,"large"
"Male","week 10","Christensenella","Abundance","Control Vehicle","HFHS Vehicle",0.435331129063292,1,"0.43533","ns","Wilcoxon","Abundance",0.165135240625607,12,12,"small"
"Male","week 10","Christensenella","Abundance","Control Vehicle","HFHS FOS+GOS",1.03034271506042e-05,0.019,"1.0e-05","****","Wilcoxon","Abundance",0.887906770041251,12,13,"large"
"Male","week 10","Christensenella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.930927507523667,1,"0.93093","ns","Wilcoxon","Abundance",0.0235907486608009,12,12,"small"
"Male","week 10","Christensenella","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000521508769446359,0.86,"0.00052","***","Wilcoxon","Abundance",0.700032319874431,12,13,"large"
"Male","week 10","Christensenella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.24459107175334,1,"0.24459","ns","Wilcoxon","Abundance",0.243454287678127,12,12,"small"
"Male","week 10","Christensenella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000521508769446359,0.86,"0.00052","***","Wilcoxon","Abundance",0.700032319874431,13,12,"large"
"Female","week 5","Christensenella","Abundance","Control Vehicle","HFHS Vehicle",0.0118416418243391,1,"0.01184","*","Wilcoxon","Abundance",0.519861505506634,12,12,"large"
"Female","week 5","Christensenella","Abundance","Control Vehicle","HFHS FOS+GOS",0.000383391726577478,0.64,"0.00038","***","Wilcoxon","Abundance",0.731672623231324,12,12,"large"
"Female","week 5","Christensenella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0465291637362495,1,"0.04653","*","Wilcoxon","Abundance",0.403641550341135,12,13,"moderate"
"Female","week 5","Christensenella","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0164731558055827,1,"0.01647","*","Wilcoxon","Abundance",0.497840162688997,12,12,"moderate"
"Female","week 5","Christensenella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.204641491854035,1,"0.20464","ns","Wilcoxon","Abundance",0.259453276960106,12,13,"small"
"Female","week 5","Christensenella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00181425565668135,1,"0.00181","**","Wilcoxon","Abundance",0.630379573231094,12,13,"large"
"Male","week 5","Christensenella","Abundance","Control Vehicle","HFHS Vehicle",0.653118840170442,1,"0.65312","ns","Wilcoxon","Abundance",0.0978562833894841,12,12,"small"
"Male","week 5","Christensenella","Abundance","Control Vehicle","HFHS FOS+GOS",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Male","week 5","Christensenella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.557785244330932,1,"0.55779","ns","Wilcoxon","Abundance",0.125941231791523,12,12,"small"
"Male","week 5","Christensenella","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000720325428721476,1,"0.00072","***","Wilcoxon","Abundance",0.682911204333685,12,13,"large"
"Male","week 5","Christensenella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.787421676386028,1,"0.78742","ns","Wilcoxon","Abundance",0.0611601771184276,12,12,"small"
"Male","week 5","Christensenella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,13,12,"large"
"Male","week 10","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS Vehicle",0.60582051180597,1,"0.60582","ns","Wilcoxon","Abundance",0.111534316899122,12,12,"small"
"Male","week 10","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS FOS+GOS",0.817606038974758,1,"0.81761","ns","Wilcoxon","Abundance",0.0518906553920212,12,13,"small"
"Male","week 10","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0429135933812884,1,"0.04291","*","Wilcoxon","Abundance",0.420034283706871,12,12,"moderate"
"Male","week 10","Christensenellaceae R-7 group","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.537987180205952,1,"0.53799","ns","Wilcoxon","Abundance",0.129037251819896,12,13,"small"
"Male","week 10","Christensenellaceae R-7 group","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0499248353716414,1,"0.04992","*","Wilcoxon","Abundance",0.407228496069435,12,12,"moderate"
"Male","week 10","Christensenellaceae R-7 group","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0940430295249969,1,"0.09404","ns","Wilcoxon","Abundance",0.341455602166843,13,12,"moderate"
"Female","week 5","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS Vehicle",0.79652360876502,1,"0.79652","ns","Wilcoxon","Abundance",0.0592123092015132,12,12,"small"
"Female","week 5","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS FOS+GOS",0.0484642410766325,1,"0.04846","*","Wilcoxon","Abundance",0.410539090632029,12,12,"moderate"
"Female","week 5","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.00632962104427292,12,13,"small"
"Female","week 5","Christensenellaceae R-7 group","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0484642410766325,1,"0.04846","*","Wilcoxon","Abundance",0.410539090632029,12,12,"moderate"
"Female","week 5","Christensenellaceae R-7 group","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.84939640127479,1,"0.84940","ns","Wilcoxon","Abundance",0.0443073473099104,12,13,"small"
"Female","week 5","Christensenellaceae R-7 group","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.139220520108205,1,"0.13922","ns","Wilcoxon","Abundance",0.303522625601401,12,13,"moderate"
"Male","week 5","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS Vehicle",0.361521331063079,1,"0.36152","ns","Wilcoxon","Abundance",0.192679829066059,12,12,"small"
"Male","week 5","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS FOS+GOS",0.0575794252617176,1,"0.05758","ns","Wilcoxon","Abundance",0.386106883700648,12,13,"moderate"
"Male","week 5","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.00629706158957614,12,12,"small"
"Male","week 5","Christensenellaceae R-7 group","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.364236027148683,1,"0.36424","ns","Wilcoxon","Abundance",0.188723179170351,12,13,"small"
"Male","week 5","Christensenellaceae R-7 group","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.445251759352402,1,"0.44525","ns","Wilcoxon","Abundance",0.162593916273628,12,12,"small"
"Male","week 5","Christensenellaceae R-7 group","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.169594332794644,1,"0.16959","ns","Wilcoxon","Abundance",0.281569234448069,13,12,"small"
"Female","week 10","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS Vehicle",0.777038583673154,1,"0.77704","ns","Wilcoxon","Abundance",0.0642266096886863,12,12,"small"
"Female","week 10","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS FOS+GOS",0.259282564954107,1,"0.25928","ns","Wilcoxon","Abundance",0.236849236806053,12,12,"small"
"Female","week 10","Christensenellaceae R-7 group","Abundance","Control Vehicle","HFHS B. longum APC1472",0.255949298428761,1,"0.25595","ns","Wilcoxon","Abundance",0.23334410662481,12,13,"small"
"Female","week 10","Christensenellaceae R-7 group","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.445251759352402,1,"0.44525","ns","Wilcoxon","Abundance",0.162593916273628,12,12,"small"
"Female","week 10","Christensenellaceae R-7 group","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.375538348129189,1,"0.37554","ns","Wilcoxon","Abundance",0.183559010283915,12,13,"small"
"Female","week 10","Christensenellaceae R-7 group","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.973808344786604,1,"0.97381","ns","Wilcoxon","Abundance",0.0131329077756478,12,13,"small"
"Female","week 5","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS Vehicle",0.00491727994842584,1,"0.00492","**","Wilcoxon","Abundance",0.579997773404344,12,12,"large"
"Female","week 5","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS FOS+GOS",0.501465054313442,1,"0.50147","ns","Wilcoxon","Abundance",0.14317509816446,12,12,"small"
"Female","week 5","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS B. longum APC1472",0.188743869618405,1,"0.18874","ns","Wilcoxon","Abundance",0.268337098293523,12,13,"small"
"Female","week 5","Clostridium sensu stricto 1","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00425641979172788,1,"0.00426","**","Wilcoxon","Abundance",0.589383791829924,12,12,"large"
"Female","week 5","Clostridium sensu stricto 1","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.031672726558415,1,"0.03167","*","Wilcoxon","Abundance",0.435142634576337,12,13,"moderate"
"Female","week 5","Clostridium sensu stricto 1","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.220657684609437,1,"0.22066","ns","Wilcoxon","Abundance",0.250399704178248,12,13,"small"
"Male","week 10","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS Vehicle",0.0194921210426381,1,"0.01949","*","Wilcoxon","Abundance",0.484166413439599,12,12,"moderate"
"Male","week 10","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS B. longum APC1472",0.112900304782481,1,"0.11290","ns","Wilcoxon","Abundance",0.331893441792665,12,12,"moderate"
"Male","week 10","Clostridium sensu stricto 1","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Male","week 10","Clostridium sensu stricto 1","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Male","week 10","Clostridium sensu stricto 1","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0298346371350379,1,"0.02983","*","Wilcoxon","Abundance",0.442974508402391,13,12,"moderate"
"Male","week 5","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS Vehicle",0.152129732154252,1,"0.15213","ns","Wilcoxon","Abundance",0.298281454509292,12,12,"small"
"Male","week 5","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS FOS+GOS",0.711730496955881,1,"0.71173","ns","Wilcoxon","Abundance",0.0795917183440543,12,13,"small"
"Male","week 5","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS B. longum APC1472",0.180855352169694,1,"0.18086","ns","Wilcoxon","Abundance",0.279081744411512,12,12,"small"
"Male","week 5","Clostridium sensu stricto 1","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0639787857724145,1,"0.06398","ns","Wilcoxon","Abundance",0.375994868810921,12,13,"moderate"
"Male","week 5","Clostridium sensu stricto 1","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.75062213675182,1,"0.75062","ns","Wilcoxon","Abundance",0.0707722459824028,12,12,"small"
"Male","week 5","Clostridium sensu stricto 1","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0654596709783315,1,"0.06546","ns","Wilcoxon","Abundance",0.373919989682396,13,12,"moderate"
"Female","week 10","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS Vehicle",0.007468887218752,1,"0.00747","**","Wilcoxon","Abundance",0.552648219214124,12,12,"large"
"Female","week 10","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS FOS+GOS",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Female","week 10","Clostridium sensu stricto 1","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0339703845612792,1,"0.03397","*","Wilcoxon","Abundance",0.430414231010558,12,13,"moderate"
"Female","week 10","Clostridium sensu stricto 1","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00108433256167357,1,"0.00108","**","Wilcoxon","Abundance",0.674033372804582,12,12,"large"
"Female","week 10","Clostridium sensu stricto 1","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.844047236098311,1,"0.84405","ns","Wilcoxon","Abundance",0.044964402635237,12,13,"small"
"Female","week 10","Clostridium sensu stricto 1","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0043715097917865,1,"0.00437","**","Wilcoxon","Abundance",0.57687355350336,12,13,"large"
"Male","week 5","Colidextribacter","Abundance","Control Vehicle","HFHS Vehicle",6.0057602968049e-05,0.11,"6.0e-05","****","Wilcoxon","Abundance",0.824957911384306,12,12,"large"
"Male","week 5","Colidextribacter","Abundance","Control Vehicle","HFHS FOS+GOS",0.0239891844544128,1,"0.02399","*","Wilcoxon","Abundance",0.456899766305154,12,13,"moderate"
"Male","week 5","Colidextribacter","Abundance","Control Vehicle","HFHS B. longum APC1472",9.73456756471326e-05,0.17,"9.7e-05","****","Wilcoxon","Abundance",0.801387685344754,12,12,"large"
"Male","week 5","Colidextribacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0154999933352888,1,"0.01550","*","Wilcoxon","Abundance",0.489535463898379,12,13,"moderate"
"Male","week 5","Colidextribacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0120228254076174,1,"0.01202","*","Wilcoxon","Abundance",0.518544972870135,12,12,"large"
"Male","week 5","Colidextribacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000999149265425967,1,"0.00100","***","Wilcoxon","Abundance",0.663592517728914,13,12,"large"
"Female","week 5","Colidextribacter","Abundance","Control Vehicle","HFHS Vehicle",0.000308044705627747,0.52,"0.00031","***","Wilcoxon","Abundance",0.742462120245875,12,12,"large"
"Female","week 5","Colidextribacter","Abundance","Control Vehicle","HFHS FOS+GOS",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Female","week 5","Colidextribacter","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000674963854085031,1,"0.00067","***","Wilcoxon","Abundance",0.685349649457731,12,13,"large"
"Female","week 5","Colidextribacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",9.73456756471326e-05,0.17,"9.7e-05","****","Wilcoxon","Abundance",0.801387685344754,12,12,"large"
"Female","week 5","Colidextribacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.182655120585445,1,"0.18266","ns","Wilcoxon","Abundance",0.271964146610211,12,13,"small"
"Female","week 5","Colidextribacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000367017660039426,0.62,"0.00037","***","Wilcoxon","Abundance",0.717985347050956,12,13,"large"
"Male","week 10","Colidextribacter","Abundance","Control Vehicle","HFHS Vehicle",0.214493807783517,1,"0.21449","ns","Wilcoxon","Abundance",0.259272486435068,12,12,"small"
"Male","week 10","Colidextribacter","Abundance","Control Vehicle","HFHS FOS+GOS",0.000674963854085031,1,"0.00067","***","Wilcoxon","Abundance",0.685349649457731,12,13,"large"
"Male","week 10","Colidextribacter","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0885337720142296,1,"0.08853","ns","Wilcoxon","Abundance",0.353553390593274,12,12,"moderate"
"Male","week 10","Colidextribacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.49286946474741e-05,0.046,"2.5e-05","****","Wilcoxon","Abundance",0.848528137423857,12,13,"large"
"Male","week 10","Colidextribacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.157212753340004,1,"0.15721","ns","Wilcoxon","Abundance",0.294627825494395,12,12,"small"
"Male","week 10","Colidextribacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",3.16785710013428e-05,0.057,"3.2e-05","****","Wilcoxon","Abundance",0.837649571559449,13,12,"large"
"Female","week 10","Colidextribacter","Abundance","Control Vehicle","HFHS Vehicle",0.340778613562955,1,"0.34078","ns","Wilcoxon","Abundance",0.200346921336189,12,12,"small"
"Female","week 10","Colidextribacter","Abundance","Control Vehicle","HFHS FOS+GOS",0.00267442896968955,1,"0.00267","**","Wilcoxon","Abundance",0.61885298142142,12,12,"large"
"Female","week 10","Colidextribacter","Abundance","Control Vehicle","HFHS B. longum APC1472",0.764817539583927,1,"0.76482","ns","Wilcoxon","Abundance",0.0652713951864505,12,13,"small"
"Female","week 10","Colidextribacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",9.73456756471326e-05,0.17,"9.7e-05","****","Wilcoxon","Abundance",0.801387685344754,12,12,"large"
"Female","week 10","Colidextribacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.242224053991965,1,"0.24222","ns","Wilcoxon","Abundance",0.239328449016985,12,13,"small"
"Female","week 10","Colidextribacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000674963854085031,1,"0.00067","***","Wilcoxon","Abundance",0.685349649457731,12,13,"large"
"Female","week 5","Coprococcus","Abundance","Control Vehicle","HFHS Vehicle",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Female","week 5","Coprococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.580669526385976,1,"0.58067","ns","Wilcoxon","Abundance",0.123010483079161,12,12,"small"
"Female","week 5","Coprococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00906032183028457,1,"0.00906","**","Wilcoxon","Abundance",0.528094557098255,12,13,"large"
"Female","week 5","Coprococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.65129104507884,1,"0.65129","ns","Wilcoxon","Abundance",0.1025087358993,12,12,"small"
"Female","week 5","Coprococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.00906032183028457,1,"0.00906","**","Wilcoxon","Abundance",0.528094557098255,12,13,"large"
"Female","week 5","Coprococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00439493997484296,1,"0.00439","**","Wilcoxon","Abundance",0.575995515028835,12,13,"large"
"Male","week 5","Coprococcus","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 5","Coprococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.563287058069269,1,"0.56329","ns","Wilcoxon","Abundance",0.125225971862671,12,13,"small"
"Male","week 5","Coprococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.112900304782481,1,"0.11290","ns","Wilcoxon","Abundance",0.331893441792665,12,12,"moderate"
"Male","week 5","Coprococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Male","week 5","Coprococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0366874429478183,1,"0.03669","*","Wilcoxon","Abundance",0.435534983267113,12,12,"moderate"
"Male","week 5","Coprococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.231046942447737,1,"0.23105","ns","Wilcoxon","Abundance",0.246791849684305,13,12,"small"
"Female","week 10","Coprococcus","Abundance","Control Vehicle","HFHS Vehicle",0.783183350790258,1,"0.78318","ns","Wilcoxon","Abundance",0.0631906287004296,12,12,"small"
"Female","week 10","Coprococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.0164731558055827,1,"0.01647","*","Wilcoxon","Abundance",0.497840162688997,12,12,"moderate"
"Female","week 10","Coprococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.975506261526713,1,"0.97551","ns","Wilcoxon","Abundance",0.0122812687697269,12,13,"small"
"Female","week 10","Coprococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0788056024469581,1,"0.07881","ns","Wilcoxon","Abundance",0.369031449237481,12,12,"moderate"
"Female","week 10","Coprococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.66951080029172,1,"0.66951","ns","Wilcoxon","Abundance",0.0919303544295345,12,13,"small"
"Female","week 10","Coprococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0216829568880068,1,"0.02168","*","Wilcoxon","Abundance",0.466957885540618,12,13,"moderate"
"Male","week 10","Coprococcus","Abundance","Control Vehicle","HFHS Vehicle",0.491495332989279,1,"0.49150","ns","Wilcoxon","Abundance",0.147444800301002,12,12,"small"
"Male","week 10","Coprococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.0127584297695074,1,"0.01276","*","Wilcoxon","Abundance",0.505871042669002,12,13,"large"
"Male","week 10","Coprococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.354718743517401,1,"0.35472","ns","Wilcoxon","Abundance",0.19520890927686,12,12,"small"
"Male","week 10","Coprococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,12,13,"moderate"
"Male","week 10","Coprococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.138172598690807,1,"0.13817","ns","Wilcoxon","Abundance",0.309219836941236,12,12,"moderate"
"Male","week 10","Coprococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00199891115008659,1,"0.00200","**","Wilcoxon","Abundance",0.62494634962864,13,12,"large"
"Male","week 10","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS Vehicle",0.156141622331591,1,"0.15614","ns","Wilcoxon","Abundance",0.296061546007566,12,12,"small"
"Male","week 10","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS FOS+GOS",0.180968307676883,1,"0.18097","ns","Wilcoxon","Abundance",0.273016236212317,12,13,"small"
"Male","week 10","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS B. longum APC1472",0.053129615198067,1,"0.05313","ns","Wilcoxon","Abundance",0.401327873476923,12,12,"moderate"
"Male","week 10","Coriobacteriaceae UCG-002","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00412812065577315,1,"0.00413","**","Wilcoxon","Abundance",0.579209695160347,12,13,"large"
"Male","week 10","Coriobacteriaceae UCG-002","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.879352267002179,1,"0.87935","ns","Wilcoxon","Abundance",0.038730102889814,12,12,"small"
"Male","week 10","Coriobacteriaceae UCG-002","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000108532106399286,0.19,"0.00011","***","Wilcoxon","Abundance",0.779705358869698,13,12,"large"
"Male","week 5","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS Vehicle",0.573178604982456,1,"0.57318","ns","Wilcoxon","Abundance",0.121051290297843,12,12,"small"
"Male","week 5","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS FOS+GOS",0.351871440053618,1,"0.35187","ns","Wilcoxon","Abundance",0.191669355923945,12,13,"small"
"Male","week 5","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS B. longum APC1472",0.156141622331591,1,"0.15614","ns","Wilcoxon","Abundance",0.296061546007566,12,12,"small"
"Male","week 5","Coriobacteriaceae UCG-002","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.891419607305647,1,"0.89142","ns","Wilcoxon","Abundance",0.032761948345478,12,13,"small"
"Male","week 5","Coriobacteriaceae UCG-002","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.063395913063988,1,"0.06340","ns","Wilcoxon","Abundance",0.385359658132118,12,12,"moderate"
"Male","week 5","Coriobacteriaceae UCG-002","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0114307340848607,1,"0.01143","*","Wilcoxon","Abundance",0.511470079975821,13,12,"large"
"Female","week 10","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS Vehicle",0.235637834380318,1,"0.23564","ns","Wilcoxon","Abundance",0.249419061468885,12,12,"small"
"Female","week 10","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS FOS+GOS",0.0244259067258235,1,"0.02443","*","Wilcoxon","Abundance",0.465319069034496,12,12,"moderate"
"Female","week 10","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0459218910538171,1,"0.04592","*","Wilcoxon","Abundance",0.406480693597679,12,13,"moderate"
"Female","week 10","Coriobacteriaceae UCG-002","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000363153203646669,0.61,"0.00036","***","Wilcoxon","Abundance",0.733922125421131,12,12,"large"
"Female","week 10","Coriobacteriaceae UCG-002","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.470013227550689,1,"0.47001","ns","Wilcoxon","Abundance",0.154124273061749,12,13,"small"
"Female","week 10","Coriobacteriaceae UCG-002","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",7.8820839404069e-06,0.015,"7.9e-06","****","Wilcoxon","Abundance",0.899438026795034,12,13,"large"
"Female","week 5","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS Vehicle",0.0235675516960571,1,"0.02357","*","Wilcoxon","Abundance",0.46949470394143,12,12,"moderate"
"Female","week 5","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS FOS+GOS",0.0437415424903002,1,"0.04374","*","Wilcoxon","Abundance",0.417594036313009,12,12,"moderate"
"Female","week 5","Coriobacteriaceae UCG-002","Abundance","Control Vehicle","HFHS B. longum APC1472",0.139554482558133,1,"0.13955","ns","Wilcoxon","Abundance",0.302056878839899,12,13,"moderate"
"Female","week 5","Coriobacteriaceae UCG-002","Abundance","HFHS Vehicle","HFHS FOS+GOS",6.06178124631807e-05,0.11,"6.1e-05","****","Wilcoxon","Abundance",0.824915068234474,12,12,"large"
"Female","week 5","Coriobacteriaceae UCG-002","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.563287058069269,1,"0.56329","ns","Wilcoxon","Abundance",0.125225971862671,12,13,"small"
