"sex","timepoint","Genus",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Female","week 5","Roseburia","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",4.01423841526447e-05,0.072,"4.0e-05","****","Wilcoxon","Abundance",0.82677100569504,12,13,"large"
"Male","week 5","Roseburia","Abundance","Control Vehicle","HFHS Vehicle",0.0885337720142296,1,"0.08853","ns","Wilcoxon","Abundance",0.353553390593274,12,12,"moderate"
"Male","week 5","Roseburia","Abundance","Control Vehicle","HFHS FOS+GOS",0.031672726558415,1,"0.03167","*","Wilcoxon","Abundance",0.435142634576337,12,13,"moderate"
"Male","week 5","Roseburia","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000592042145894427,0.98,"0.00059","***","Wilcoxon","Abundance",0.707106781186548,12,12,"large"
"Male","week 5","Roseburia","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.430289691645685,1,"0.43029","ns","Wilcoxon","Abundance",0.163178487966126,12,13,"small"
"Male","week 5","Roseburia","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0782522285262371,1,"0.07825","ns","Wilcoxon","Abundance",0.36533850361305,12,12,"moderate"
"Male","week 5","Roseburia","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.165436534058474,1,"0.16544","ns","Wilcoxon","Abundance",0.282842712474619,13,12,"small"
"Male","week 10","Roseburia","Abundance","Control Vehicle","HFHS Vehicle",0.260236202617189,1,"0.26024","ns","Wilcoxon","Abundance",0.235702260395516,12,12,"small"
"Male","week 10","Roseburia","Abundance","Control Vehicle","HFHS FOS+GOS",0.0179771671186101,1,"0.01798","*","Wilcoxon","Abundance",0.478656898033971,12,13,"moderate"
"Male","week 10","Roseburia","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0303828219765775,1,"0.03038","*","Wilcoxon","Abundance",0.44783429475148,12,12,"moderate"
"Male","week 10","Roseburia","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00211780152582867,1,"0.00212","**","Wilcoxon","Abundance",0.62007825427128,12,13,"large"
"Male","week 10","Roseburia","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.312321421676216,1,"0.31232","ns","Wilcoxon","Abundance",0.212132034355964,12,12,"small"
"Male","week 10","Roseburia","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",8.03076494603172e-05,0.14,"8.0e-05","****","Wilcoxon","Abundance",0.794135308101815,13,12,"large"
"Female","week 10","Roseburia","Abundance","Control Vehicle","HFHS Vehicle",0.435730660031737,1,"0.43573","ns","Wilcoxon","Abundance",0.164991582276861,12,12,"small"
"Female","week 10","Roseburia","Abundance","Control Vehicle","HFHS FOS+GOS",0.00128945119675411,1,"0.00129","**","Wilcoxon","Abundance",0.662854598176393,12,12,"large"
"Female","week 10","Roseburia","Abundance","Control Vehicle","HFHS B. longum APC1472",0.369461942747504,1,"0.36946","ns","Wilcoxon","Abundance",0.184935619694943,12,13,"small"
"Female","week 10","Roseburia","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000183869127090742,0.32,"0.00018","***","Wilcoxon","Abundance",0.769384801454741,12,12,"large"
"Female","week 10","Roseburia","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.64383820081329,1,"0.64384","ns","Wilcoxon","Abundance",0.0979070927796758,12,13,"small"
"Female","week 10","Roseburia","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000147687687287673,0.26,"0.00015","***","Wilcoxon","Abundance",0.764445461394487,12,13,"large"
"Male","week 5","Ruminiclostridium","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 5","Ruminiclostridium","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 5","Ruminiclostridium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Ruminiclostridium","Abundance","Control Vehicle","HFHS B. longum APC1472",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Female","week 5","Ruminiclostridium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Female","week 5","Ruminiclostridium","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Male","week 10","Ruminiclostridium","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Ruminiclostridium","Abundance","Control Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Ruminiclostridium","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Ruminiclostridium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.65129104507884,1,"0.65129","ns","Wilcoxon","Abundance",0.1025087358993,12,12,"small"
"Male","week 10","Ruminiclostridium","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,13,12,"moderate"
"Female","week 10","Ruminiclostridium","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Ruminiclostridium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Ruminiclostridium","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 10","Staphylococcus","Abundance","Control Vehicle","HFHS Vehicle",0.0788056024469581,1,"0.07881","ns","Wilcoxon","Abundance",0.369031449237481,12,12,"moderate"
"Male","week 10","Staphylococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Staphylococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,12,13,"moderate"
"Male","week 10","Staphylococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.286044781660782,1,"0.28604","ns","Wilcoxon","Abundance",0.226841137118288,12,12,"small"
"Male","week 10","Staphylococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,13,12,"small"
"Female","week 5","Staphylococcus","Abundance","Control Vehicle","HFHS Vehicle",0.0135895356641936,1,"0.01359","*","Wilcoxon","Abundance",0.510061988755667,12,12,"large"
"Female","week 5","Staphylococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.0788056024469581,1,"0.07881","ns","Wilcoxon","Abundance",0.369031449237481,12,12,"moderate"
"Female","week 5","Staphylococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.57674292952498,1,"0.57674","ns","Wilcoxon","Abundance",0.11819616998083,12,13,"small"
"Female","week 5","Staphylococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000383391726577478,0.64,"0.00038","***","Wilcoxon","Abundance",0.731672623231324,12,12,"large"
"Female","week 5","Staphylococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.02130841606999,1,"0.02131","*","Wilcoxon","Abundance",0.466180064586604,12,13,"moderate"
"Female","week 5","Staphylococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0216829568880068,1,"0.02168","*","Wilcoxon","Abundance",0.466957885540618,12,13,"moderate"
"Male","week 5","Staphylococcus","Abundance","Control Vehicle","HFHS Vehicle",0.368943000045776,1,"0.36894","ns","Wilcoxon","Abundance",0.190732223476206,12,12,"small"
"Male","week 5","Staphylococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.470013227550689,1,"0.47001","ns","Wilcoxon","Abundance",0.154124273061749,12,13,"small"
"Male","week 5","Staphylococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.297315321660589,1,"0.29732","ns","Wilcoxon","Abundance",0.220075642472545,12,12,"small"
"Male","week 5","Staphylococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0385745864664955,1,"0.03857","*","Wilcoxon","Abundance",0.420997861226167,12,13,"moderate"
"Male","week 5","Staphylococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.698924131151563,1,"0.69892","ns","Wilcoxon","Abundance",0.0855288910688525,12,12,"small"
"Male","week 5","Staphylococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0385745864664955,1,"0.03857","*","Wilcoxon","Abundance",0.420997861226167,13,12,"moderate"
"Female","week 10","Staphylococcus","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Staphylococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Staphylococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Staphylococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 10","Staphylococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Streptococcus","Abundance","Control Vehicle","HFHS Vehicle",0.787421676386028,1,"0.78742","ns","Wilcoxon","Abundance",0.0611601771184276,12,12,"small"
"Female","week 10","Streptococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.0194921210426381,1,"0.01949","*","Wilcoxon","Abundance",0.484166413439599,12,12,"moderate"
"Female","week 10","Streptococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.385216031954912,1,"0.38522","ns","Wilcoxon","Abundance",0.179653602498813,12,13,"small"
"Female","week 10","Streptococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00313834848136461,1,"0.00314","**","Wilcoxon","Abundance",0.609727186026103,12,12,"large"
"Female","week 10","Streptococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.175442196483893,1,"0.17544","ns","Wilcoxon","Abundance",0.27675016209078,12,13,"small"
"Female","week 10","Streptococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0753458910952242,1,"0.07535","ns","Wilcoxon","Abundance",0.362929190712213,12,13,"moderate"
"Male","week 10","Streptococcus","Abundance","Control Vehicle","HFHS Vehicle",0.599975333812804,1,"0.59998","ns","Wilcoxon","Abundance",0.113347108612371,12,12,"small"
"Male","week 10","Streptococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Male","week 10","Streptococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.636950154335105,1,"0.63695","ns","Wilcoxon","Abundance",0.102762575501898,12,12,"small"
"Male","week 10","Streptococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Male","week 10","Streptococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.825675375460426,1,"0.82568","ns","Wilcoxon","Abundance",0.051381287750949,12,12,"small"
"Male","week 10","Streptococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0127584297695074,1,"0.01276","*","Wilcoxon","Abundance",0.505871042669002,13,12,"large"
"Female","week 5","Streptococcus","Abundance","Control Vehicle","HFHS Vehicle",0.195658404819024,1,"0.19566","ns","Wilcoxon","Abundance",0.270143989884576,12,12,"small"
"Female","week 5","Streptococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.00285558548609658,1,"0.00286","**","Wilcoxon","Abundance",0.616211798923126,12,12,"large"
"Female","week 5","Streptococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 5","Streptococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000383391726577478,0.64,"0.00038","***","Wilcoxon","Abundance",0.731672623231324,12,12,"large"
"Female","week 5","Streptococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.358127762510122,1,"0.35813","ns","Wilcoxon","Abundance",0.189357015725498,12,13,"small"
"Female","week 5","Streptococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0043715097917865,1,"0.00437","**","Wilcoxon","Abundance",0.57687355350336,12,13,"large"
"Male","week 5","Streptococcus","Abundance","Control Vehicle","HFHS Vehicle",0.384899032263962,1,"0.38490","ns","Wilcoxon","Abundance",0.183480531355283,12,12,"small"
"Male","week 5","Streptococcus","Abundance","Control Vehicle","HFHS FOS+GOS",0.000720325428721476,1,"0.00072","***","Wilcoxon","Abundance",0.682911204333685,12,13,"large"
"Male","week 5","Streptococcus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00615058795423664,1,"0.00615","**","Wilcoxon","Abundance",0.565806510147793,12,12,"large"
"Male","week 5","Streptococcus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Male","week 5","Streptococcus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0585157428344866,1,"0.05852","ns","Wilcoxon","Abundance",0.393186134136006,12,12,"moderate"
"Male","week 5","Streptococcus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,13,12,"moderate"
"Female","week 10","Turicibacter","Abundance","Control Vehicle","HFHS Vehicle",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Female","week 10","Turicibacter","Abundance","Control Vehicle","HFHS FOS+GOS",0.00108433256167357,1,"0.00108","**","Wilcoxon","Abundance",0.674033372804582,12,12,"large"
"Female","week 10","Turicibacter","Abundance","Control Vehicle","HFHS B. longum APC1472",0.52714860239079,1,"0.52715","ns","Wilcoxon","Abundance",0.131971761064375,12,13,"small"
"Female","week 10","Turicibacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00285558548609658,1,"0.00286","**","Wilcoxon","Abundance",0.616211798923126,12,12,"large"
"Female","week 10","Turicibacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.245576584374371,1,"0.24558","ns","Wilcoxon","Abundance",0.237761461159847,12,13,"small"
"Female","week 10","Turicibacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000258510974163141,0.44,"0.00026","***","Wilcoxon","Abundance",0.736876126183612,12,13,"large"
"Female","week 5","Turicibacter","Abundance","Control Vehicle","HFHS Vehicle",0.000259005647082595,0.44,"0.00026","***","Wilcoxon","Abundance",0.751669265363417,12,12,"large"
"Female","week 5","Turicibacter","Abundance","Control Vehicle","HFHS FOS+GOS",1.02689156151545e-05,0.019,"1.0e-05","****","Wilcoxon","Abundance",0.906776868898964,12,12,"large"
"Female","week 5","Turicibacter","Abundance","Control Vehicle","HFHS B. longum APC1472",5.85217417035898e-05,0.1,"5.9e-05","****","Wilcoxon","Abundance",0.809359247434265,12,13,"large"
"Female","week 5","Turicibacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0164731558055827,1,"0.01647","*","Wilcoxon","Abundance",0.497840162688997,12,12,"moderate"
"Female","week 5","Turicibacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.375363626484644,1,"0.37536","ns","Wilcoxon","Abundance",0.183860708859069,12,13,"small"
"Female","week 5","Turicibacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0918469994382848,1,"0.09185","ns","Wilcoxon","Abundance",0.346779614388936,12,13,"moderate"
"Male","week 5","Turicibacter","Abundance","Control Vehicle","HFHS Vehicle",0.000383391726577478,0.64,"0.00038","***","Wilcoxon","Abundance",0.731672623231324,12,12,"large"
"Male","week 5","Turicibacter","Abundance","Control Vehicle","HFHS FOS+GOS",0.0006542840495054,1,"0.00065","***","Wilcoxon","Abundance",0.687751051104704,12,13,"large"
"Male","week 5","Turicibacter","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00101055321310527,1,"0.00101","**","Wilcoxon","Abundance",0.677651983083985,12,12,"large"
"Male","week 5","Turicibacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 5","Turicibacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 5","Turicibacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,13,12,"small"
"Male","week 10","Turicibacter","Abundance","Control Vehicle","HFHS Vehicle",0.00705410240068292,1,"0.00705","**","Wilcoxon","Abundance",0.557713481613322,12,12,"large"
"Male","week 10","Turicibacter","Abundance","Control Vehicle","HFHS FOS+GOS",0.021412742113432,1,"0.02141","*","Wilcoxon","Abundance",0.466992876645577,12,13,"moderate"
"Male","week 10","Turicibacter","Abundance","Control Vehicle","HFHS B. longum APC1472",0.139125689185682,1,"0.13913","ns","Wilcoxon","Abundance",0.308931962535434,12,12,"moderate"
"Male","week 10","Turicibacter","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 10","Turicibacter","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Turicibacter","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.470013227550689,1,"0.47001","ns","Wilcoxon","Abundance",0.154124273061749,13,12,"small"
"Female","week 5","Tuzzerella","Abundance","Control Vehicle","HFHS Vehicle",0.00426476491403054,1,"0.00426","**","Wilcoxon","Abundance",0.58925565098879,12,12,"large"
"Female","week 5","Tuzzerella","Abundance","Control Vehicle","HFHS FOS+GOS",0.000289822359747701,0.49,"0.00029","***","Wilcoxon","Abundance",0.745711422948442,12,12,"large"
"Female","week 5","Tuzzerella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00977582840002472,1,"0.00978","**","Wilcoxon","Abundance",0.522171161491604,12,13,"large"
"Female","week 5","Tuzzerella","Abundance","HFHS Vehicle","HFHS FOS+GOS",7.12246599547437e-05,0.13,"7.1e-05","****","Wilcoxon","Abundance",0.816731558467341,12,12,"large"
"Female","week 5","Tuzzerella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.56791511114482,1,"0.56792","ns","Wilcoxon","Abundance",0.119664224508493,12,13,"small"
"Female","week 5","Tuzzerella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000118345205668003,0.21,"0.00012","***","Wilcoxon","Abundance",0.77536611084298,12,13,"large"
"Male","week 10","Tuzzerella","Abundance","Control Vehicle","HFHS Vehicle",0.0193733193315929,1,"0.01937","*","Wilcoxon","Abundance",0.483189633810808,12,12,"moderate"
"Male","week 10","Tuzzerella","Abundance","Control Vehicle","HFHS FOS+GOS",0.000238461764119989,0.41,"0.00024","***","Wilcoxon","Abundance",0.740312168874821,12,13,"large"
"Male","week 10","Tuzzerella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0225760625231336,1,"0.02258","*","Wilcoxon","Abundance",0.471404520791032,12,12,"moderate"
"Male","week 10","Tuzzerella","Abundance","HFHS Vehicle","HFHS FOS+GOS",3.95965537575943e-05,0.071,"4.0e-05","****","Wilcoxon","Abundance",0.827407718154211,12,13,"large"
"Male","week 10","Tuzzerella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.54437014585661,1,"0.54437","ns","Wilcoxon","Abundance",0.129636243217534,12,12,"small"
"Male","week 10","Tuzzerella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",3.95965537575943e-05,0.071,"4.0e-05","****","Wilcoxon","Abundance",0.827407718154211,13,12,"large"
"Female","week 10","Tuzzerella","Abundance","Control Vehicle","HFHS Vehicle",0.839859972540003,1,"0.83986","ns","Wilcoxon","Abundance",0.0471404520791032,12,12,"small"
"Female","week 10","Tuzzerella","Abundance","Control Vehicle","HFHS FOS+GOS",3.18489276412252e-05,0.058,"3.2e-05","****","Wilcoxon","Abundance",0.855058961601228,12,12,"large"
"Female","week 10","Tuzzerella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0971195616834027,1,"0.09712","ns","Wilcoxon","Abundance",0.337235541796661,12,13,"moderate"
"Female","week 10","Tuzzerella","Abundance","HFHS Vehicle","HFHS FOS+GOS",3.18489276412252e-05,0.058,"3.2e-05","****","Wilcoxon","Abundance",0.855058961601228,12,12,"large"
"Female","week 10","Tuzzerella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.221013097193618,1,"0.22101","ns","Wilcoxon","Abundance",0.250207014881394,12,13,"small"
"Female","week 10","Tuzzerella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.19465457918157e-05,0.041,"2.2e-05","****","Wilcoxon","Abundance",0.854297700689583,12,13,"large"
"Male","week 5","Tuzzerella","Abundance","Control Vehicle","HFHS Vehicle",0.370844333304221,1,"0.37084","ns","Wilcoxon","Abundance",0.188561808316413,12,12,"small"
"Male","week 5","Tuzzerella","Abundance","Control Vehicle","HFHS FOS+GOS",0.0239891844544128,1,"0.02399","*","Wilcoxon","Abundance",0.456899766305154,12,13,"moderate"
"Male","week 5","Tuzzerella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00609894593121437,1,"0.00610","**","Wilcoxon","Abundance",0.565685424949238,12,12,"large"
"Male","week 5","Tuzzerella","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0114301180144431,1,"0.01143","*","Wilcoxon","Abundance",0.511292595627196,12,13,"large"
"Male","week 5","Tuzzerella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0303828219765775,1,"0.03038","*","Wilcoxon","Abundance",0.44783429475148,12,12,"moderate"
"Male","week 5","Tuzzerella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000674963854085031,1,"0.00067","***","Wilcoxon","Abundance",0.685349649457731,13,12,"large"
"Male","week 10","Tyzzerella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Tyzzerella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Tyzzerella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,13,12,"moderate"
"Female","week 10","Tyzzerella","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Tyzzerella","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Tyzzerella","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Male","week 10","UBA1819","Abundance","Control Vehicle","HFHS Vehicle",0.0998774027692641,1,"0.09988","ns","Wilcoxon","Abundance",0.341768277573498,12,12,"moderate"
"Male","week 10","UBA1819","Abundance","Control Vehicle","HFHS FOS+GOS",2.40457988108949e-05,0.044,"2.4e-05","****","Wilcoxon","Abundance",0.850164644513004,12,13,"large"
"Male","week 10","UBA1819","Abundance","Control Vehicle","HFHS B. longum APC1472",0.026229387834857,1,"0.02623","*","Wilcoxon","Abundance",0.459619407771256,12,12,"moderate"
"Male","week 10","UBA1819","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.40457988108949e-05,0.044,"2.4e-05","****","Wilcoxon","Abundance",0.850164644513004,12,13,"large"
"Male","week 10","UBA1819","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Male","week 10","UBA1819","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.40457988108949e-05,0.044,"2.4e-05","****","Wilcoxon","Abundance",0.850164644513004,13,12,"large"
"Female","week 10","UBA1819","Abundance","Control Vehicle","HFHS Vehicle",0.62352939698878,1,"0.62353","ns","Wilcoxon","Abundance",0.106089082529386,12,12,"small"
"Female","week 10","UBA1819","Abundance","Control Vehicle","HFHS FOS+GOS",0.00418173578177072,1,"0.00418","**","Wilcoxon","Abundance",0.590540833869881,12,12,"large"
"Female","week 10","UBA1819","Abundance","Control Vehicle","HFHS B. longum APC1472",0.84898666822161,1,"0.84899","ns","Wilcoxon","Abundance",0.0435226339998786,12,13,"small"
"Female","week 10","UBA1819","Abundance","HFHS Vehicle","HFHS FOS+GOS",7.63078827091138e-05,0.13,"7.6e-05","****","Wilcoxon","Abundance",0.813349632725295,12,12,"large"
"Female","week 10","UBA1819","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.531631442021847,1,"0.53163","ns","Wilcoxon","Abundance",0.130542790372901,12,13,"small"
"Female","week 10","UBA1819","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.48392687691527e-05,0.046,"2.5e-05","****","Wilcoxon","Abundance",0.848691362997633,12,13,"large"
"Female","week 5","UBA1819","Abundance","Control Vehicle","HFHS Vehicle",0.435630855243079,1,"0.43563","ns","Wilcoxon","Abundance",0.165027461712379,12,12,"small"
"Female","week 5","UBA1819","Abundance","Control Vehicle","HFHS FOS+GOS",0.0164808233724501,1,"0.01648","*","Wilcoxon","Abundance",0.49540572187682,12,12,"moderate"
"Female","week 5","UBA1819","Abundance","Control Vehicle","HFHS B. longum APC1472",0.201081157703131,1,"0.20108","ns","Wilcoxon","Abundance",0.261135803999272,12,13,"small"
"Female","week 5","UBA1819","Abundance","HFHS Vehicle","HFHS FOS+GOS",4.69487256495388e-05,0.084,"4.7e-05","****","Wilcoxon","Abundance",0.836743024404081,12,12,"large"
"Female","week 5","UBA1819","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Female","week 5","UBA1819","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000156638473297119,0.27,"0.00016","***","Wilcoxon","Abundance",0.76149961050859,12,13,"large"
"Male","week 5","UBA1819","Abundance","Control Vehicle","HFHS Vehicle",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Male","week 5","UBA1819","Abundance","Control Vehicle","HFHS FOS+GOS",0.0327002653515985,1,"0.03270","*","Wilcoxon","Abundance",0.432625117656904,12,13,"moderate"
