"sex","timepoint","Order",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Female","week 10","Lactobacillales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00200950485566001,0.88,"0.00201","**","Wilcoxon","Abundance",0.636396103067893,12,12,"large"
"Female","week 10","Lactobacillales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.56791511114482,1,"0.56792","ns","Wilcoxon","Abundance",0.119664224508493,12,13,"small"
"Female","week 10","Lactobacillales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0012105893579225,0.54,"0.00121","**","Wilcoxon","Abundance",0.652713951864505,12,13,"large"
"Female","week 5","Lactobacillales","Abundance","Control Vehicle","HFHS Vehicle",0.00243673480898902,1,"0.00244","**","Wilcoxon","Abundance",0.624610990048117,12,12,"large"
"Female","week 5","Lactobacillales","Abundance","Control Vehicle","HFHS FOS+GOS",4.69487256495388e-05,0.023,"4.7e-05","****","Wilcoxon","Abundance",0.836743024404081,12,12,"large"
"Female","week 5","Lactobacillales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00176247237759767,0.78,"0.00176","**","Wilcoxon","Abundance",0.630956820135689,12,13,"large"
"Female","week 5","Lactobacillales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0165749267498533,1,"0.01657","*","Wilcoxon","Abundance",0.494974746830583,12,12,"moderate"
"Female","week 5","Lactobacillales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.242224053991965,1,"0.24222","ns","Wilcoxon","Abundance",0.239328449016985,12,13,"small"
"Female","week 5","Lactobacillales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.806636280193047,1,"0.80664","ns","Wilcoxon","Abundance",0.0543928293220421,12,13,"small"
"Male","week 5","Lactobacillales","Abundance","Control Vehicle","HFHS Vehicle",0.0350891160940479,1,"0.03509","*","Wilcoxon","Abundance",0.436049181731704,12,12,"moderate"
"Male","week 5","Lactobacillales","Abundance","Control Vehicle","HFHS FOS+GOS",0.000822354113655869,0.38,"0.00082","***","Wilcoxon","Abundance",0.674471083593322,12,13,"large"
"Male","week 5","Lactobacillales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000308044705627747,0.15,"0.00031","***","Wilcoxon","Abundance",0.742462120245875,12,12,"large"
"Male","week 5","Lactobacillales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.605343339336507,1,"0.60534","ns","Wilcoxon","Abundance",0.108785658644084,12,13,"small"
"Male","week 5","Lactobacillales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.236584093321876,1,"0.23658","ns","Wilcoxon","Abundance",0.247487373415292,12,12,"small"
"Male","week 5","Lactobacillales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.242224053991965,1,"0.24222","ns","Wilcoxon","Abundance",0.239328449016985,13,12,"small"
"Male","week 10","Lactobacillales","Abundance","Control Vehicle","HFHS Vehicle",0.583360466702703,1,"0.58336","ns","Wilcoxon","Abundance",0.117851130197758,12,12,"small"
"Male","week 10","Lactobacillales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00253776305573523,1,"0.00254","**","Wilcoxon","Abundance",0.609199688406872,12,13,"large"
"Male","week 10","Lactobacillales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.026229387834857,1,"0.02623","*","Wilcoxon","Abundance",0.459619407771256,12,12,"moderate"
"Male","week 10","Lactobacillales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0770998717435418,1,"0.07710","ns","Wilcoxon","Abundance",0.358992673525478,12,13,"moderate"
"Male","week 10","Lactobacillales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.260236202617189,1,"0.26024","ns","Wilcoxon","Abundance",0.235702260395516,12,12,"small"
"Male","week 10","Lactobacillales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.56791511114482,1,"0.56792","ns","Wilcoxon","Abundance",0.119664224508493,13,12,"small"
"Female","week 10","Micrococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Micrococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Micrococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Monoglobales","Abundance","Control Vehicle","HFHS Vehicle",0.929118334153381,1,"0.92912","ns","Wilcoxon","Abundance",0.0242102580595686,12,12,"small"
"Female","week 10","Monoglobales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0429135933812884,1,"0.04291","*","Wilcoxon","Abundance",0.420034283706871,12,12,"moderate"
"Female","week 10","Monoglobales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.977784483012863,1,"0.97778","ns","Wilcoxon","Abundance",0.0111386479838528,12,13,"small"
"Female","week 10","Monoglobales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0308126674429737,1,"0.03081","*","Wilcoxon","Abundance",0.447381891744767,12,12,"moderate"
"Female","week 10","Monoglobales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.977943949402002,1,"0.97794","ns","Wilcoxon","Abundance",0.0110586726120859,12,13,"small"
"Female","week 10","Monoglobales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0335115067071856,1,"0.03351","*","Wilcoxon","Abundance",0.431168645997151,12,13,"moderate"
"Male","week 10","Monoglobales","Abundance","Control Vehicle","HFHS Vehicle",0.564101508740836,1,"0.56410","ns","Wilcoxon","Abundance",0.123927018776803,12,12,"small"
"Male","week 10","Monoglobales","Abundance","Control Vehicle","HFHS FOS+GOS",0.442737165330642,1,"0.44274","ns","Wilcoxon","Abundance",0.159656494006449,12,13,"small"
"Male","week 10","Monoglobales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.384899032263962,1,"0.38490","ns","Wilcoxon","Abundance",0.183480531355283,12,12,"small"
"Male","week 10","Monoglobales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.119470986771701,1,"0.11947","ns","Wilcoxon","Abundance",0.317388031081236,12,13,"moderate"
"Male","week 10","Monoglobales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.699890664502701,1,"0.69989","ns","Wilcoxon","Abundance",0.0847359032084902,12,12,"small"
"Male","week 10","Monoglobales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0646632941550608,1,"0.06466","ns","Wilcoxon","Abundance",0.375381096203335,13,12,"moderate"
"Female","week 5","Monoglobales","Abundance","Control Vehicle","HFHS Vehicle",0.197035431009625,1,"0.19704","ns","Wilcoxon","Abundance",0.269751760692482,12,12,"small"
"Female","week 5","Monoglobales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00285558548609658,1,"0.00286","**","Wilcoxon","Abundance",0.616211798923126,12,12,"large"
"Female","week 5","Monoglobales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.119470986771701,1,"0.11947","ns","Wilcoxon","Abundance",0.317388031081236,12,13,"moderate"
"Female","week 5","Monoglobales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0366874429478183,1,"0.03669","*","Wilcoxon","Abundance",0.435534983267113,12,12,"moderate"
"Female","week 5","Monoglobales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.86960412871442,1,"0.86960","ns","Wilcoxon","Abundance",0.0393987233269434,12,13,"small"
"Female","week 5","Monoglobales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0452950543307626,1,"0.04530","*","Wilcoxon","Abundance",0.408899546217591,12,13,"moderate"
"Male","week 5","Monoglobales","Abundance","Control Vehicle","HFHS Vehicle",0.328106340687351,1,"0.32811","ns","Wilcoxon","Abundance",0.208693846148825,12,12,"small"
"Male","week 5","Monoglobales","Abundance","Control Vehicle","HFHS FOS+GOS",0.250131526127966,1,"0.25013","ns","Wilcoxon","Abundance",0.238524735293595,12,13,"small"
"Male","week 5","Monoglobales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.328106340687351,1,"0.32811","ns","Wilcoxon","Abundance",0.208693846148825,12,12,"small"
"Male","week 5","Monoglobales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.953922857273418,1,"0.95392","ns","Wilcoxon","Abundance",0.0231125081760512,12,13,"small"
"Male","week 5","Monoglobales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.0122868296795748,12,12,"small"
"Male","week 5","Monoglobales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.953922857273418,1,"0.95392","ns","Wilcoxon","Abundance",0.0231125081760512,13,12,"small"
"Female","week 10","Obscuribacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Obscuribacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Obscuribacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 5","Oscillospirales","Abundance","Control Vehicle","HFHS Vehicle",0.00110617818408072,0.5,"0.00111","**","Wilcoxon","Abundance",0.67175144212722,12,12,"large"
"Female","week 5","Oscillospirales","Abundance","Control Vehicle","HFHS FOS+GOS",0.340778613562955,1,"0.34078","ns","Wilcoxon","Abundance",0.200346921336189,12,12,"small"
"Female","week 5","Oscillospirales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00833837400275133,1,"0.00834","**","Wilcoxon","Abundance",0.533049727356013,12,13,"large"
"Female","week 5","Oscillospirales","Abundance","HFHS Vehicle","HFHS FOS+GOS",3.6584553538971e-05,0.018,"3.7e-05","****","Wilcoxon","Abundance",0.848528137423857,12,12,"large"
"Female","week 5","Oscillospirales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.430289691645685,1,"0.43029","ns","Wilcoxon","Abundance",0.163178487966126,12,13,"small"
"Female","week 5","Oscillospirales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000156638473297119,0.075,"0.00016","***","Wilcoxon","Abundance",0.76149961050859,12,13,"large"
"Male","week 5","Oscillospirales","Abundance","Control Vehicle","HFHS Vehicle",0.0303828219765775,1,"0.03038","*","Wilcoxon","Abundance",0.44783429475148,12,12,"moderate"
"Male","week 5","Oscillospirales","Abundance","Control Vehicle","HFHS FOS+GOS",0.531631442021847,1,"0.53163","ns","Wilcoxon","Abundance",0.130542790372901,12,13,"small"
"Male","week 5","Oscillospirales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000196161473706543,0.094,"0.00020","***","Wilcoxon","Abundance",0.766032346285427,12,12,"large"
"Male","week 5","Oscillospirales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.165436534058474,1,"0.16544","ns","Wilcoxon","Abundance",0.282842712474619,12,13,"small"
"Male","week 5","Oscillospirales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.00725995498819057,1,"0.00726","**","Wilcoxon","Abundance",0.553900311929462,12,12,"large"
"Male","week 5","Oscillospirales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000297895591481399,0.14,"0.00030","***","Wilcoxon","Abundance",0.728863912915364,13,12,"large"
"Female","week 10","Oscillospirales","Abundance","Control Vehicle","HFHS Vehicle",0.435730660031737,1,"0.43573","ns","Wilcoxon","Abundance",0.164991582276861,12,12,"small"
"Female","week 10","Oscillospirales","Abundance","Control Vehicle","HFHS FOS+GOS",6.0057602968049e-05,0.03,"6.0e-05","****","Wilcoxon","Abundance",0.824957911384306,12,12,"large"
"Female","week 10","Oscillospirales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Female","week 10","Oscillospirales","Abundance","HFHS Vehicle","HFHS FOS+GOS",3.6584553538971e-05,0.018,"3.7e-05","****","Wilcoxon","Abundance",0.848528137423857,12,12,"large"
"Female","week 10","Oscillospirales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.165436534058474,1,"0.16544","ns","Wilcoxon","Abundance",0.282842712474619,12,13,"small"
"Female","week 10","Oscillospirales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",4.01423841526447e-05,0.02,"4.0e-05","****","Wilcoxon","Abundance",0.82677100569504,12,13,"large"
"Male","week 10","Oscillospirales","Abundance","Control Vehicle","HFHS Vehicle",0.340778613562955,1,"0.34078","ns","Wilcoxon","Abundance",0.200346921336189,12,12,"small"
"Male","week 10","Oscillospirales","Abundance","Control Vehicle","HFHS FOS+GOS",8.03076494603172e-05,0.039,"8.0e-05","****","Wilcoxon","Abundance",0.794135308101815,12,13,"large"
"Male","week 10","Oscillospirales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0782522285262371,1,"0.07825","ns","Wilcoxon","Abundance",0.36533850361305,12,12,"moderate"
"Male","week 10","Oscillospirales","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.49286946474741e-05,0.013,"2.5e-05","****","Wilcoxon","Abundance",0.848528137423857,12,13,"large"
"Male","week 10","Oscillospirales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.285476308851882,1,"0.28548","ns","Wilcoxon","Abundance",0.22391714737574,12,12,"small"
"Male","week 10","Oscillospirales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.49286946474741e-05,0.013,"2.5e-05","****","Wilcoxon","Abundance",0.848528137423857,13,12,"large"
"Male","week 10","Peptococcales","Abundance","Control Vehicle","HFHS Vehicle",0.0606019697120062,1,"0.06060","ns","Wilcoxon","Abundance",0.388908729652601,12,12,"moderate"
"Male","week 10","Peptococcales","Abundance","Control Vehicle","HFHS FOS+GOS",0.149468893289711,1,"0.14947","ns","Wilcoxon","Abundance",0.293721278339027,12,13,"small"
"Male","week 10","Peptococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.112351197690464,1,"0.11235","ns","Wilcoxon","Abundance",0.329983164553722,12,12,"moderate"
"Male","week 10","Peptococcales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00509081094457993,1,"0.00509","**","Wilcoxon","Abundance",0.565685424949238,12,13,"large"
"Male","week 10","Peptococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.839859972540003,1,"0.83986","ns","Wilcoxon","Abundance",0.0471404520791032,12,12,"small"
"Male","week 10","Peptococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00429524090299667,1,"0.00430","**","Wilcoxon","Abundance",0.576563990813646,13,12,"large"
"Male","week 5","Peptococcales","Abundance","Control Vehicle","HFHS Vehicle",0.00426476491403054,1,"0.00426","**","Wilcoxon","Abundance",0.58925565098879,12,12,"large"
"Male","week 5","Peptococcales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0114301180144431,1,"0.01143","*","Wilcoxon","Abundance",0.511292595627196,12,13,"large"
"Male","week 5","Peptococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000196161473706543,0.094,"0.00020","***","Wilcoxon","Abundance",0.766032346285427,12,12,"large"
"Male","week 5","Peptococcales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.849015362824316,1,"0.84902","ns","Wilcoxon","Abundance",0.0435142634576337,12,13,"small"
"Male","week 5","Peptococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0530979572855834,1,"0.05310","ns","Wilcoxon","Abundance",0.400693842672377,12,12,"moderate"
"Male","week 5","Peptococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.031672726558415,1,"0.03167","*","Wilcoxon","Abundance",0.435142634576337,13,12,"moderate"
"Female","week 5","Peptococcales","Abundance","Control Vehicle","HFHS Vehicle",0.00165203945623417,0.73,"0.00165","**","Wilcoxon","Abundance",0.648181216087669,12,12,"large"
"Female","week 5","Peptococcales","Abundance","Control Vehicle","HFHS FOS+GOS",0.839859972540003,1,"0.83986","ns","Wilcoxon","Abundance",0.0471404520791032,12,12,"small"
"Female","week 5","Peptococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000674963854085031,0.31,"0.00067","***","Wilcoxon","Abundance",0.685349649457731,12,13,"large"
"Female","week 5","Peptococcales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00861555811882047,1,"0.00862","**","Wilcoxon","Abundance",0.542115198909687,12,12,"large"
"Female","week 5","Peptococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.264827710046756,1,"0.26483","ns","Wilcoxon","Abundance",0.228449883152577,12,13,"small"
"Female","week 5","Peptococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00303264727448614,1,"0.00303","**","Wilcoxon","Abundance",0.598321122542463,12,13,"large"
"Female","week 10","Peptococcales","Abundance","Control Vehicle","HFHS Vehicle",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Female","week 10","Peptococcales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0998774027692641,1,"0.09988","ns","Wilcoxon","Abundance",0.341768277573498,12,12,"moderate"
"Female","week 10","Peptococcales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Female","week 10","Peptococcales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0404041195882237,1,"0.04040","*","Wilcoxon","Abundance",0.424264068711929,12,12,"moderate"
"Female","week 10","Peptococcales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.288844366346485,1,"0.28884","ns","Wilcoxon","Abundance",0.217571317288169,12,13,"small"
"Female","week 10","Peptococcales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.242224053991965,1,"0.24222","ns","Wilcoxon","Abundance",0.239328449016985,12,13,"small"
"Female","week 5","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS Vehicle",0.000155795893087883,0.075,"0.00016","***","Wilcoxon","Abundance",0.777817459305203,12,12,"large"
"Female","week 5","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0463390747166934,1,"0.04634","*","Wilcoxon","Abundance",0.412568654280947,12,12,"moderate"
"Female","week 5","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0179771671186101,1,"0.01798","*","Wilcoxon","Abundance",0.478656898033971,12,13,"moderate"
"Female","week 5","Peptostreptococcales-Tissierellales","Abundance","HFHS Vehicle","HFHS FOS+GOS",3.64420272924621e-05,0.018,"3.6e-05","****","Wilcoxon","Abundance",0.84871266023509,12,12,"large"
"Female","week 5","Peptostreptococcales-Tissierellales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0036140982748987,1,"0.00361","**","Wilcoxon","Abundance",0.587442556678055,12,13,"large"
"Female","week 5","Peptostreptococcales-Tissierellales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000820448150441635,0.38,"0.00082","***","Wilcoxon","Abundance",0.674600826998118,12,13,"large"
"Male","week 5","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS Vehicle",9.70057168601521e-05,0.047,"9.7e-05","****","Wilcoxon","Abundance",0.801561956888696,12,12,"large"
"Male","week 5","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS FOS+GOS",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Male","week 5","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS B. longum APC1472",4.67706587118562e-05,0.023,"4.7e-05","****","Wilcoxon","Abundance",0.836924984398492,12,12,"large"
"Male","week 5","Peptostreptococcales-Tissierellales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000450916626112914,0.21,"0.00045","***","Wilcoxon","Abundance",0.707106781186548,12,13,"large"
"Male","week 5","Peptostreptococcales-Tissierellales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0606019697120062,1,"0.06060","ns","Wilcoxon","Abundance",0.388908729652601,12,12,"moderate"
"Male","week 5","Peptostreptococcales-Tissierellales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000297895591481399,0.14,"0.00030","***","Wilcoxon","Abundance",0.728863912915364,13,12,"large"
"Female","week 10","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS Vehicle",0.0689643333390541,1,"0.06896","ns","Wilcoxon","Abundance",0.377123616632825,12,12,"moderate"
"Female","week 10","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS FOS+GOS",2.92477541231384e-05,0.015,"2.9e-05","****","Wilcoxon","Abundance",0.859050588986762,12,12,"large"
"Female","week 10","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.165436534058474,1,"0.16544","ns","Wilcoxon","Abundance",0.282842712474619,12,13,"small"
"Female","week 10","Peptostreptococcales-Tissierellales","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.92477541231384e-05,0.015,"2.9e-05","****","Wilcoxon","Abundance",0.859050588986762,12,12,"large"
"Female","week 10","Peptostreptococcales-Tissierellales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 10","Peptostreptococcales-Tissierellales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.02979288792172e-05,0.011,"2.0e-05","****","Wilcoxon","Abundance",0.857816446918438,12,13,"large"
"Male","week 10","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS Vehicle",0.285476308851882,1,"0.28548","ns","Wilcoxon","Abundance",0.22391714737574,12,12,"small"
"Male","week 10","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS FOS+GOS",2.31878352237023e-05,0.012,"2.3e-05","****","Wilcoxon","Abundance",0.851810656982429,12,13,"large"
"Male","week 10","Peptostreptococcales-Tissierellales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Male","week 10","Peptostreptococcales-Tissierellales","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.31878352237023e-05,0.012,"2.3e-05","****","Wilcoxon","Abundance",0.851810656982429,12,13,"large"
"Male","week 10","Peptostreptococcales-Tissierellales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.193930852282411,1,"0.19393","ns","Wilcoxon","Abundance",0.271057599454843,12,12,"small"
"Male","week 10","Peptostreptococcales-Tissierellales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.31878352237023e-05,0.012,"2.3e-05","****","Wilcoxon","Abundance",0.851810656982429,13,12,"large"
"Male","week 5","Pseudomonadales","Abundance","Control Vehicle","HFHS FOS+GOS",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Male","week 5","Pseudomonadales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,12,13,"small"
"Male","week 5","Pseudomonadales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.183858124913274,1,"0.18386","ns","Wilcoxon","Abundance",0.277350098112615,13,12,"small"
"Female","week 10","Pseudomonadales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Pseudomonadales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Pseudomonadales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.378477593244679,1,"0.37848","ns","Wilcoxon","Abundance",0.192153784566105,12,13,"small"
"Female","week 10","Reyranellales","Abundance","Control Vehicle","HFHS Vehicle",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Female","week 10","Reyranellales","Abundance","Control Vehicle","HFHS FOS+GOS",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Female","week 10","Reyranellales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Male","week 10","Rhizobiales","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Rhizobiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Rhizobiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Rickettsiales","Abundance","Control Vehicle","HFHS Vehicle",0.976950208875094,1,"0.97695","ns","Wilcoxon","Abundance",0.0117953743304005,12,12,"small"
"Male","week 10","Rickettsiales","Abundance","Control Vehicle","HFHS FOS+GOS",0.000391331897101506,0.18,"0.00039","***","Wilcoxon","Abundance",0.714937918734514,12,13,"large"
"Male","week 10","Rickettsiales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.794968589163486,1,"0.79497","ns","Wilcoxon","Abundance",0.0589383791829923,12,12,"small"
"Male","week 10","Rickettsiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",7.77732061692726e-05,0.038,"7.8e-05","****","Wilcoxon","Abundance",0.795917183440543,12,13,"large"
"Male","week 10","Rickettsiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Male","week 10","Rickettsiales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",1.32505234158494e-05,0.007,"1.3e-05","****","Wilcoxon","Abundance",0.876805851387121,13,12,"large"
"Female","week 10","Rickettsiales","Abundance","Control Vehicle","HFHS Vehicle",0.623302662725122,1,"0.62330","ns","Wilcoxon","Abundance",0.106158368973604,12,12,"small"
"Female","week 10","Rickettsiales","Abundance","Control Vehicle","HFHS FOS+GOS",0.000881622467867409,0.4,"0.00088","***","Wilcoxon","Abundance",0.684993983726389,12,12,"large"
"Female","week 10","Rickettsiales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.429934690953593,1,"0.42993","ns","Wilcoxon","Abundance",0.163304154898858,12,13,"small"
"Female","week 10","Rickettsiales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000166065530709425,0.08,"0.00017","***","Wilcoxon","Abundance",0.774728257906196,12,12,"large"
"Female","week 10","Rickettsiales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.624396003818713,1,"0.62440","ns","Wilcoxon","Abundance",0.103366255749712,12,13,"small"
"Female","week 10","Rickettsiales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000108532106399286,0.053,"0.00011","***","Wilcoxon","Abundance",0.779705358869698,12,13,"large"
"Male","week 5","Rickettsiales","Abundance","Control Vehicle","HFHS Vehicle",0.906354327786254,1,"0.90635","ns","Wilcoxon","Abundance",0.030015998876064,12,12,"small"
"Male","week 5","Rickettsiales","Abundance","Control Vehicle","HFHS FOS+GOS",0.103110036733012,1,"0.10311","ns","Wilcoxon","Abundance",0.331612469434873,12,13,"moderate"
