"sex","timepoint","Order",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Male","week 10","Coriobacteriales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000450916626112914,0.21,"0.00045","***","Wilcoxon","Abundance",0.707106781186547,13,12,"large"
"Male","week 5","Coriobacteriales","Abundance","Control Vehicle","HFHS Vehicle",0.0689643333390541,1,"0.06896","ns","Wilcoxon","Abundance",0.377123616632825,12,12,"moderate"
"Male","week 5","Coriobacteriales","Abundance","Control Vehicle","HFHS FOS+GOS",0.149468893289711,1,"0.14947","ns","Wilcoxon","Abundance",0.293721278339027,12,13,"small"
"Male","week 5","Coriobacteriales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.260236202617189,1,"0.26024","ns","Wilcoxon","Abundance",0.235702260395516,12,12,"small"
"Male","week 5","Coriobacteriales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.496561217281343,1,"0.49656","ns","Wilcoxon","Abundance",0.14142135623731,12,13,"small"
"Male","week 5","Coriobacteriales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0101931049911083,1,"0.01019","*","Wilcoxon","Abundance",0.530330085889911,12,12,"large"
"Male","week 5","Coriobacteriales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00833837400275133,1,"0.00834","**","Wilcoxon","Abundance",0.533049727356013,13,12,"large"
"Female","week 5","Coriobacteriales","Abundance","Control Vehicle","HFHS Vehicle",0.0303467893868292,1,"0.03035","*","Wilcoxon","Abundance",0.447931681790742,12,12,"moderate"
"Female","week 5","Coriobacteriales","Abundance","Control Vehicle","HFHS FOS+GOS",0.839825619710118,1,"0.83983","ns","Wilcoxon","Abundance",0.0471507033463939,12,12,"small"
"Female","week 5","Coriobacteriales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.288751619182717,1,"0.28875","ns","Wilcoxon","Abundance",0.217613169999393,12,13,"small"
"Female","week 5","Coriobacteriales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.174853306893293,1,"0.17485","ns","Wilcoxon","Abundance",0.282842712474619,12,12,"small"
"Female","week 5","Coriobacteriales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.531631442021847,1,"0.53163","ns","Wilcoxon","Abundance",0.130542790372901,12,13,"small"
"Female","week 5","Coriobacteriales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.496561217281343,1,"0.49656","ns","Wilcoxon","Abundance",0.14142135623731,12,13,"small"
"Female","week 10","Coriobacteriales","Abundance","Control Vehicle","HFHS Vehicle",0.707453967702075,1,"0.70745","ns","Wilcoxon","Abundance",0.0824957911384306,12,12,"small"
"Female","week 10","Coriobacteriales","Abundance","Control Vehicle","HFHS FOS+GOS",0.885233914473202,1,"0.88523","ns","Wilcoxon","Abundance",0.0353553390593274,12,12,"small"
"Female","week 10","Coriobacteriales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.605343339336507,1,"0.60534","ns","Wilcoxon","Abundance",0.108785658644084,12,13,"small"
"Female","week 10","Coriobacteriales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.285476308851882,1,"0.28548","ns","Wilcoxon","Abundance",0.22391714737574,12,12,"small"
"Female","week 10","Coriobacteriales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.891835452746662,1,"0.89184","ns","Wilcoxon","Abundance",0.0326356975932253,12,13,"small"
"Female","week 10","Coriobacteriales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.264827710046756,1,"0.26483","ns","Wilcoxon","Abundance",0.228449883152577,12,13,"small"
"Male","week 5","Corynebacteriales","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 5","Corynebacteriales","Abundance","Control Vehicle","HFHS FOS+GOS",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 5","Corynebacteriales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Corynebacteriales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Corynebacteriales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Male","week 10","Corynebacteriales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,13,12,"small"
"Female","week 10","Deferribacterales","Abundance","Control Vehicle","HFHS Vehicle",0.0395360941154839,1,"0.03954","*","Wilcoxon","Abundance",0.426120813113395,12,12,"moderate"
"Female","week 10","Deferribacterales","Abundance","Control Vehicle","HFHS FOS+GOS",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,12,"small"
"Female","week 10","Deferribacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.817606038974758,1,"0.81761","ns","Wilcoxon","Abundance",0.0518906553920212,12,13,"small"
"Female","week 10","Deferribacterales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0193469737642102,1,"0.01935","*","Wilcoxon","Abundance",0.483294709300537,12,12,"moderate"
"Female","week 10","Deferribacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0342558590721853,1,"0.03426","*","Wilcoxon","Abundance",0.428908223459219,12,13,"moderate"
"Female","week 10","Deferribacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.635933151631081,1,"0.63593","ns","Wilcoxon","Abundance",0.100247831854675,12,13,"small"
"Female","week 5","Deferribacterales","Abundance","Control Vehicle","HFHS Vehicle",0.389849520182548,1,"0.38985","ns","Wilcoxon","Abundance",0.181576935446765,12,12,"small"
"Female","week 5","Deferribacterales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0861085935144647,1,"0.08611","ns","Wilcoxon","Abundance",0.356274567333845,12,12,"moderate"
"Female","week 5","Deferribacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.885389358887526,1,"0.88539","ns","Wilcoxon","Abundance",0.0345937702613475,12,13,"small"
"Female","week 5","Deferribacterales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.54401974375423,1,"0.54402","ns","Wilcoxon","Abundance",0.129749117634405,12,12,"small"
"Female","week 5","Deferribacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.419348540484245,1,"0.41935","ns","Wilcoxon","Abundance",0.167079719757792,12,13,"small"
"Female","week 5","Deferribacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.13207397383028,1,"0.13207","ns","Wilcoxon","Abundance",0.306670969478312,12,13,"moderate"
"Male","week 5","Deferribacterales","Abundance","Control Vehicle","HFHS Vehicle",0.0349304854554014,1,"0.03493","*","Wilcoxon","Abundance",0.436428850224817,12,12,"moderate"
"Male","week 5","Deferribacterales","Abundance","Control Vehicle","HFHS FOS+GOS",0.163806508693394,1,"0.16381","ns","Wilcoxon","Abundance",0.28393688566081,12,13,"small"
"Male","week 5","Deferribacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.267601450476467,1,"0.26760","ns","Wilcoxon","Abundance",0.232408673050025,12,12,"small"
"Male","week 5","Deferribacterales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.702844040965511,1,"0.70284","ns","Wilcoxon","Abundance",0.0817466004339427,12,13,"small"
"Male","week 5","Deferribacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0910032404993264,1,"0.09100","ns","Wilcoxon","Abundance",0.351048741863745,12,12,"moderate"
"Male","week 5","Deferribacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.181548016998181,1,"0.18155","ns","Wilcoxon","Abundance",0.272885891465329,13,12,"small"
"Male","week 10","Deferribacterales","Abundance","Control Vehicle","HFHS Vehicle",0.839825619710118,1,"0.83983","ns","Wilcoxon","Abundance",0.0471507033463939,12,12,"small"
"Male","week 10","Deferribacterales","Abundance","Control Vehicle","HFHS FOS+GOS",0.13395467569735,1,"0.13395","ns","Wilcoxon","Abundance",0.305187308286719,12,13,"moderate"
"Male","week 10","Deferribacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0191570995619852,1,"0.01916","*","Wilcoxon","Abundance",0.484205161191372,12,12,"moderate"
"Male","week 10","Deferribacterales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.036213081710776,1,"0.03621","*","Wilcoxon","Abundance",0.424345681498816,12,13,"moderate"
"Male","week 10","Deferribacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0129854881857653,1,"0.01299","*","Wilcoxon","Abundance",0.513044101755983,12,12,"large"
"Male","week 10","Deferribacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.172415167608652,1,"0.17242","ns","Wilcoxon","Abundance",0.278466199596321,13,12,"small"
"Female","week 10","Desulfovibrionales","Abundance","Control Vehicle","HFHS Vehicle",0.402503823782004,1,"0.40250","ns","Wilcoxon","Abundance",0.176776695296637,12,12,"small"
"Female","week 10","Desulfovibrionales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00510790542499549,1,"0.00511","**","Wilcoxon","Abundance",0.577470537969014,12,12,"large"
"Female","week 10","Desulfovibrionales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0770998717435418,1,"0.07710","ns","Wilcoxon","Abundance",0.358992673525478,12,13,"moderate"
"Female","week 10","Desulfovibrionales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00861555811882047,1,"0.00862","**","Wilcoxon","Abundance",0.542115198909687,12,12,"large"
"Female","week 10","Desulfovibrionales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0534897998673802,1,"0.05349","ns","Wilcoxon","Abundance",0.391628371118703,12,13,"moderate"
"Female","week 10","Desulfovibrionales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.462763970575789,1,"0.46276","ns","Wilcoxon","Abundance",0.152299922101718,12,13,"small"
"Female","week 5","Desulfovibrionales","Abundance","Control Vehicle","HFHS Vehicle",0.0782522285262371,1,"0.07825","ns","Wilcoxon","Abundance",0.36533850361305,12,12,"moderate"
"Female","week 5","Desulfovibrionales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0141379694559115,1,"0.01414","*","Wilcoxon","Abundance",0.506759859850359,12,12,"large"
"Female","week 5","Desulfovibrionales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0154999933352888,1,"0.01550","*","Wilcoxon","Abundance",0.489535463898379,12,13,"moderate"
"Female","week 5","Desulfovibrionales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000246206232822773,0.12,"0.00025","***","Wilcoxon","Abundance",0.754247233265651,12,12,"large"
"Female","week 5","Desulfovibrionales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Female","week 5","Desulfovibrionales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000156638473297119,0.075,"0.00016","***","Wilcoxon","Abundance",0.76149961050859,12,13,"large"
"Male","week 5","Desulfovibrionales","Abundance","Control Vehicle","HFHS Vehicle",0.214493807783517,1,"0.21449","ns","Wilcoxon","Abundance",0.259272486435068,12,12,"small"
"Male","week 5","Desulfovibrionales","Abundance","Control Vehicle","HFHS FOS+GOS",0.891835452746662,1,"0.89184","ns","Wilcoxon","Abundance",0.0326356975932253,12,13,"small"
"Male","week 5","Desulfovibrionales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00354983863491357,1,"0.00355","**","Wilcoxon","Abundance",0.601040764008566,12,12,"large"
"Male","week 5","Desulfovibrionales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0605794374794283,1,"0.06058","ns","Wilcoxon","Abundance",0.380749805254295,12,13,"moderate"
"Male","week 5","Desulfovibrionales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0303828219765775,1,"0.03038","*","Wilcoxon","Abundance",0.44783429475148,12,12,"moderate"
"Male","week 5","Desulfovibrionales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000822354113655869,0.38,"0.00082","***","Wilcoxon","Abundance",0.674471083593322,13,12,"large"
"Male","week 10","Desulfovibrionales","Abundance","Control Vehicle","HFHS Vehicle",0.193930852282411,1,"0.19393","ns","Wilcoxon","Abundance",0.271057599454843,12,12,"small"
"Male","week 10","Desulfovibrionales","Abundance","Control Vehicle","HFHS FOS+GOS",0.531631442021847,1,"0.53163","ns","Wilcoxon","Abundance",0.130542790372901,12,13,"small"
"Male","week 10","Desulfovibrionales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.370844333304221,1,"0.37084","ns","Wilcoxon","Abundance",0.188561808316413,12,12,"small"
"Male","week 10","Desulfovibrionales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.108584401614275,1,"0.10858","ns","Wilcoxon","Abundance",0.326356975932253,12,13,"moderate"
"Male","week 10","Desulfovibrionales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.885233914473202,1,"0.88523","ns","Wilcoxon","Abundance",0.0353553390593274,12,12,"small"
"Male","week 10","Desulfovibrionales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.086643733654737,1,"0.08664","ns","Wilcoxon","Abundance",0.34811410766107,13,12,"moderate"
"Male","week 5","Enterobacterales","Abundance","Control Vehicle","HFHS Vehicle",0.0424174969639636,1,"0.04242","*","Wilcoxon","Abundance",0.421270858002864,12,12,"moderate"
"Male","week 5","Enterobacterales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00519712366826754,1,"0.00520","**","Wilcoxon","Abundance",0.566169537511053,12,13,"large"
"Male","week 5","Enterobacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0194921210426381,1,"0.01949","*","Wilcoxon","Abundance",0.484166413439599,12,12,"moderate"
"Male","week 5","Enterobacterales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,12,13,"moderate"
"Male","week 5","Enterobacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.580669526385976,1,"0.58067","ns","Wilcoxon","Abundance",0.123010483079161,12,12,"small"
"Male","week 5","Enterobacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,13,12,"small"
"Female","week 5","Enterobacterales","Abundance","Control Vehicle","HFHS Vehicle",0.239444868352014,1,"0.23944","ns","Wilcoxon","Abundance",0.24787265849481,12,12,"small"
"Female","week 5","Enterobacterales","Abundance","Control Vehicle","HFHS FOS+GOS",0.239444868352014,1,"0.23944","ns","Wilcoxon","Abundance",0.24787265849481,12,12,"small"
"Female","week 5","Enterobacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.203994820535149,1,"0.20399","ns","Wilcoxon","Abundance",0.261309017312794,12,13,"small"
"Female","week 5","Enterobacterales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.964544428953171,1,"0.96454","ns","Wilcoxon","Abundance",0.0181472909694631,12,12,"small"
"Female","week 5","Enterobacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 5","Enterobacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 10","Enterobacterales","Abundance","Control Vehicle","HFHS Vehicle",0.161037752198319,1,"0.16104","ns","Wilcoxon","Abundance",0.293434189963393,12,12,"small"
"Female","week 10","Enterobacterales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0577778303091404,1,"0.05778","ns","Wilcoxon","Abundance",0.395047049476103,12,12,"moderate"
"Female","week 10","Enterobacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.250502614500697,1,"0.25050","ns","Wilcoxon","Abundance",0.23639233996166,12,13,"small"
"Female","week 10","Enterobacterales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.580669526385976,1,"0.58067","ns","Wilcoxon","Abundance",0.123010483079161,12,12,"small"
"Female","week 10","Enterobacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.785320546499448,1,"0.78532","ns","Wilcoxon","Abundance",0.0622610514054157,12,13,"small"
"Female","week 10","Enterobacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.371071673489611,1,"0.37107","ns","Wilcoxon","Abundance",0.187412292016396,12,13,"small"
"Male","week 10","Enterobacterales","Abundance","Control Vehicle","HFHS Vehicle",0.939502482206017,1,"0.93950","ns","Wilcoxon","Abundance",0.0232380617338884,12,12,"small"
"Male","week 10","Enterobacterales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,12,13,"moderate"
"Male","week 10","Enterobacterales","Abundance","Control Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.00774602057796281,12,12,"small"
"Male","week 10","Enterobacterales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,12,13,"moderate"
"Male","week 10","Enterobacterales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0.00774602057796281,12,12,"small"
"Male","week 10","Enterobacterales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0672161899488388,1,"0.06722","ns","Wilcoxon","Abundance",0.375677915588014,13,12,"moderate"
"Female","week 10","Erysipelotrichales","Abundance","Control Vehicle","HFHS Vehicle",0.930987446559567,1,"0.93099","ns","Wilcoxon","Abundance",0.0235702260395516,12,12,"small"
"Female","week 10","Erysipelotrichales","Abundance","Control Vehicle","HFHS FOS+GOS",0.506720514877859,1,"0.50672","ns","Wilcoxon","Abundance",0.14142135623731,12,12,"small"
"Female","week 10","Erysipelotrichales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Female","week 10","Erysipelotrichales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.623604884395689,1,"0.62360","ns","Wilcoxon","Abundance",0.106066017177982,12,12,"small"
"Female","week 10","Erysipelotrichales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.165436534058474,1,"0.16544","ns","Wilcoxon","Abundance",0.282842712474619,12,13,"small"
"Female","week 10","Erysipelotrichales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0207944835540628,1,"0.02079","*","Wilcoxon","Abundance",0.467778332169562,12,13,"moderate"
"Male","week 10","Erysipelotrichales","Abundance","Control Vehicle","HFHS Vehicle",0.930987446559567,1,"0.93099","ns","Wilcoxon","Abundance",0.0235702260395516,12,12,"small"
"Male","week 10","Erysipelotrichales","Abundance","Control Vehicle","HFHS FOS+GOS",0.605343339336507,1,"0.60534","ns","Wilcoxon","Abundance",0.108785658644084,12,13,"small"
"Male","week 10","Erysipelotrichales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.976970255321976,1,"0.97697","ns","Wilcoxon","Abundance",0.0117851130197758,12,12,"small"
"Male","week 10","Erysipelotrichales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.462763970575789,1,"0.46276","ns","Wilcoxon","Abundance",0.152299922101718,12,13,"small"
"Male","week 10","Erysipelotrichales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.839859972540003,1,"0.83986","ns","Wilcoxon","Abundance",0.0471404520791032,12,12,"small"
"Male","week 10","Erysipelotrichales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.369461942747504,1,"0.36946","ns","Wilcoxon","Abundance",0.184935619694943,13,12,"small"
"Female","week 5","Erysipelotrichales","Abundance","Control Vehicle","HFHS Vehicle",0.000592042145894427,0.27,"0.00059","***","Wilcoxon","Abundance",0.707106781186548,12,12,"large"
"Female","week 5","Erysipelotrichales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00510790542499549,1,"0.00511","**","Wilcoxon","Abundance",0.577470537969014,12,12,"large"
"Female","week 5","Erysipelotrichales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000367017660039426,0.17,"0.00037","***","Wilcoxon","Abundance",0.717985347050956,12,13,"large"
"Female","week 5","Erysipelotrichales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Female","week 5","Erysipelotrichales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,12,13,"small"
"Female","week 5","Erysipelotrichales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.496561217281343,1,"0.49656","ns","Wilcoxon","Abundance",0.14142135623731,12,13,"small"
"Male","week 5","Erysipelotrichales","Abundance","Control Vehicle","HFHS Vehicle",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Male","week 5","Erysipelotrichales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0971195616834027,1,"0.09712","ns","Wilcoxon","Abundance",0.337235541796661,12,13,"moderate"
"Male","week 5","Erysipelotrichales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Male","week 5","Erysipelotrichales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.149468893289711,1,"0.14947","ns","Wilcoxon","Abundance",0.293721278339027,12,13,"small"
"Male","week 5","Erysipelotrichales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Male","week 5","Erysipelotrichales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.399178751652786,1,"0.39918","ns","Wilcoxon","Abundance",0.174057053830535,13,12,"small"
"Female","week 10","Eubacteriales","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Eubacteriales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Eubacteriales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Female","week 5","Lachnospirales","Abundance","Control Vehicle","HFHS Vehicle",0.00861555811882047,1,"0.00862","**","Wilcoxon","Abundance",0.542115198909687,12,12,"large"
"Female","week 5","Lachnospirales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00243673480898902,1,"0.00244","**","Wilcoxon","Abundance",0.624610990048117,12,12,"large"
"Female","week 5","Lachnospirales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0012105893579225,0.54,"0.00121","**","Wilcoxon","Abundance",0.652713951864505,12,13,"large"
"Female","week 5","Lachnospirales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.435730660031737,1,"0.43573","ns","Wilcoxon","Abundance",0.164991582276861,12,12,"small"
"Female","week 5","Lachnospirales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.430289691645685,1,"0.43029","ns","Wilcoxon","Abundance",0.163178487966126,12,13,"small"
"Female","week 5","Lachnospirales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.806636280193047,1,"0.80664","ns","Wilcoxon","Abundance",0.0543928293220421,12,13,"small"
"Male","week 5","Lachnospirales","Abundance","Control Vehicle","HFHS Vehicle",0.00510790542499549,1,"0.00511","**","Wilcoxon","Abundance",0.577470537969014,12,12,"large"
"Male","week 5","Lachnospirales","Abundance","Control Vehicle","HFHS FOS+GOS",0.000450916626112914,0.21,"0.00045","***","Wilcoxon","Abundance",0.707106781186548,12,13,"large"
"Male","week 5","Lachnospirales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.000196161473706543,0.094,"0.00020","***","Wilcoxon","Abundance",0.766032346285427,12,12,"large"
"Male","week 5","Lachnospirales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.031672726558415,1,"0.03167","*","Wilcoxon","Abundance",0.435142634576337,12,13,"moderate"
"Male","week 5","Lachnospirales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.260236202617189,1,"0.26024","ns","Wilcoxon","Abundance",0.235702260395516,12,12,"small"
"Male","week 5","Lachnospirales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.108584401614275,1,"0.10858","ns","Wilcoxon","Abundance",0.326356975932253,13,12,"moderate"
"Male","week 10","Lachnospirales","Abundance","Control Vehicle","HFHS Vehicle",0.312321421676216,1,"0.31232","ns","Wilcoxon","Abundance",0.212132034355964,12,12,"small"
"Male","week 10","Lachnospirales","Abundance","Control Vehicle","HFHS FOS+GOS",0.0605794374794283,1,"0.06058","ns","Wilcoxon","Abundance",0.380749805254295,12,13,"moderate"
"Male","week 10","Lachnospirales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.312321421676216,1,"0.31232","ns","Wilcoxon","Abundance",0.212132034355964,12,12,"small"
"Male","week 10","Lachnospirales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.369461942747504,1,"0.36946","ns","Wilcoxon","Abundance",0.184935619694943,12,13,"small"
"Male","week 10","Lachnospirales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Male","week 10","Lachnospirales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.64383820081329,1,"0.64384","ns","Wilcoxon","Abundance",0.0979070927796758,13,12,"small"
"Female","week 10","Lachnospirales","Abundance","Control Vehicle","HFHS Vehicle",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Female","week 10","Lachnospirales","Abundance","Control Vehicle","HFHS FOS+GOS",0.795012171964238,1,"0.79501","ns","Wilcoxon","Abundance",0.058925565098879,12,12,"small"
"Female","week 10","Lachnospirales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.221013097193618,1,"0.22101","ns","Wilcoxon","Abundance",0.250207014881394,12,13,"small"
"Female","week 10","Lachnospirales","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.750831884089117,1,"0.75083","ns","Wilcoxon","Abundance",0.0707106781186548,12,12,"small"
"Female","week 10","Lachnospirales","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.20116781630321,1,"0.20117","ns","Wilcoxon","Abundance",0.261085580745802,12,13,"small"
"Female","week 10","Lachnospirales","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.531631442021847,1,"0.53163","ns","Wilcoxon","Abundance",0.130542790372901,12,13,"small"
"Female","week 10","Lactobacillales","Abundance","Control Vehicle","HFHS Vehicle",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Female","week 10","Lactobacillales","Abundance","Control Vehicle","HFHS FOS+GOS",0.00110617818408072,0.5,"0.00111","**","Wilcoxon","Abundance",0.67175144212722,12,12,"large"
"Female","week 10","Lactobacillales","Abundance","Control Vehicle","HFHS B. longum APC1472",0.723673609831763,1,"0.72367","ns","Wilcoxon","Abundance",0.076149961050859,12,13,"small"
